t_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,H_mag_kgm2ps,E_rot_J
58.5190,-0.93330980,-0.05252782,0.30969576,0.17396027,14.38066,-34.04257,-25.54000,-0.13088,5.30557,1.29880,3.39024118e-02,1.61607309e-03
58.5991,-0.93461355,-0.05280540,0.30626595,0.17294586,14.23216,-33.65671,-25.29230,-0.13225,5.30547,1.29909,3.39024118e-02,1.61607309e-03
58.6791,-0.93590375,-0.05308123,0.30283159,0.17192903,14.08619,-33.27034,-25.04688,-0.13363,5.30537,1.29939,3.39024118e-02,1.61607309e-03
58.7592,-0.93718037,-0.05335531,0.29939273,0.17090979,13.94270,-32.88346,-24.80368,-0.13501,5.30526,1.29970,3.39024118e-02,1.61607309e-03
58.8392,-0.93844341,-0.05362763,0.29594942,0.16988816,13.80166,-32.49610,-24.56265,-0.13639,5.30516,1.30001,3.39024118e-02,1.61607309e-03
58.9193,-0.93969284,-0.05389819,0.29250172,0.16886413,13.66303,-32.10825,-24.32376,-0.13777,5.30505,1.30032,3.39024118e-02,1.61607309e-03
58.9993,-0.94092865,-0.05416698,0.28904968,0.16783773,13.52675,-31.71994,-24.08695,-0.13915,5.30494,1.30063,3.39024118e-02,1.61607309e-03
59.0794,-0.94215081,-0.05443401,0.28559334,0.16680896,13.39280,-31.33117,-23.85218,-0.14053,5.30483,1.30095,3.39024118e-02,1.61607309e-03
59.1594,-0.94335932,-0.05469925,0.28213277,0.16577782,13.26113,-30.94195,-23.61940,-0.14191,5.30472,1.30127,3.39024118e-02,1.61607309e-03
59.2395,-0.94455415,-0.05496271,0.27866802,0.16474434,13.13171,-30.55229,-23.38858,-0.14329,5.30461,1.30159,3.39024118e-02,1.61607309e-03
59.3195,-0.94573529,-0.05522438,0.27519913,0.16370851,13.00449,-30.16220,-23.15967,-0.14467,5.30450,1.30192,3.39024118e-02,1.61607309e-03
59.3996,-0.94690271,-0.05548426,0.27172616,0.16267035,12.87945,-29.77169,-22.93262,-0.14605,5.30438,1.30225,3.39024118e-02,1.61607309e-03
59.4797,-0.94805641,-0.05574234,0.26824916,0.16162987,12.75653,-29.38078,-22.70741,-0.14743,5.30427,1.30258,3.39024118e-02,1.61607309e-03
59.5597,-0.94919637,-0.05599862,0.26476819,0.16058707,12.63573,-28.98946,-22.48398,-0.14881,5.30415,1.30292,3.39024118e-02,1.61607309e-03
59.6398,-0.95032257,-0.05625309,0.26128330,0.15954197,12.51699,-28.59775,-22.26230,-0.15020,5.30404,1.30326,3.39024118e-02,1.61607309e-03
59.7198,-0.95143499,-0.05650575,0.25779454,0.15849458,12.40028,-28.20566,-22.04234,-0.15158,5.30392,1.30360,3.39024118e-02,1.61607309e-03
59.7999,-0.95253363,-0.05675659,0.25430196,0.15744490,12.28558,-27.81319,-21.82405,-0.15296,5.30380,1.30395,3.39024118e-02,1.61607309e-03
59.8799,-0.95361845,-0.05700561,0.25080562,0.15639294,12.17285,-27.42036,-21.60740,-0.15434,5.30368,1.30430,3.39024118e-02,1.61607309e-03
59.9600,-0.95468946,-0.05725280,0.24730556,0.15533872,12.06206,-27.02716,-21.39235,-0.15573,5.30356,1.30466,3.39024118e-02,1.61607309e-03
60.0400,-0.95574662,-0.05749815,0.24380185,0.15428224,11.95318,-26.63362,-21.17887,-0.15711,5.30343,1.30501,3.39024118e-02,1.61607309e-03
60.1201,-0.95678994,-0.05774168,0.24029454,0.15322351,11.84619,-26.23974,-20.96693,-0.15850,5.30331,1.30537,3.39024118e-02,1.61607309e-03
60.2001,-0.95781939,-0.05798336,0.23678367,0.15216255,11.74105,-25.84552,-20.75648,-0.15988,5.30318,1.30574,3.39024118e-02,1.61607309e-03
60.2802,-0.95883496,-0.05822319,0.23326931,0.15109936,11.63774,-25.45097,-20.54751,-0.16127,5.30306,1.30610,3.39024118e-02,1.61607309e-03
60.3602,-0.95983663,-0.05846118,0.22975150,0.15003396,11.53623,-25.05610,-20.33996,-0.16265,5.30293,1.30647,3.39024118e-02,1.61607309e-03
60.4403,-0.96082439,-0.05869731,0.22623030,0.14896634,11.43650,-24.66092,-20.13382,-0.16404,5.30280,1.30685,3.39024118e-02,1.61607309e-03
60.5203,-0.96179823,-0.05893159,0.22270576,0.14789653,11.33851,-24.26543,-19.92905,-0.16542,5.30267,1.30723,3.39024118e-02,1.61607309e-03
60.6004,-0.96275813,-0.05916400,0.21917794,0.14682453,11.24225,-23.86965,-19.72562,-0.16681,5.30254,1.30761,3.39024118e-02,1.61607309e-03
60.6805,-0.96370408,-0.05939454,0.21564688,0.14575035,11.14769,-23.47357,-19.52350,-0.16820,5.30241,1.30799,3.39024118e-02,1.61607309e-03
60.7605,-0.96463606,-0.05962322,0.21211265,0.14467400,11.05481,-23.07721,-19.32266,-0.16958,5.30227,1.30838,3.39024118e-02,1.61607309e-03
60.8406,-0.96555407,-0.05985001,0.20857529,0.14359549,10.96358,-22.68056,-19.12307,-0.17097,5.30214,1.30877,3.39024118e-02,1.61607309e-03
60.9206,-0.96645808,-0.06007493,0.20503486,0.14251483,10.87398,-22.28365,-18.92471,-0.17236,5.30200,1.30916,3.39024118e-02,1.61607309e-03
61.0007,-0.96734810,-0.06029797,0.20149142,0.14143204,10.78600,-21.88646,-18.72754,-0.17375,5.30187,1.30956,3.39024118e-02,1.61607309e-03
61.0807,-0.96822409,-0.06051912,0.19794501,0.14034711,10.69960,-21.48902,-18.53154,-0.17514,5.30173,1.30996,3.39024118e-02,1.61607309e-03
61.1608,-0.96908606,-0.06073838,0.19439569,0.13926007,10.61477,-21.09132,-18.33668,-0.17653,5.30159,1.31036,3.39024118e-02,1.61607309e-03
61.2408,-0.96993399,-0.06095574,0.19084352,0.13817092,10.53149,-20.69337,-18.14294,-0.17792,5.30145,1.31077,3.39024118e-02,1.61607309e-03
61.3209,-0.97076786,-0.06117121,0.18728855,0.13707967,10.44974,-20.29518,-17.95028,-0.17931,5.30131,1.31118,3.39024118e-02,1.61607309e-03
61.4009,-0.97158768,-0.06138478,0.18373082,0.13598633,10.36950,-19.89675,-17.75868,-0.18070,5.30116,1.31159,3.39024118e-02,1.61607309e-03
61.4810,-0.97239341,-0.06159643,0.18017041,0.13489091,10.29075,-19.49809,-17.56812,-0.18209,5.30102,1.31201,3.39024118e-02,1.61607309e-03
61.5610,-0.97318506,-0.06180618,0.17660735,0.13379342,10.21347,-19.09920,-17.37857,-0.18348,5.30087,1.31243,3.39024118e-02,1.61607309e-03
61.6411,-0.97396261,-0.06201402,0.17304171,0.13269388,10.13765,-18.70009,-17.19001,-0.18487,5.30073,1.31286,3.39024118e-02,1.61607309e-03
61.7211,-0.97472605,-0.06221994,0.16947353,0.13159228,10.06327,-18.30077,-17.00241,-0.18626,5.30058,1.31328,3.39024118e-02,1.61607309e-03
61.8012,-0.97547537,-0.06242395,0.16590288,0.13048865,9.99031,-17.90123,-16.81575,-0.18766,5.30043,1.31371,3.39024118e-02,1.61607309e-03
61.8813,-0.97621056,-0.06262603,0.16232981,0.12938299,9.91875,-17.50149,-16.63001,-0.18905,5.30028,1.31415,3.39024118e-02,1.61607309e-03
61.9613,-0.97693161,-0.06282618,0.15875436,0.12827531,9.84859,-17.10155,-16.44516,-0.19044,5.30013,1.31459,3.39024118e-02,1.61607309e-03
62.0414,-0.97763851,-0.06302441,0.15517660,0.12716563,9.77980,-16.70141,-16.26117,-0.19184,5.29998,1.31503,3.39024118e-02,1.61607309e-03
62.1214,-0.97833124,-0.06322070,0.15159658,0.12605394,9.71236,-16.30109,-16.07804,-0.19323,5.29982,1.31547,3.39024118e-02,1.61607309e-03
62.2015,-0.97900981,-0.06341506,0.14801435,0.12494028,9.64628,-15.90057,-15.89573,-0.19463,5.29967,1.31592,3.39024118e-02,1.61607309e-03
62.2815,-0.97967420,-0.06360747,0.14442997,0.12382463,9.58153,-15.49988,-15.71422,-0.19602,5.29951,1.31637,3.39024118e-02,1.61607309e-03
62.3616,-0.98032439,-0.06379795,0.14084350,0.12270702,9.51809,-15.09900,-15.53350,-0.19742,5.29936,1.31682,3.39024118e-02,1.61607309e-03
62.4416,-0.98096039,-0.06398649,0.13725498,0.12158745,9.45596,-14.69796,-15.35353,-0.19882,5.29920,1.31728,3.39024118e-02,1.61607309e-03
62.5217,-0.98158218,-0.06417307,0.13366446,0.12046594,9.39512,-14.29675,-15.17431,-0.20021,5.29904,1.31774,3.39024118e-02,1.61607309e-03
62.6017,-0.98218976,-0.06435771,0.13007202,0.11934249,9.33556,-13.89537,-14.99580,-0.20161,5.29888,1.31820,3.39024118e-02,1.61607309e-03
62.6818,-0.98278311,-0.06454039,0.12647770,0.11821712,9.27727,-13.49383,-14.81799,-0.20301,5.29871,1.31867,3.39024118e-02,1.61607309e-03
62.7618,-0.98336223,-0.06472112,0.12288155,0.11708983,9.22024,-13.09214,-14.64086,-0.20441,5.29855,1.31914,3.39024118e-02,1.61607309e-03
62.8419,-0.98392711,-0.06489990,0.11928362,0.11596064,9.16445,-12.69030,-14.46439,-0.20581,5.29839,1.31962,3.39024118e-02,1.61607309e-03
62.9219,-0.98447773,-0.06507671,0.11568399,0.11482956,9.10989,-12.28832,-14.28856,-0.20720,5.29822,1.32009,3.39024118e-02,1.61607309e-03
63.0020,-0.98501411,-0.06525155,0.11208269,0.11369660,9.05656,-11.88619,-14.11335,-0.20860,5.29805,1.32058,3.39024118e-02,1.61607309e-03
63.0821,-0.98553621,-0.06542444,0.10847978,0.11256176,9.00443,-11.48392,-13.93873,-0.21000,5.29789,1.32106,3.39024118e-02,1.61607309e-03
63.1621,-0.98604405,-0.06559535,0.10487532,0.11142507,8.95352,-11.08152,-13.76470,-0.21141,5.29772,1.32155,3.39024118e-02,1.61607309e-03
63.2422,-0.98653761,-0.06576430,0.10126937,0.11028652,8.90379,-10.67899,-13.59123,-0.21281,5.29755,1.32204,3.39024118e-02,1.61607309e-03
63.3222,-0.98701688,-0.06593127,0.09766197,0.10914614,8.85525,-10.27633,-13.41830,-0.21421,5.29737,1.32253,3.39024118e-02,1.61607309e-03
63.4023,-0.98748187,-0.06609627,0.09405318,0.10800392,8.80789,-9.87355,-13.24590,-0.21561,5.29720,1.32303,3.39024118e-02,1.61607309e-03
63.4823,-0.98793255,-0.06625929,0.09044306,0.10685989,8.76169,-9.47065,-13.07400,-0.21701,5.29703,1.32353,3.39024118e-02,1.61607309e-03
63.5624,-0.98836893,-0.06642033,0.08683166,0.10571405,8.71665,-9.06764,-12.90259,-0.21842,5.29685,1.32404,3.39024118e-02,1.61607309e-03
63.6424,-0.98879100,-0.06657940,0.08321904,0.10456641,8.67277,-8.66451,-12.73166,-0.21982,5.29667,1.32454,3.39024118e-02,1.61607309e-03
63.7225,-0.98919875,-0.06673648,0.07960524,0.10341699,8.63002,-8.26128,-12.56117,-0.22123,5.29650,1.32506,3.39024118e-02,1.61607309e-03
63.8025,-0.98959219,-0.06689157,0.07599034,0.10226579,8.58842,-7.85794,-12.39112,-0.22263,5.29632,1.32557,3.39024118e-02,1.61607309e-03
63.8826,-0.98997129,-0.06704468,0.07237437,0.10111283,8.54794,-7.45451,-12.22149,-0.22404,5.29614,1.32609,3.39024118e-02,1.61607309e-03
63.9626,-0.99033606,-0.06719580,0.06875740,0.09995811,8.50858,-7.05097,-12.05226,-0.22544,5.29595,1.32661,3.39024118e-02,1.61607309e-03
64.0427,-0.99068650,-0.06734493,0.06513948,0.09880166,8.47034,-6.64735,-11.88341,-0.22685,5.29577,1.32713,3.39024118e-02,1.61607309e-03
64.1227,-0.99102259,-0.06749207,0.06152067,0.09764347,8.43321,-6.24363,-11.71493,-0.22825,5.29559,1.32766,3.39024118e-02,1.61607309e-03
64.2028,-0.99134434,-0.06763722,0.05790102,0.09648356,8.39719,-5.83983,-11.54680,-0.22966,5.29540,1.32819,3.39024118e-02,1.61607309e-03
64.2829,-0.99165174,-0.06778037,0.05428058,0.09532194,8.36226,-5.43595,-11.37899,-0.23107,5.29521,1.32873,3.39024118e-02,1.61607309e-03
64.3629,-0.99194478,-0.06792153,0.05065941,0.09415862,8.32843,-5.03199,-11.21151,-0.23248,5.29503,1.32927,3.39024118e-02,1.61607309e-03
64.4430,-0.99222346,-0.06806069,0.04703757,0.09299362,8.29568,-4.62795,-11.04432,-0.23389,5.29484,1.32981,3.39024118e-02,1.61607309e-03
64.5230,-0.99248778,-0.06819785,0.04341511,0.09182694,8.26402,-4.22384,-10.87742,-0.23530,5.29465,1.33035,3.39024118e-02,1.61607309e-03
64.6031,-0.99273773,-0.06833301,0.03979208,0.09065859,8.23344,-3.81966,-10.71078,-0.23671,5.29446,1.33090,3.39024118e-02,1.61607309e-03
64.6831,-0.99297332,-0.06846616,0.03616855,0.08948859,8.20394,-3.41541,-10.54439,-0.23812,5.29426,1.33145,3.39024118e-02,1.61607309e-03
64.7632,-0.99319453,-0.06859732,0.03254456,0.08831695,8.17550,-3.01111,-10.37823,-0.23953,5.29407,1.33201,3.39024118e-02,1.61607309e-03
64.8432,-0.99340137,-0.06872647,0.02892017,0.08714367,8.14814,-2.60674,-10.21229,-0.24094,5.29387,1.33257,3.39024118e-02,1.61607309e-03
64.9233,-0.99359383,-0.06885362,0.02529543,0.08596878,8.12184,-2.20232,-10.04655,-0.24235,5.29368,1.33313,3.39024118e-02,1.61607309e-03
65.0033,-0.99377190,-0.06897876,0.02167041,0.08479227,8.09661,-1.79784,-9.88100,-0.24377,5.29348,1.33369,3.39024118e-02,1.61607309e-03
65.0834,-0.99393560,-0.06910189,0.01804515,0.08361417,8.07243,-1.39332,-9.71561,-0.24518,5.29328,1.33426,3.39024118e-02,1.61607309e-03
65.1634,-0.99408491,-0.06922302,0.01441972,0.08243448,8.04931,-0.98875,-9.55038,-0.24659,5.29308,1.33483,3.39024118e-02,1.61607309e-03
65.2435,-0.99421983,-0.06934214,0.01079416,0.08125321,8.02725,-0.58414,-9.38528,-0.24801,5.29288,1.33541,3.39024118e-02,1.61607309e-03
65.3235,-0.99434036,-0.06945925,0.00716853,0.08007038,8.00624,-0.17949,-9.22031,-0.24942,5.29267,1.33599,3.39024118e-02,1.61607309e-03
65.4036,-0.99444651,-0.06957435,0.00354288,0.07888600,7.98628,0.22520,-9.05544,-0.25084,5.29247,1.33657,3.39024118e-02,1.61607309e-03
65.4837,-0.99453826,-0.06968744,-0.00008272,0.07770007,7.96737,0.62992,-8.89065,-0.25226,5.29226,1.33716,3.39024118e-02,1.61607309e-03
65.5637,-0.99461562,-0.06979852,-0.00370823,0.07651262,7.94951,1.03467,-8.72594,-0.25367,5.29206,1.33774,3.39024118e-02,1.61607309e-03
65.6438,-0.99467859,-0.06990758,-0.00733358,0.07532365,7.93271,1.43945,-8.56129,-0.25509,5.29185,1.33834,3.39024118e-02,1.61607309e-03
65.7238,-0.99472716,-0.07001464,-0.01095873,0.07413316,7.91694,1.84425,-8.39668,-0.25651,5.29164,1.33893,3.39024118e-02,1.61607309e-03
65.8039,-0.99476134,-0.07011968,-0.01458362,0.07294119,7.90223,2.24907,-8.23209,-0.25793,5.29143,1.33953,3.39024118e-02,1.61607309e-03
65.8839,-0.99478113,-0.07022271,-0.01820819,0.07174772,7.88857,2.65391,-8.06751,-0.25935,5.29122,1.34013,3.39024118e-02,1.61607309e-03
65.9640,-0.99478652,-0.07032373,-0.02183239,0.07055279,7.87595,3.05877,-7.90293,-0.26077,5.29100,1.34074,3.39024118e-02,1.61607309e-03
66.0440,-0.99477752,-0.07042273,-0.02545616,0.06935639,7.86438,3.46363,-7.73832,-0.26219,5.29079,1.34135,3.39024118e-02,1.61607309e-03
66.1241,-0.99475412,-0.07051972,-0.02907945,0.06815854,7.85386,3.86850,-7.57367,-0.26361,5.29057,1.34196,3.39024118e-02,1.61607309e-03
66.2041,-0.99471634,-0.07061470,-0.03270221,0.06695926,7.84439,4.27338,-7.40897,-0.26503,5.29035,1.34258,3.39024118e-02,1.61607309e-03
66.2842,-0.99466415,-0.07070766,-0.03632437,0.06575855,7.83598,4.67826,-7.24420,-0.26645,5.29014,1.34320,3.39024118e-02,1.61607309e-03
66.3642,-0.99459758,-0.07079861,-0.03994588,0.06455642,7.82862,5.08314,-7.07935,-0.26788,5.28992,1.34382,3.39024118e-02,1.61607309e-03
66.4443,-0.99451662,-0.07088755,-0.04356670,0.06335289,7.82231,5.48801,-6.91439,-0.26930,5.28970,1.34445,3.39024118e-02,1.61607309e-03
66.5243,-0.99442127,-0.07097447,-0.04718675,0.06214797,7.81707,5.89288,-6.74931,-0.27072,5.28947,1.34508,3.39024118e-02,1.61607309e-03
66.6044,-0.99431154,-0.07105938,-0.05080600,0.06094166,7.81288,6.29773,-6.58410,-0.27215,5.28925,1.34571,3.39024118e-02,1.61607309e-03
66.6845,-0.99418741,-0.07114228,-0.05442437,0.05973399,7.80976,6.70257,-6.41874,-0.27358,5.28902,1.34635,3.39024118e-02,1.61607309e-03
66.7645,-0.99404891,-0.07122317,-0.05804183,0.05852496,7.80770,7.10739,-6.25320,-0.27500,5.28880,1.34699,3.39024118e-02,1.61607309e-03
66.8446,-0.99389603,-0.07130204,-0.06165830,0.05731459,7.80671,7.51219,-6.08749,-0.27643,5.28857,1.34763,3.39024118e-02,1.61607309e-03
66.9246,-0.99372876,-0.07137890,-0.06527375,0.05610288,7.80680,7.91697,-5.92157,-0.27786,5.28834,1.34828,3.39024118e-02,1.61607309e-03
67.0047,-0.99354713,-0.07145375,-0.06888811,0.05488986,7.80796,8.32172,-5.75544,-0.27928,5.28811,1.34893,3.39024118e-02,1.61607309e-03
67.0847,-0.99335112,-0.07152660,-0.07250133,0.05367552,7.81021,8.72644,-5.58908,-0.28071,5.28788,1.34958,3.39024118e-02,1.61607309e-03
67.1648,-0.99314074,-0.07159743,-0.07611334,0.05245988,7.81354,9.13113,-5.42246,-0.28214,5.28765,1.35024,3.39024118e-02,1.61607309e-03
67.2448,-0.99291600,-0.07166625,-0.07972411,0.05124296,7.81796,9.53578,-5.25558,-0.28357,5.28741,1.35090,3.39024118e-02,1.61607309e-03
67.3249,-0.99267689,-0.07173307,-0.08333357,0.05002477,7.82348,9.94039,-5.08841,-0.28500,5.28718,1.35156,3.39024118e-02,1.61607309e-03
67.4049,-0.99242342,-0.07179787,-0.08694167,0.04880531,7.83009,10.34496,-4.92094,-0.28643,5.28694,1.35223,3.39024118e-02,1.61607309e-03
67.4850,-0.99215560,-0.07186067,-0.09054836,0.04758460,7.83782,10.74948,-4.75315,-0.28787,5.28670,1.35290,3.39024118e-02,1.61607309e-03
67.5650,-0.99187344,-0.07192147,-0.09415357,0.04636266,7.84666,11.15394,-4.58503,-0.28930,5.28646,1.35357,3.39024118e-02,1.61607309e-03
67.6451,-0.99157692,-0.07198026,-0.09775725,0.04513949,7.85662,11.55836,-4.41655,-0.29073,5.28622,1.35425,3.39024118e-02,1.61607309e-03
67.7252,-0.99126606,-0.07203705,-0.10135936,0.04391510,7.86770,11.96272,-4.24770,-0.29217,5.28598,1.35493,3.39024118e-02,1.61607309e-03
67.8052,-0.99094087,-0.07209183,-0.10495983,0.04268952,7.87992,12.36702,-4.07846,-0.29360,5.28574,1.35561,3.39024118e-02,1.61607309e-03
67.8853,-0.99060135,-0.07214461,-0.10855860,0.04146274,7.89327,12.77125,-3.90881,-0.29504,5.28549,1.35630,3.39024118e-02,1.61607309e-03
67.9653,-0.99024749,-0.07219540,-0.11215564,0.04023479,7.90778,13.17542,-3.73874,-0.29647,5.28524,1.35699,3.39024118e-02,1.61607309e-03
68.0454,-0.98987932,-0.07224418,-0.11575087,0.03900567,7.92344,13.57952,-3.56822,-0.29791,5.28500,1.35769,3.39024118e-02,1.61607309e-03
68.1254,-0.98949683,-0.07229097,-0.11934425,0.03777539,7.94026,13.98354,-3.39724,-0.29935,5.28475,1.35838,3.39024118e-02,1.61607309e-03
68.2055,-0.98910004,-0.07233576,-0.12293572,0.03654398,7.95826,14.38748,-3.22578,-0.30079,5.28450,1.35909,3.39024118e-02,1.61607309e-03
68.2855,-0.98868894,-0.07237856,-0.12652522,0.03531143,7.97744,14.79135,-3.05382,-0.30222,5.28425,1.35979,3.39024118e-02,1.61607309e-03
68.3656,-0.98826354,-0.07241937,-0.13011271,0.03407777,7.99781,15.19513,-2.88134,-0.30366,5.28399,1.36050,3.39024118e-02,1.61607309e-03
68.4456,-0.98782385,-0.07245818,-0.13369812,0.03284300,8.01938,15.59881,-2.70832,-0.30510,5.28374,1.36121,3.39024118e-02,1.61607309e-03
68.5257,-0.98736988,-0.07249500,-0.13728141,0.03160715,8.04216,16.00241,-2.53474,-0.30655,5.28348,1.36193,3.39024118e-02,1.61607309e-03
68.6057,-0.98690163,-0.07252984,-0.14086251,0.03037021,8.06617,16.40591,-2.36059,-0.30799,5.28323,1.36264,3.39024118e-02,1.61607309e-03
68.6858,-0.98641911,-0.07256269,-0.14444138,0.02913220,8.09140,16.80931,-2.18583,-0.30943,5.28297,1.36337,3.39024118e-02,1.61607309e-03
68.7658,-0.98592233,-0.07259356,-0.14801795,0.02789314,8.11788,17.21260,-2.01045,-0.31087,5.28271,1.36409,3.39024118e-02,1.61607309e-03
68.8459,-0.98541129,-0.07262244,-0.15159218,0.02665303,8.14561,17.61579,-1.83444,-0.31232,5.28245,1.36482,3.39024118e-02,1.61607309e-03
68.9260,-0.98488600,-0.07264935,-0.15516401,0.02541189,8.17461,18.01886,-1.65776,-0.31376,5.28218,1.36555,3.39024118e-02,1.61607309e-03
69.0060,-0.98434648,-0.07267427,-0.15873339,0.02416974,8.20489,18.42182,-1.48040,-0.31521,5.28192,1.36629,3.39024118e-02,1.61607309e-03
69.0861,-0.98379272,-0.07269722,-0.16230026,0.02292658,8.23647,18.82465,-1.30234,-0.31665,5.28165,1.36703,3.39024118e-02,1.61607309e-03
69.1661,-0.98322474,-0.07271820,-0.16586456,0.02168242,8.26934,19.22737,-1.12355,-0.31810,5.28139,1.36777,3.39024118e-02,1.61607309e-03
69.2462,-0.98264254,-0.07273720,-0.16942625,0.02043729,8.30354,19.62995,-0.94402,-0.31955,5.28112,1.36851,3.39024118e-02,1.61607309e-03
69.3262,-0.98204614,-0.07275424,-0.17298526,0.01919118,8.33907,20.03240,-0.76371,-0.32100,5.28085,1.36926,3.39024118e-02,1.61607309e-03
69.4063,-0.98143554,-0.07276930,-0.17654155,0.01794412,8.37595,20.43471,-0.58261,-0.32244,5.28058,1.37002,3.39024118e-02,1.61607309e-03
69.4863,-0.98081075,-0.07278241,-0.18009507,0.01669611,8.41419,20.83689,-0.40069,-0.32389,5.28031,1.37077,3.39024118e-02,1.61607309e-03
69.5664,-0.98017178,-0.07279355,-0.18364574,0.01544718,8.45381,21.23891,-0.21794,-0.32534,5.28003,1.37153,3.39024118e-02,1.61607309e-03
69.6464,-0.97951865,-0.07280273,-0.18719353,0.01419732,8.49483,21.64079,-0.03431,-0.32680,5.27976,1.37230,3.39024118e-02,1.61607309e-03
69.7265,-0.97885135,-0.07280995,-0.19073838,0.01294656,8.53725,22.04250,0.15020,-0.32825,5.27948,1.37306,3.39024118e-02,1.61607309e-03
69.8065,-0.97816991,-0.07281522,-0.19428023,0.01169491,8.58111,22.44406,0.33562,-0.32970,5.27920,1.37383,3.39024118e-02,1.61607309e-03
69.8866,-0.97747432,-0.07281854,-0.19781904,0.01044237,8.62641,22.84546,0.52198,-0.33115,5.27892,1.37461,3.39024118e-02,1.61607309e-03
69.9666,-0.97676461,-0.07281991,-0.20135474,0.00918897,8.67317,23.24668,0.70930,-0.33261,5.27864,1.37538,3.39024118e-02,1.61607309e-03
70.0467,-0.97604077,-0.07281933,-0.20488728,0.00793471,8.72142,23.64773,0.89762,-0.33406,5.27836,1.37616,3.39024118e-02,1.61607309e-03
70.1268,-0.97530283,-0.07281680,-0.20841661,0.00667960,8.77117,24.04860,1.08695,-0.33552,5.27808,1.37695,3.39024118e-02,1.61607309e-03
70.2068,-0.97455079,-0.07281234,-0.21194268,0.00542367,8.82244,24.44928,1.27733,-0.33698,5.27779,1.37773,3.39024118e-02,1.61607309e-03
70.2869,-0.97378467,-0.07280594,-0.21546543,0.00416692,8.87525,24.84978,1.46878,-0.33843,5.27751,1.37852,3.39024118e-02,1.61607309e-03
70.3669,-0.97300447,-0.07279761,-0.21898480,0.00290937,8.92963,25.25008,1.66132,-0.33989,5.27722,1.37932,3.39024118e-02,1.61607309e-03
70.4470,-0.97221021,-0.07278734,-0.22250075,0.00165102,8.98559,25.65018,1.85500,-0.34135,5.27693,1.38012,3.39024118e-02,1.61607309e-03
70.5270,-0.97140190,-0.07277515,-0.22601322,0.00039190,9.04315,26.05007,2.04983,-0.34281,5.27664,1.38092,3.39024118e-02,1.61607309e-03
70.6071,-0.97057955,-0.07276103,-0.22952216,-0.00086799,9.10235,26.44975,2.24585,-0.34427,5.27635,1.38172,3.39024118e-02,1.61607309e-03
70.6871,-0.96974317,-0.07274499,-0.23302752,-0.00212864,9.16320,26.84921,2.44308,-0.34573,5.27605,1.38253,3.39024118e-02,1.61607309e-03
70.7672,-0.96889278,-0.07272703,-0.23652923,-0.00339002,9.22572,27.24845,2.64156,-0.34719,5.27576,1.38334,3.39024118e-02,1.61607309e-03
70.8472,-0.96802838,-0.07270716,-0.24002725,-0.00465214,9.28995,27.64746,2.84132,-0.34866,5.27546,1.38416,3.39024118e-02,1.61607309e-03
70.9273,-0.96715000,-0.07268537,-0.24352153,-0.00591496,9.35590,28.04623,3.04240,-0.35012,5.27516,1.38497,3.39024118e-02,1.61607309e-03
71.0073,-0.96625764,-0.07266168,-0.24701200,-0.00717849,9.42361,28.44476,3.24481,-0.35159,5.27487,1.38580,3.39024118e-02,1.61607309e-03
71.0874,-0.96535131,-0.07263608,-0.25049863,-0.00844271,9.49310,28.84304,3.44860,-0.35305,5.27456,1.38662,3.39024118e-02,1.61607309e-03
71.1674,-0.96443104,-0.07260858,-0.25398134,-0.00970760,9.56439,29.24107,3.65381,-0.35452,5.27426,1.38745,3.39024118e-02,1.61607309e-03
71.2475,-0.96349683,-0.07257919,-0.25746010,-0.01097316,9.63752,29.63884,3.86046,-0.35598,5.27396,1.38828,3.39024118e-02,1.61607309e-03
71.3276,-0.96254870,-0.07254790,-0.26093485,-0.01223937,9.71252,30.03634,4.06859,-0.35745,5.27365,1.38912,3.39024118e-02,1.61607309e-03
71.4076,-0.96158666,-0.07251472,-0.26440554,-0.01350621,9.78942,30.43356,4.27824,-0.35892,5.27335,1.38996,3.39024118e-02,1.61607309e-03
71.4877,-0.96061073,-0.07247965,-0.26787210,-0.01477368,9.86824,30.83050,4.48944,-0.36039,5.27304,1.39080,3.39024118e-02,1.61607309e-03
71.5677,-0.95962092,-0.07244271,-0.27133450,-0.01604176,9.94902,31.22715,4.70224,-0.36186,5.27273,1.39164,3.39024118e-02,1.61607309e-03
71.6478,-0.95861724,-0.07240388,-0.27479267,-0.01731043,10.03179,31.62351,4.91666,-0.36333,5.27242,1.39249,3.39024118e-02,1.61607309e-03
71.7278,-0.95759971,-0.07236319,-0.27824657,-0.01857969,10.11659,32.01956,5.13276,-0.36480,5.27211,1.39335,3.39024118e-02,1.61607309e-03
71.8079,-0.95656835,-0.07232062,-0.28169614,-0.01984952,10.20345,32.41530,5.35057,-0.36628,5.27179,1.39420,3.39024118e-02,1.61607309e-03
71.8879,-0.95552317,-0.07227619,-0.28514133,-0.02111991,10.29241,32.81071,5.57013,-0.36775,5.27148,1.39506,3.39024118e-02,1.61607309e-03
71.9680,-0.95446418,-0.07222989,-0.28858209,-0.02239084,10.38349,33.20580,5.79149,-0.36922,5.27116,1.39593,3.39024118e-02,1.61607309e-03
