id,category,row_class,active_in_current_pair_universe,path,hash_algorithm,hash,bytes,units,frame,state_selector,closed,operational_authority,representation_debit,readiness,blocker
R::RC-CHN-E210-LINK-01,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_01_tris.npy,SHA256,A2EEB943CFB3A9FFE5CC2B54B608D51934BCF1E6A6FDE5A863F262950062C638,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-E210-LINK-02,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_02_tris.npy,SHA256,14A066BF0102F0206D1ABF6C10E488B411196056A8FFC1BF97EC0F5C35CB3EED,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-E210-LINK-03,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_03_tris.npy,SHA256,94E402A0FD8FB225F5863C5B847B900ABE744B7B763A127CFEC487D34F462354,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-E210-LINK-04,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_04_tris.npy,SHA256,43FA4525657CDE0084731B0FEB1F9D234E3E61AAB1A695BA234083911F4D0F6C,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-E210-LINK-05,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_05_tris.npy,SHA256,7F0F1BDC42F922F70758BA60B83FD654AC96769DDCD9A6C5F42C70FA16BB3A47,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L2-BASE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L2_BASE_tris.npy,SHA256,71266DC242A16F8DE5BD905AF71CFD4F83587E38BAEDE33D30A4822E42CC5B24,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L2-LINER,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L2_LINER_tris.npy,SHA256,3B79E94BBD6DD399213768B6CD351D975845EBFFB507F1BB0DC3B44721ABAA34,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L2-WALL-A,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L2_WALL_A_tris.npy,SHA256,61F0E7C97A81DE9397AB2E76A0AECA0704094848E4FEC1B7C28B8A5974CAC696,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L2-WALL-B,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L2_WALL_B_tris.npy,SHA256,CDD09D0499AFF370EF563A2872E039EC38DA0B48BDED07CA73B80A9BDFD54269,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L3-BASE,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_BASE_tris.npy,SHA256,22E8D3F0C3FD9817C7F5A58E176DC9E70C4E5603C4EEE7DFCB0A4077EB0108F8,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L3-LINER,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_LINER_tris.npy,SHA256,879A98DEB33E79021D59CF9F9AE16F2E65F71F1CDDD211DBAE413D76D330E718,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L3-WALL-A,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_WALL_A_tris.npy,SHA256,0B9DD219DB66F98495191A20C464FB4A0CEE82AA27471C9261C67AC02D90CB9C,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CHN-L3-WALL-B,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_WALL_B_tris.npy,SHA256,AE3A69B51125E83ECA526FA42D3946C8C0061B5B15F4D0DD22291CD4D6CCC5CB,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-BUS-HN01,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_BUS_HN01_tris.npy,SHA256,8CD2770B0A499A3EC7C92B70F3208184CC435B5FD6C9E15E3B83A4BAFB1A3DF5,43328,mm,bus,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-BUS-HN02,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_BUS_HN02_tris.npy,SHA256,723B9ECB64302A82748B5F5D58DCAA0077CA5B7A55591B341046F90D13B1A3A1,43040,mm,bus,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-BUS-HN03,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_BUS_HN03_tris.npy,SHA256,67432C4977416C2667829B3FB30DBA4DB055470453D289D5583057F133E3077D,44768,mm,base_link,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-BUS-RISER,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_BUS_RISER_tris.npy,SHA256,D7F6FFE711620E1B3EDACA23DC3EF8D9653AE8733C48BB2CAE7B6092B7C6436C,40736,mm,base_link,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J1-MOV,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J1_MOV_tris.npy,SHA256,3644FCD0473D129EC5FE30F4BD605BEEE00F200D58E820782D18E704DD50F539,40736,mm,link1,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J1-RELIEF-A1,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J1_RELIEF_A1_tris.npy,SHA256,F9A0CAD034533684EAFB1778C9574EA5BDDBF092E0DA603816324305D5A8C110,42176,mm,base_link,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J1-RELIEF-A2,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J1_RELIEF_A2_tris.npy,SHA256,A372B7A8A7622B85C38C5017FD8D54782415016EC40B28EAF3800EB607E0D313,45488,mm,base_link,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J1-RELIEF-B1,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J1_RELIEF_B1_tris.npy,SHA256,FD2711116147B721B17588628B3D56D7FA59F6A55C3164A5007B8B6781C19B82,45632,mm,base_link,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J2-FIX,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J2_FIX_tris.npy,SHA256,3092CDB5EAAD632A2D0ACC94DB0ADB3B056657BAF8EC739B1A0D4E58EE24AB09,44336,mm,link1,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J2-MOV,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J2_MOV_tris.npy,SHA256,2E512F01362B474612712BDEE80A5A61F961F6B6C5231796948A3069F6C6DFC1,42032,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J3-HOST-BOUNDARY,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J3_HOST_BOUNDARY_tris.npy,SHA256,163624958274E24B96AD86FB22935099AFF11FF6A523372EDE121B0C56F34E52,46208,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J3-MOV,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J3_MOV_tris.npy,SHA256,903189E6511EF4E7F745BBACF0BF1C802D5000B7FCC462EF610F1D8B0A414EEB,42032,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J4-ANN-ENTRY,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J4_ANN_ENTRY_tris.npy,SHA256,E2BA3CE206D4004A0A89DEFED86F825E676CC0794E832DAC9063D78BD5D9D571,45632,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J4-B,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J4_B_tris.npy,SHA256,F1B274741FA3B626B285A15587B55CA475A3D15BF0D1555DB8E5EC514E2BCE13,45632,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J4-FIX,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J4_FIX_tris.npy,SHA256,CC63628ED372CCF85CA8AEFD08C64FE76899F79E748657D6FB3715CD0431D92C,43040,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-CLP-J4-FOLLOWER,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CLP_J4_FOLLOWER_tris.npy,SHA256,5D4BD557120CB0CF94848DBE7BB772B306E3BAEF50799A397D0E64E88BFC9B02,41024,mm,link4,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
