sample_index,t_s,target_x_m,target_y_m,target_z_m,target_q_x,target_q_y,target_q_z,target_q_w,target_wx_rad_s,target_wy_rad_s,target_wz_rad_s,analytic_phase_deg,quaternion_norm_error,analytic_quaternion_error,collision_detected_backend_field,collision_safety_interpretation,action,released_for_mission_gate
502,25.10000000000022,1.0,0.0,0.0,0.0,0.0,0.10930060337615112,0.9940087414613664,0.0,0.0,0.008726646259971648,12.55000000000011,0.0,8.08254562088053e-16,false,PROHIBITED,ABORT,false
503,25.150000000000222,1.0,0.0,0.0,0.0,0.0,0.10951745983992062,0.9939848721133595,0.0,0.0,0.008726646259971648,12.575000000000111,0.0,8.216072331155113e-16,false,PROHIBITED,ABORT,false
504,25.200000000000223,1.0,0.0,0.0,0.0,0.0,0.10973431109104544,0.9939609554551797,0.0,0.0,0.008726646259971648,12.600000000000112,0.0,7.987869494273747e-16,false,PROHIBITED,ABORT,false
505,25.250000000000224,1.0,0.0,0.0,0.0,0.0,0.10995115711920424,0.9939369914879655,0.0,0.0,0.008726646259971648,12.625000000000112,0.0,7.987869494273747e-16,false,PROHIBITED,ABORT,false
506,25.300000000000225,1.0,0.0,0.0,0.0,0.0,0.1101679979140759,0.9939129802128576,0.0,0.0,0.008726646259971648,12.650000000000114,0.0,8.262821341922353e-16,false,PROHIBITED,ABORT,false
507,25.350000000000225,1.0,0.0,0.0,0.0,0.0,0.11038483346533957,0.9938889216309986,0.0,0.0,0.008726646259971648,12.675000000000113,0.0,8.262821341922353e-16,false,PROHIBITED,ABORT,false
508,25.400000000000226,1.0,0.0,0.0,0.0,0.0,0.11060166376267465,0.9938648157435338,0.0,0.0,0.008726646259971648,12.700000000000113,0.0,8.400361489980555e-16,false,PROHIBITED,ABORT,false
509,25.450000000000227,1.0,0.0,0.0,0.0,0.0,0.11081848879576077,0.9938406625516104,0.0,0.0,0.008726646259971648,12.725000000000113,0.0,8.400361489980555e-16,false,PROHIBITED,ABORT,false
510,25.500000000000227,1.0,0.0,0.0,0.0,0.0,0.11103530855427783,0.9938164620563782,0.0,0.0,0.008726646259971648,12.750000000000114,0.0,8.617648093045562e-16,false,PROHIBITED,ABORT,false
511,25.550000000000228,1.0,0.0,0.0,0.0,0.0,0.11125212302790598,0.9937922142589888,0.0,0.0,0.008726646259971648,12.775000000000116,0.0,8.886119947416683e-16,false,PROHIBITED,ABORT,false
512,25.60000000000023,1.0,0.0,0.0,0.0,0.0,0.1114689322063256,0.9937679191605965,0.0,0.0,0.008726646259971648,12.800000000000114,0.0,8.886119947416683e-16,false,PROHIBITED,ABORT,false
513,25.65000000000023,1.0,0.0,0.0,0.0,0.0,0.11168573607921736,0.9937435767623576,0.0,0.0,0.008726646259971648,12.825000000000115,0.0,8.886119947416683e-16,false,PROHIBITED,ABORT,false
514,25.70000000000023,1.0,0.0,0.0,0.0,0.0,0.11190253463626214,0.9937191870654306,0.0,0.0,0.008726646259971648,12.850000000000115,0.0,8.813214774254467e-16,false,PROHIBITED,ABORT,false
515,25.75000000000023,1.0,0.0,0.0,0.0,0.0,0.11211932786714113,0.9936947500709766,0.0,0.0,0.008726646259971648,12.875000000000115,0.0,8.886119947416683e-16,false,PROHIBITED,ABORT,false
516,25.80000000000023,1.0,0.0,0.0,0.0,0.0,0.11233611576153568,0.9936702657801586,0.0,0.0,0.008726646259971648,12.900000000000118,0.0,9.020562075079397e-16,false,PROHIBITED,ABORT,false
517,25.850000000000232,1.0,0.0,0.0,0.0,0.0,0.11255289830912749,0.9936457341941419,0.0,0.0,0.008726646259971648,12.925000000000116,0.0,9.020562075079397e-16,false,PROHIBITED,ABORT,false
518,25.900000000000233,1.0,0.0,0.0,0.0,0.0,0.11276967549959846,0.9936211553140943,0.0,0.0,0.008726646259971648,12.950000000000117,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
519,25.950000000000234,1.0,0.0,0.0,0.0,0.0,0.11298644732263077,0.9935965291411855,0.0,0.0,0.008726646259971648,12.975000000000117,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
520,26.000000000000234,1.0,0.0,0.0,0.0,0.0,0.11320321376790685,0.9935718556765876,0.0,0.0,0.008726646259971648,13.000000000000117,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
521,26.050000000000235,1.0,0.0,0.0,0.0,0.0,0.11341997482510938,0.9935471349214751,0.0,0.0,0.008726646259971648,13.02500000000012,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
522,26.100000000000236,1.0,0.0,0.0,0.0,0.0,0.11363673048392128,0.9935223668770246,0.0,0.0,0.008726646259971648,13.050000000000118,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
523,26.150000000000237,1.0,0.0,0.0,0.0,0.0,0.11385348073402576,0.9934975515444148,0.0,0.0,0.008726646259971648,13.075000000000118,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
524,26.200000000000237,1.0,0.0,0.0,0.0,0.0,0.11407022556510628,0.993472688924827,0.0,0.0,0.008726646259971648,13.100000000000119,0.0,9.155133597044475e-16,false,PROHIBITED,ABORT,false
525,26.250000000000238,1.0,0.0,0.0,0.0,0.0,0.11428696496684651,0.9934477790194444,0.0,0.0,0.008726646259971648,13.125000000000119,0.0,9.226380847435024e-16,false,PROHIBITED,ABORT,false
526,26.30000000000024,1.0,0.0,0.0,0.0,0.0,0.11450369892893049,0.9934228218294529,0.0,0.0,0.008726646259971648,13.150000000000121,0.0,9.226380847435024e-16,false,PROHIBITED,ABORT,false
527,26.35000000000024,1.0,0.0,0.0,0.0,0.0,0.1147204274410424,0.9933978173560402,0.0,0.0,0.008726646259971648,13.17500000000012,0.0,9.226380847435024e-16,false,PROHIBITED,ABORT,false
528,26.40000000000024,1.0,0.0,0.0,0.0,0.0,0.11493715049286672,0.9933727656003964,0.0,0.0,0.008726646259971648,13.20000000000012,0.0,9.364165225365838e-16,false,PROHIBITED,ABORT,false
529,26.45000000000024,1.0,0.0,0.0,0.0,0.0,0.11515386807408823,0.993347666563714,0.0,0.0,0.008726646259971648,13.22500000000012,0.0,9.364165225365838e-16,false,PROHIBITED,ABORT,false
530,26.50000000000024,1.0,0.0,0.0,0.0,0.0,0.11537058017439192,0.9933225202471875,0.0,0.0,0.008726646259971648,13.25000000000012,0.0,9.364165225365838e-16,false,PROHIBITED,ABORT,false
531,26.550000000000242,1.0,0.0,0.0,0.0,0.0,0.11558728678346307,0.9932973266520139,0.0,0.0,0.008726646259971648,13.275000000000123,0.0,9.50197851991224e-16,false,PROHIBITED,ABORT,false
532,26.600000000000243,1.0,0.0,0.0,0.0,0.0,0.1158039878909872,0.9932720857793922,0.0,0.0,0.008726646259971648,13.300000000000122,0.0,9.694605782913356e-16,false,PROHIBITED,ABORT,false
533,26.650000000000244,1.0,0.0,0.0,0.0,0.0,0.1160206834866501,0.9932467976305238,0.0,0.0,0.008726646259971648,13.325000000000122,0.0,9.694605782913356e-16,false,PROHIBITED,ABORT,false
534,26.700000000000244,1.0,0.0,0.0,0.0,0.0,0.11623737356013783,0.9932214622066124,0.0,0.0,0.008726646259971648,13.350000000000122,0.0,9.559569857539321e-16,false,PROHIBITED,ABORT,false
535,26.750000000000245,1.0,0.0,0.0,0.0,0.0,0.11645405810113667,0.9931960795088637,0.0,0.0,0.008726646259971648,13.375000000000123,0.0,9.639819490876587e-16,false,PROHIBITED,ABORT,false
536,26.800000000000246,1.0,0.0,0.0,0.0,0.0,0.11667073709933327,0.9931706495384861,0.0,0.0,0.008726646259971648,13.400000000000125,0.0,9.829745943304315e-16,false,PROHIBITED,ABORT,false
537,26.850000000000247,1.0,0.0,0.0,0.0,0.0,0.11688741054441443,0.9931451722966899,0.0,0.0,0.008726646259971648,13.425000000000123,0.0,9.964986097963502e-16,false,PROHIBITED,ABORT,false
538,26.900000000000247,1.0,0.0,0.0,0.0,0.0,0.11710407842606727,0.9931196477846875,0.0,0.0,0.008726646259971648,13.450000000000124,0.0,1.0269562977782698e-15,false,PROHIBITED,ABORT,false
539,26.950000000000248,1.0,0.0,0.0,0.0,0.0,0.11732074073397913,0.9930940760036938,0.0,0.0,0.008726646259971648,13.475000000000124,1.1102230246251565e-16,1.0053497077208614e-15,false,PROHIBITED,ABORT,false
540,27.00000000000025,1.0,0.0,0.0,0.0,0.0,0.11753739745783773,0.9930684569549263,0.0,0.0,0.008726646259971648,13.500000000000124,0.0,9.915579844919225e-16,false,PROHIBITED,ABORT,false
541,27.05000000000025,1.0,0.0,0.0,0.0,0.0,0.11775404858733089,0.9930427906396041,0.0,0.0,0.008726646259971648,13.525000000000126,0.0,1.0191437675853375e-15,false,PROHIBITED,ABORT,false
542,27.10000000000025,1.0,0.0,0.0,0.0,0.0,0.11797069411214683,0.9930170770589489,0.0,0.0,0.008726646259971648,13.550000000000125,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
543,27.15000000000025,1.0,0.0,0.0,0.0,0.0,0.11818733402197397,0.9929913162141846,0.0,0.0,0.008726646259971648,13.575000000000125,0.0,1.0664246959634153e-15,false,PROHIBITED,ABORT,false
544,27.20000000000025,1.0,0.0,0.0,0.0,0.0,0.11840396830650099,0.9929655081065369,0.0,0.0,0.008726646259971648,13.600000000000126,0.0,1.046738527695383e-15,false,PROHIBITED,ABORT,false
545,27.250000000000252,1.0,0.0,0.0,0.0,0.0,0.11862059695541693,0.992939652737235,0.0,0.0,0.008726646259971648,13.625000000000126,0.0,1.0506869391606444e-15,false,PROHIBITED,ABORT,false
546,27.300000000000253,1.0,0.0,0.0,0.0,0.0,0.11883721995841098,0.9929137501075088,0.0,0.0,0.008726646259971648,13.650000000000128,0.0,1.0506869391606444e-15,false,PROHIBITED,ABORT,false
547,27.350000000000254,1.0,0.0,0.0,0.0,0.0,0.11905383730517266,0.9928878002185915,0.0,0.0,0.008726646259971648,13.675000000000127,0.0,1.0506869391606444e-15,false,PROHIBITED,ABORT,false
548,27.400000000000254,1.0,0.0,0.0,0.0,0.0,0.11927044898539174,0.9928618030717181,0.0,0.0,0.008726646259971648,13.700000000000127,0.0,1.0506869391606444e-15,false,PROHIBITED,ABORT,false
549,27.450000000000255,1.0,0.0,0.0,0.0,0.0,0.11948705498875829,0.9928357586681261,0.0,0.0,0.008726646259971648,13.725000000000128,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
550,27.500000000000256,1.0,0.0,0.0,0.0,0.0,0.11970365530496262,0.992809667009055,0.0,0.0,0.008726646259971648,13.750000000000128,0.0,1.0191437675853375e-15,false,PROHIBITED,ABORT,false
551,27.550000000000257,1.0,0.0,0.0,0.0,0.0,0.11992024992369531,0.9927835280957469,0.0,0.0,0.008726646259971648,13.77500000000013,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
552,27.600000000000257,1.0,0.0,0.0,0.0,0.0,0.12013683883464721,0.9927573419294456,0.0,0.0,0.008726646259971648,13.800000000000129,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
553,27.650000000000258,1.0,0.0,0.0,0.0,0.0,0.12035342202750947,0.9927311085113977,0.0,0.0,0.008726646259971648,13.825000000000129,0.0,1.0235750533041806e-15,false,PROHIBITED,ABORT,false
554,27.70000000000026,1.0,0.0,0.0,0.0,0.0,0.12056999949197346,0.9927048278428515,0.0,0.0,0.008726646259971648,13.85000000000013,0.0,1.0329400704738531e-15,false,PROHIBITED,ABORT,false
555,27.75000000000026,1.0,0.0,0.0,0.0,0.0,0.12078657121773093,0.9926784999250584,0.0,0.0,0.008726646259971648,13.87500000000013,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
556,27.80000000000026,1.0,0.0,0.0,0.0,0.0,0.12100313719447377,0.9926521247592711,0.0,0.0,0.008726646259971648,13.90000000000013,0.0,1.0506869391606444e-15,false,PROHIBITED,ABORT,false
557,27.85000000000026,1.0,0.0,0.0,0.0,0.0,0.12121969741189423,0.9926257023467451,0.0,0.0,0.008726646259971648,13.92500000000013,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
558,27.90000000000026,1.0,0.0,0.0,0.0,0.0,0.12143625185968479,0.992599232688738,0.0,0.0,0.008726646259971648,13.95000000000013,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
559,27.950000000000262,1.0,0.0,0.0,0.0,0.0,0.12165280052753823,0.9925727157865096,0.0,0.0,0.008726646259971648,13.975000000000131,0.0,1.0371267395744221e-15,false,PROHIBITED,ABORT,false
560,28.000000000000263,1.0,0.0,0.0,0.0,0.0,0.12186934340514757,0.992546151641322,0.0,0.0,0.008726646259971648,14.000000000000131,0.0,1.046738527695383e-15,false,PROHIBITED,ABORT,false
561,28.050000000000264,1.0,0.0,0.0,0.0,0.0,0.1220858804822062,0.9925195402544398,0.0,0.0,0.008726646259971648,14.025000000000132,0.0,1.046738527695383e-15,false,PROHIBITED,ABORT,false
562,28.100000000000264,1.0,0.0,0.0,0.0,0.0,0.12230241174840767,0.9924928816271293,0.0,0.0,0.008726646259971648,14.050000000000132,0.0,1.046738527695383e-15,false,PROHIBITED,ABORT,false
563,28.150000000000265,1.0,0.0,0.0,0.0,0.0,0.12251893719344586,0.9924661757606597,0.0,0.0,0.008726646259971648,14.075000000000133,0.0,1.0642553266458823e-15,false,PROHIBITED,ABORT,false
564,28.200000000000266,1.0,0.0,0.0,0.0,0.0,0.12273545680701495,0.9924394226563017,0.0,0.0,0.008726646259971648,14.100000000000133,0.0,1.046738527695383e-15,false,PROHIBITED,ABORT,false
565,28.250000000000266,1.0,0.0,0.0,0.0,0.0,0.12295197057880933,0.9924126223153289,0.0,0.0,0.008726646259971648,14.125000000000133,0.0,1.046738527695383e-15,false,PROHIBITED,ABORT,false
566,28.300000000000267,1.0,0.0,0.0,0.0,0.0,0.12316847849852372,0.9923857747390169,0.0,0.0,0.008726646259971648,14.150000000000134,0.0,1.0914154436343227e-15,false,PROHIBITED,ABORT,false
567,28.350000000000268,1.0,0.0,0.0,0.0,0.0,0.12338498055585313,0.9923588799286435,0.0,0.0,0.008726646259971648,14.175000000000134,0.0,1.0778315928076987e-15,false,PROHIBITED,ABORT,false
568,28.40000000000027,1.0,0.0,0.0,0.0,0.0,0.12360147674049281,0.9923319378854888,0.0,0.0,0.008726646259971648,14.200000000000134,0.0,1.0778315928076987e-15,false,PROHIBITED,ABORT,false
569,28.45000000000027,1.0,0.0,0.0,0.0,0.0,0.12381796704213831,0.9923049486108352,0.0,0.0,0.008726646259971648,14.225000000000135,0.0,1.1060518526157679e-15,false,PROHIBITED,ABORT,false
570,28.50000000000027,1.0,0.0,0.0,0.0,0.0,0.12403445145048542,0.9922779121059669,0.0,0.0,0.008726646259971648,14.250000000000135,1.1102230246251565e-16,1.0881460057406233e-15,false,PROHIBITED,ABORT,false
571,28.55000000000027,1.0,0.0,0.0,0.0,0.0,0.12425092995523031,0.9922508283721715,0.0,0.0,0.008726646259971648,14.275000000000135,0.0,1.1050065994108394e-15,false,PROHIBITED,ABORT,false
572,28.60000000000027,1.0,0.0,0.0,0.0,0.0,0.12446740254606932,0.9922236974107375,0.0,0.0,0.008726646259971648,14.300000000000136,0.0,1.0881460057406233e-15,false,PROHIBITED,ABORT,false
573,28.650000000000272,1.0,0.0,0.0,0.0,0.0,0.12468386921269915,0.9921965192229565,0.0,0.0,0.008726646259971648,14.325000000000136,0.0,1.0914154436343227e-15,false,PROHIBITED,ABORT,false
574,28.700000000000273,1.0,0.0,0.0,0.0,0.0,0.12490032994481673,0.992169293810122,0.0,0.0,0.008726646259971648,14.350000000000138,0.0,1.1050065994108394e-15,false,PROHIBITED,ABORT,false
575,28.750000000000274,1.0,0.0,0.0,0.0,0.0,0.1251167847321193,0.9921420211735298,0.0,0.0,0.008726646259971648,14.375000000000137,0.0,1.1325499295668598e-15,false,PROHIBITED,ABORT,false
576,28.800000000000274,1.0,0.0,0.0,0.0,0.0,0.1253332335643043,0.9921147013144778,0.0,0.0,0.008726646259971648,14.400000000000137,1.1102230246251565e-16,1.1157603309187458e-15,false,PROHIBITED,ABORT,false
577,28.850000000000275,1.0,0.0,0.0,0.0,0.0,0.12554967643106968,0.9920873342342668,0.0,0.0,0.008726646259971648,14.425000000000136,0.0,1.1157603309187458e-15,false,PROHIBITED,ABORT,false
578,28.900000000000276,1.0,0.0,0.0,0.0,0.0,0.1257661133221134,0.992059919934199,0.0,0.0,0.008726646259971648,14.450000000000138,0.0,1.1433814963738287e-15,false,PROHIBITED,ABORT,false
579,28.950000000000276,1.0,0.0,0.0,0.0,0.0,0.12598254422713395,0.9920324584155794,0.0,0.0,0.008726646259971648,14.47500000000014,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
580,29.000000000000277,1.0,0.0,0.0,0.0,0.0,0.12619896913582984,0.992004949679715,0.0,0.0,0.008726646259971648,14.500000000000139,0.0,1.1157603309187458e-15,false,PROHIBITED,ABORT,false
581,29.050000000000278,1.0,0.0,0.0,0.0,0.0,0.1264153880379001,0.9919773937279152,0.0,0.0,0.008726646259971648,14.525000000000139,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
582,29.10000000000028,1.0,0.0,0.0,0.0,0.0,0.12663180092304388,0.9919497905614914,0.0,0.0,0.008726646259971648,14.550000000000137,0.0,1.1433814963738287e-15,false,PROHIBITED,ABORT,false
583,29.15000000000028,1.0,0.0,0.0,0.0,0.0,0.12684820778096076,0.9919221401817575,0.0,0.0,0.008726646259971648,14.57500000000014,0.0,1.1710090180710446e-15,false,PROHIBITED,ABORT,false
584,29.20000000000028,1.0,0.0,0.0,0.0,0.0,0.12706460860135055,0.9918944425900297,0.0,0.0,0.008726646259971648,14.600000000000142,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
585,29.25000000000028,1.0,0.0,0.0,0.0,0.0,0.1272810033739133,0.991866697787626,0.0,0.0,0.008726646259971648,14.62500000000014,0.0,1.1157603309187458e-15,false,PROHIBITED,ABORT,false
586,29.30000000000028,1.0,0.0,0.0,0.0,0.0,0.12749739208834934,0.9918389057758673,0.0,0.0,0.008726646259971648,14.65000000000014,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
587,29.350000000000282,1.0,0.0,0.0,0.0,0.0,0.1277137747343594,0.9918110665560762,0.0,0.0,0.008726646259971648,14.67500000000014,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
588,29.400000000000283,1.0,0.0,0.0,0.0,0.0,0.1279301513016444,0.9917831801295778,0.0,0.0,0.008726646259971648,14.700000000000141,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
589,29.450000000000284,1.0,0.0,0.0,0.0,0.0,0.12814652177990554,0.9917552464976993,0.0,0.0,0.008726646259971648,14.725000000000144,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
590,29.500000000000284,1.0,0.0,0.0,0.0,0.0,0.12836288615884442,0.9917272656617704,0.0,0.0,0.008726646259971648,14.750000000000142,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
591,29.550000000000285,1.0,0.0,0.0,0.0,0.0,0.1285792444281628,0.9916992376231226,0.0,0.0,0.008726646259971648,14.775000000000142,1.1102230246251565e-16,1.1986424564952127e-15,false,PROHIBITED,ABORT,false
592,29.600000000000286,1.0,0.0,0.0,0.0,0.0,0.12879559657756284,0.9916711623830904,0.0,0.0,0.008726646259971648,14.800000000000141,0.0,1.1710090180710446e-15,false,PROHIBITED,ABORT,false
593,29.650000000000286,1.0,0.0,0.0,0.0,0.0,0.12901194259674695,0.9916430399430098,0.0,0.0,0.008726646259971648,14.825000000000143,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
594,29.700000000000287,1.0,0.0,0.0,0.0,0.0,0.12922828247541776,0.9916148703042194,0.0,0.0,0.008726646259971648,14.850000000000145,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
595,29.750000000000288,1.0,0.0,0.0,0.0,0.0,0.12944461620327827,0.9915866534680597,0.0,0.0,0.008726646259971648,14.875000000000144,0.0,1.1710090180710446e-15,false,PROHIBITED,ABORT,false
596,29.80000000000029,1.0,0.0,0.0,0.0,0.0,0.1296609437700318,0.9915583894358742,0.0,0.0,0.008726646259971648,14.900000000000144,0.0,1.1986424564952127e-15,false,PROHIBITED,ABORT,false
597,29.85000000000029,1.0,0.0,0.0,0.0,0.0,0.1298772651653819,0.9915300782090078,0.0,0.0,0.008726646259971648,14.925000000000143,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
598,29.90000000000029,1.0,0.0,0.0,0.0,0.0,0.1300935803790324,0.9915017197888082,0.0,0.0,0.008726646259971648,14.950000000000145,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
599,29.95000000000029,1.0,0.0,0.0,0.0,0.0,0.1303098894006875,0.9914733141766251,0.0,0.0,0.008726646259971648,14.975000000000147,0.0,1.2412670766236366e-15,false,PROHIBITED,ABORT,false
600,30.00000000000029,1.0,0.0,0.0,0.0,0.0,0.13052619222005166,0.9914448613738105,0.0,0.0,0.008726646259971648,15.000000000000146,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
601,30.050000000000292,1.0,0.0,0.0,0.0,0.0,0.1307424888268296,0.9914163613817186,0.0,0.0,0.008726646259971648,15.025000000000146,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
602,30.100000000000293,1.0,0.0,0.0,0.0,0.0,0.13095877921072638,0.9913878142017061,0.0,0.0,0.008726646259971648,15.050000000000145,0.0,1.2390929552158322e-15,false,PROHIBITED,ABORT,false
603,30.150000000000293,1.0,0.0,0.0,0.0,0.0,0.13117506336144732,0.9913592198351313,0.0,0.0,0.008726646259971648,15.075000000000147,1.1102230246251565e-16,1.2262814116578437e-15,false,PROHIBITED,ABORT,false
604,30.200000000000294,1.0,0.0,0.0,0.0,0.0,0.13139134126869811,0.9913305782833558,0.0,0.0,0.008726646259971648,15.100000000000149,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
605,30.250000000000295,1.0,0.0,0.0,0.0,0.0,0.13160761292218465,0.9913018895477425,0.0,0.0,0.008726646259971648,15.125000000000147,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
606,30.300000000000296,1.0,0.0,0.0,0.0,0.0,0.13182387831161316,0.9912731536296567,0.0,0.0,0.008726646259971648,15.150000000000148,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
607,30.350000000000296,1.0,0.0,0.0,0.0,0.0,0.13204013742669019,0.9912443705304665,0.0,0.0,0.008726646259971648,15.175000000000146,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
608,30.400000000000297,1.0,0.0,0.0,0.0,0.0,0.13225639025712255,0.9912155402515418,0.0,0.0,0.008726646259971648,15.200000000000149,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
609,30.450000000000298,1.0,0.0,0.0,0.0,0.0,0.1324726367926174,0.9911866627942546,0.0,0.0,0.008726646259971648,15.22500000000015,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
610,30.5000000000003,1.0,0.0,0.0,0.0,0.0,0.13268887702288212,0.9911577381599795,0.0,0.0,0.008726646259971648,15.25000000000015,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
611,30.5500000000003,1.0,0.0,0.0,0.0,0.0,0.13290511093762447,0.9911287663500933,0.0,0.0,0.008726646259971648,15.27500000000015,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
612,30.6000000000003,1.0,0.0,0.0,0.0,0.0,0.1331213385265525,0.9910997473659748,0.0,0.0,0.008726646259971648,15.300000000000148,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
613,30.6500000000003,1.0,0.0,0.0,0.0,0.0,0.13333755977937448,0.9910706812090053,0.0,0.0,0.008726646259971648,15.32500000000015,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
614,30.7000000000003,1.0,0.0,0.0,0.0,0.0,0.13355377468579907,0.9910415678805682,0.0,0.0,0.008726646259971648,15.350000000000152,0.0,1.2139693544093743e-15,false,PROHIBITED,ABORT,false
615,30.750000000000302,1.0,0.0,0.0,0.0,0.0,0.13376998323553524,0.9910124073820492,0.0,0.0,0.008726646259971648,15.375000000000151,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
616,30.800000000000303,1.0,0.0,0.0,0.0,0.0,0.13398618541829221,0.9909831997148363,0.0,0.0,0.008726646259971648,15.400000000000151,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
617,30.850000000000303,1.0,0.0,0.0,0.0,0.0,0.13420238122377948,0.9909539448803195,0.0,0.0,0.008726646259971648,15.42500000000015,0.0,1.1433814963738287e-15,false,PROHIBITED,ABORT,false
618,30.900000000000304,1.0,0.0,0.0,0.0,0.0,0.13441857064170692,0.9909246428798915,0.0,0.0,0.008726646259971648,15.450000000000152,0.0,1.1433814963738287e-15,false,PROHIBITED,ABORT,false
619,30.950000000000305,1.0,0.0,0.0,0.0,0.0,0.1346347536617847,0.9908952937149468,0.0,0.0,0.008726646259971648,15.475000000000154,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
620,31.000000000000306,1.0,0.0,0.0,0.0,0.0,0.13485093027372322,0.9908658973868822,0.0,0.0,0.008726646259971648,15.500000000000153,0.0,1.1157603309187458e-15,false,PROHIBITED,ABORT,false
621,31.050000000000306,1.0,0.0,0.0,0.0,0.0,0.13506710046723325,0.9908364538970972,0.0,0.0,0.008726646259971648,15.525000000000153,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
622,31.100000000000307,1.0,0.0,0.0,0.0,0.0,0.13528326423202586,0.9908069632469929,0.0,0.0,0.008726646259971648,15.550000000000152,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
623,31.150000000000308,1.0,0.0,0.0,0.0,0.0,0.13549942155781242,0.9907774254379731,0.0,0.0,0.008726646259971648,15.575000000000154,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
624,31.20000000000031,1.0,0.0,0.0,0.0,0.0,0.1357155724343046,0.9907478404714436,0.0,0.0,0.008726646259971648,15.600000000000156,0.0,1.1594391321592913e-15,false,PROHIBITED,ABORT,false
625,31.25000000000031,1.0,0.0,0.0,0.0,0.0,0.13593171685121438,0.9907182083488126,0.0,0.0,0.008726646259971648,15.625000000000155,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
626,31.30000000000031,1.0,0.0,0.0,0.0,0.0,0.1361478547982541,0.9906885290714906,0.0,0.0,0.008726646259971648,15.650000000000155,0.0,1.1322097734007351e-15,false,PROHIBITED,ABORT,false
627,31.35000000000031,1.0,0.0,0.0,0.0,0.0,0.1363639862651362,0.9906588026408899,0.0,0.0,0.008726646259971648,15.675000000000153,1.1102230246251565e-16,1.1433814963738287e-15,false,PROHIBITED,ABORT,false
628,31.40000000000031,1.0,0.0,0.0,0.0,0.0,0.13658011124157377,0.9906290290584258,0.0,0.0,0.008726646259971648,15.700000000000156,0.0,1.1433814963738287e-15,false,PROHIBITED,ABORT,false
629,31.450000000000312,1.0,0.0,0.0,0.0,0.0,0.13679622971727992,0.9905992083255151,0.0,0.0,0.008726646259971648,15.725000000000158,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
630,31.500000000000313,1.0,0.0,0.0,0.0,0.0,0.1370123416819682,0.9905693404435773,0.0,0.0,0.008726646259971648,15.750000000000156,0.0,1.1866928732135989e-15,false,PROHIBITED,ABORT,false
631,31.550000000000313,1.0,0.0,0.0,0.0,0.0,0.13722844712535245,0.9905394254140338,0.0,0.0,0.008726646259971648,15.775000000000157,0.0,1.1986424564952127e-15,false,PROHIBITED,ABORT,false
