object_id,category,motion_class,active_when,frame_registration_present,frame_relationship_bound,operational_asset_ready,registration_runtime_pose_bound,accepted_urdf_q_domain_available,design_candidate_bound_emitted,preexisting_system_certificate_observed,batch_system_certificate_emitted,batch_system_motion_authority_credit,system_certificate_eligible_in_this_batch,readiness,blockers,disposition
R::RC-GDE-J1-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J2-MANDREL,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J2-MANDREL-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J3-SADDLE,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J3-SADDLE-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-ANNULAR-FOLLOWER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-B-TO-ANNULUS,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-FIXED-APPROACH,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-FIXED-APPROACH-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-TROMBONE-U,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J4-TROMBONE-U-LINER,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J5-HIGH-BYPASS,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J5-HIGH-BYPASS-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J5-HIGH-RETURN,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J5-HIGH-RETURN-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J5-WRAP,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J5-WRAP-LINER,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J6-RING-0,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J6-RING-1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J6-RING-2,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GDE-J6-RING-3,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GSP-J5-HIGH-A6,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GSP-J5-HIGH-W2,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GSP-J5-HIGH-W3,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GSP-L4-HIGH-E1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-GSP-L4-HIGH-E2,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-PLT-BASE-CONN,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-PLT-BUS-CONN,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-PLT-WRIST-SPLIT,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-SR-WRIST,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-SR-WRIST-BOOT,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-A-STAGE-1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-A-STAGE-2,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-A-STAGE-3,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-A-STAGE-4,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-B-STAGE-1,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-B-STAGE-2,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-B-STAGE-3,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TEL-J4-B-STAGE-4,R,J4_TRAVEL_TRANSLATION,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TRK-J3-RAIL,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TRK-J3-STOP-A,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TRK-J3-STOP-B,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TRK-J4-STOP-NEG,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TRK-J4-STOP-POS,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
R::RC-TRK-J4-TROMBONE-RAIL,R,DIRECT_RIGID_FK_CANDIDATE,ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED,false,false,false,false,false,false,false,false,0,false,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,COLLISION_ASSET_FRAME_REGISTRATION_ABSENT;OPERATIONAL_COLLISION_ASSET_NOT_READY;OUTSIDE_B601_ACCEPTED_URDF_RIGID_KINEMATIC_BATCH_SCOPE,NO_CANDIDATE_BOUND_EMITTED__BLOCKED_OR_OUT_OF_SCOPE
