document,object_name,object_type,label,source_path,shape_file
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE127,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE127,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE127.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE128,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE128,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE128.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE129,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE129,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE129.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE130,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE130,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE130.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE131,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE131,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE131.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE132,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE132,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE132.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE133,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE133,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE133.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE134,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE134,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE134.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE135,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE135,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE135.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE136,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE136,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE136.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE137,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE137,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE137.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE138,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE138,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE138.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE139,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE139,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE139.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE140,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE140,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE140.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE141,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE141,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE141.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE142,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE142,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE142.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE143,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE143,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE143.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE144,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE144,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE144.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE145,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE145,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE145.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE146,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE146,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE146.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE147,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE147,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE147.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE148,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE148,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE148.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE149,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE149,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE149.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE150,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE150,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE150.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE151,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE151,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE151.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE152,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE152,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE152.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE153,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE153,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE153.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE154,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE154,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE154.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE155,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE155,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE155.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE156,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE156,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE156.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE157,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE157,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE157.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE158,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE158,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE158.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE159,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE159,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE159.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE160,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE160,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE160.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE161,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE161,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE161.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE162,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE162,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE162.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE163,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE163,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE163.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE164,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE164,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE164.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE165,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE165,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE165.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE166,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE166,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE166.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE167,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE167,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE167.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE168,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE168,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE168.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE169,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE169,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE169.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE170,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE170,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE170.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE171,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE171,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE171.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE172,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE172,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE172.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE173,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE173,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE173.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE174,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE174,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE174.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE175,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE175,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE175.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE176,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE176,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE176.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE177,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE177,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE177.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE178,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE178,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE178.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE179,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE179,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE179.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE180,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE180,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE180.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE181,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE181,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE181.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE182,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE182,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE182.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE183,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE183,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE183.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE184,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE184,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE184.Shape.brp
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F3R2_V5R_FREECAD_OPERATIONAL_CLOSURE_20260820\03_fcstd\FC02B_FULL_SYSTEM_REPAIRED.FCStd,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE185,Part::Feature,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE185,,F3R2_SPACE_EMBODIED_ROBOT_OPERATIONAL_BASELINE185.Shape.brp
