t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,Hbm_qdot_lin_kgmps,Hbm_qdot_ang_kgm2ps
8.2000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.2200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.2400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.2600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.2800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.3000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.3200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.3400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.3600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.3800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.4000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.4200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.4400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.4600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.4800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.5000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.5200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.5400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.5600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.5800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.6000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.6200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.6400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.6600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.6800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.7000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.7200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.7400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.7600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.7800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.8000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.8200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.8400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.8600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.8800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.9000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.9200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.9400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.9600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
8.9800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.0000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.0200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.0400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.0600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.0800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.1000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.1200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.1400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.1600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.1800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.2000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.2200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.2400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.2600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.2800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.3000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.3200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.3400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.3600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.3800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.4000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.4200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.4400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.4600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.4800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.5000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.5200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.5400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.5600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.5800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.6000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.6200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.6400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.6600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.6800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.7000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.7200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.7400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.7600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.7800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.8000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.8200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.8400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.8600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.8800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.9000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.9200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.9400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.9600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
9.9800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.0000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.0200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.0400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.0600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.0800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.1000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.1200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.1400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.1600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.1800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.2000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.2200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.2400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.2600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.2800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.3000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.3200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.3400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.3600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.3800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.4000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.4200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.4400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.4600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.4800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.5000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.5200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.5400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.5600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.5800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.6000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.6200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.6400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.6600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.6800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.7000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.7200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.7400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.7600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.7800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.8000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.8200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.8400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.8600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.8800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.9000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.9200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.9400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.9600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
10.9800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.0000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.0200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.0400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.0600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.0800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.1000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.1200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.1400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.1600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.1800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.2000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.2200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.2400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.2600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.2800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.3000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.3200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.3400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.3600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.3800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.4000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.4200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.4400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.4600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.4800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.5000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.5200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.5400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.5600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.5800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.6000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.6200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.6400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.6600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.6800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.7000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.7200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.7400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.7600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.7800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.8000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.8200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.8400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.8600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.8800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.9000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.9200,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.9400,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.9600,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
11.9800,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
12.0000,60.00000,-40.00000,0.027908,19.199832,0.001089,19.199852,0.0048207,0.0000088,0.0010679,0.0000000,0.0000000
