pair_index,object_a,category_a,object_b,category_b,pair_class,policy,status,reason
5910,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TEL-J4-B-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5911,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TRK-J3-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5912,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TRK-J3-STOP-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5913,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TRK-J3-STOP-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5914,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TRK-J4-STOP-NEG,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5915,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TRK-J4-STOP-POS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5916,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R::RC-TRK-J4-TROMBONE-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5917,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,S::LEFT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5918,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,S::LEFT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5919,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,S::LEFT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5920,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,S::RIGHT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5921,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,S::RIGHT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5922,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,S::RIGHT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5923,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-BUS-FT-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5924,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-BUS-FT-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5925,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-BUS-FT-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5926,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-BUS-FT-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5927,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-E210-LINK-00,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5928,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-E210-LINK-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5929,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-E210-LINK-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5930,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-E210-LINK-03,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5931,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-E210-LINK-04,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5932,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-E210-LINK-05,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5933,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L2-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5934,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L2-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5935,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L2-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5936,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L2-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5937,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L3-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5938,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L3-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5939,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L3-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5940,R::RC-CAR-J4-TROMBONE,R,R::RC-CHN-L3-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5941,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-BUS-HN01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5942,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-BUS-HN02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5943,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-BUS-HN03,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5944,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-BUS-RISER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5945,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J1-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5946,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J1-RELIEF-A1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5947,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J1-RELIEF-A2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5948,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J1-RELIEF-B1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5949,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J2-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5950,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J2-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5951,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J3-HOST-BOUNDARY,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5952,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J3-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5953,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J4-ANN-ENTRY,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5954,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J4-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5955,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J4-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5956,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J4-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5957,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J5-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5958,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J5-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5959,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J6-FIX,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5960,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-J6-MOV,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5961,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-L1-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5962,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-L2-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5963,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-L2-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5964,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-L3-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5965,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-L3-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5966,R::RC-CAR-J4-TROMBONE,R,R::RC-CLP-L4-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5967,R::RC-CAR-J4-TROMBONE,R,R::RC-CONN-WR-D1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5968,R::RC-CAR-J4-TROMBONE,R,R::RC-CONN-WR-P1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5969,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J1-ANNULUS-LOW,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5970,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J1-ANNULUS-UP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5971,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J1-ANNULUS-WALL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5972,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J1-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5973,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J2-MANDREL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5974,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J2-MANDREL-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5975,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J3-SADDLE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5976,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J3-SADDLE-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5977,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5978,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5979,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-B-TO-ANNULUS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5980,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5981,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-FIXED-APPROACH,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5982,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5983,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-TROMBONE-U,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5984,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J4-TROMBONE-U-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5985,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J5-HIGH-BYPASS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5986,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5987,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J5-HIGH-RETURN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5988,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J5-HIGH-RETURN-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5989,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J5-WRAP,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5990,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J5-WRAP-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5991,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J6-RING-0,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5992,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J6-RING-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5993,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J6-RING-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5994,R::RC-CAR-J4-TROMBONE,R,R::RC-GDE-J6-RING-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5995,R::RC-CAR-J4-TROMBONE,R,R::RC-GSP-J5-HIGH-A6,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5996,R::RC-CAR-J4-TROMBONE,R,R::RC-GSP-J5-HIGH-W2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5997,R::RC-CAR-J4-TROMBONE,R,R::RC-GSP-J5-HIGH-W3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5998,R::RC-CAR-J4-TROMBONE,R,R::RC-GSP-L4-HIGH-E1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
5999,R::RC-CAR-J4-TROMBONE,R,R::RC-GSP-L4-HIGH-E2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6000,R::RC-CAR-J4-TROMBONE,R,R::RC-PLT-BASE-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6001,R::RC-CAR-J4-TROMBONE,R,R::RC-PLT-BUS-CONN,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6002,R::RC-CAR-J4-TROMBONE,R,R::RC-PLT-WRIST-SPLIT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6003,R::RC-CAR-J4-TROMBONE,R,R::RC-SR-WRIST,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6004,R::RC-CAR-J4-TROMBONE,R,R::RC-SR-WRIST-BOOT,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6005,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-A-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6006,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-A-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6007,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-A-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6008,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-A-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6009,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-B-STAGE-1,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6010,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-B-STAGE-2,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6011,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-B-STAGE-3,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6012,R::RC-CAR-J4-TROMBONE,R,R::RC-TEL-J4-B-STAGE-4,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6013,R::RC-CAR-J4-TROMBONE,R,R::RC-TRK-J3-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6014,R::RC-CAR-J4-TROMBONE,R,R::RC-TRK-J3-STOP-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6015,R::RC-CAR-J4-TROMBONE,R,R::RC-TRK-J3-STOP-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6016,R::RC-CAR-J4-TROMBONE,R,R::RC-TRK-J4-STOP-NEG,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6017,R::RC-CAR-J4-TROMBONE,R,R::RC-TRK-J4-STOP-POS,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6018,R::RC-CAR-J4-TROMBONE,R,R::RC-TRK-J4-TROMBONE-RAIL,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6019,R::RC-CAR-J4-TROMBONE,R,S::LEFT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6020,R::RC-CAR-J4-TROMBONE,R,S::LEFT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6021,R::RC-CAR-J4-TROMBONE,R,S::LEFT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6022,R::RC-CAR-J4-TROMBONE,R,S::RIGHT_LEAF_1,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6023,R::RC-CAR-J4-TROMBONE,R,S::RIGHT_LEAF_2,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6024,R::RC-CAR-J4-TROMBONE,R,S::RIGHT_LEAF_3,S,S-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6025,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-BUS-FT-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6026,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-BUS-FT-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6027,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-BUS-FT-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6028,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-E210-LINK-00,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6029,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-E210-LINK-01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6030,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-E210-LINK-02,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6031,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-E210-LINK-03,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6032,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-E210-LINK-04,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6033,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-E210-LINK-05,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6034,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L2-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6035,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L2-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6036,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L2-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6037,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L2-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6038,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L3-BASE,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6039,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L3-LINER,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6040,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L3-WALL-A,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6041,R::RC-CHN-BUS-FT-BASE,R,R::RC-CHN-L3-WALL-B,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
6042,R::RC-CHN-BUS-FT-BASE,R,R::RC-CLP-BUS-HN01,R,R-R,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
