sample_index,t_s,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad,joint1_dq_rad_s,joint2_dq_rad_s,joint3_dq_rad_s,joint4_dq_rad_s,joint5_dq_rad_s,joint6_dq_rad_s,joint1_ddq_rad_s2,joint2_ddq_rad_s2,joint3_ddq_rad_s2,joint4_ddq_rad_s2,joint5_ddq_rad_s2,joint6_ddq_rad_s2,segment_id,candidate_state,authority_class,released_for_mission_gate
699,6.99,-0.3208698481508989,-2.349079142121319,-1.760122177468324,-0.9471441887531457,-0.4756014918764844,-0.01591779688343445,-0.6094534252320145,0.1241818346935861,-0.1629886024486492,-0.04878539254635466,-0.02340317920799021,0.007761383197243318,0.09588893189671621,-0.01953826657912274,0.02564396613931524,0.007675695942887016,0.003682161366780904,-0.001221144576456288,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
700,7,-0.326959576333175,-2.347838303056099,-1.761750778185998,-0.9476316579633808,-0.4758353391141523,-0.01584024425671535,-0.6084910496410769,0.123985741667279,-0.162731230439397,-0.0487083565186007,-0.02336622372051956,0.007749127353840524,0.09658588089540898,-0.01968027645512364,0.0258303540379995,0.007731485161682646,0.003708924400082466,-0.00123002021489532,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
701,7.01,-0.3330396459426943,-2.3465994320154,-1.763376795872368,-0.9481183540263272,-0.4760688154599689,-0.01576281463182247,-0.607521713746543,0.1237882304140249,-0.1624719970079116,-0.04863076333400893,-0.02332900095547581,0.00773678287104193,0.09728099016303718,-0.0198219114687159,0.02601624992994021,0.007787127114094253,0.003735616787204985,-0.001238872424377881,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
702,7.02,-0.3391099874686478,-2.345362543162699,-1.765000211937877,-0.9486042713777987,-0.4763019182447002,-0.01568550889397527,-0.6065454360193124,0.1235893046974424,-0.1622109070939408,-0.04855261447113385,-0.02329151162214661,0.007724349984074257,0.09797424498175203,-0.01996316862100019,0.02620164987908334,0.007842620621990743,0.003762237962979015,-0.001247701017472313,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
703,7.03,-0.3451705315856795,-2.344127650623687,-1.766621007842564,-0.949089404468455,-0.4765346448062333,-0.01560832792603145,-0.6055622350774644,0.1233889683111391,-0.1619479656765929,-0.04847391142031132,-0.02325375643547132,0.007711828930038558,0.09866563063370531,-0.0201040449130773,0.02638654994937504,0.007897964507241069,0.003788787362235137,-0.001256505806746969,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
704,7.04,-0.3512212091553493,-2.342894768485967,-1.768239165096455,-0.9495737477639176,-0.4767669924896332,-0.01553127260846835,-0.6045721296862537,0.1231872250787112,-0.1616831777743363,-0.04839465568365828,-0.02321573611604087,0.007699219947910157,0.09935513240104814,-0.02024453734604788,0.02657094620476124,0.007953157591714126,0.003815264419803904,-0.001265286604770193,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
705,7.05,-0.3572619512275996,-2.341663910798758,-1.769854665259956,-0.9500572957448873,-0.4769989586471985,-0.01545434381936425,-0.6035751387581176,0.1229840788537447,-0.1614165484450007,-0.04831484877507335,-0.02317745139009807,0.007686523278538755,0.1000427355659324,-0.02038464292101276,0.02675483470918813,0.00800819869727888,0.0038416685705159,-0.001274043224110338,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
706,7.06,-0.3632926890422374,-2.340435091572592,-1.77146748994425,-0.9505400429072636,-0.4772305406385191,-0.01537754243437952,-0.6025712813526699,0.1227795335198141,-0.1611480827857761,-0.04823449222023622,-0.02313890298953732,0.00767373916464834,0.1007284254105092,-0.02052435863907259,0.02693821152660164,0.008063086645804223,0.003867999249201677,-0.001282775477335747,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
707,7.07,-0.369313354030401,-2.339208324779016,-1.773077620811689,-0.9510219837622613,-0.4774617358305317,-0.0153008693267379,-0.6015605766767017,0.1225735929904826,-0.1608777859332124,-0.04815358755660786,-0.0231000916519047,0.0076608678508372,0.1014121872169305,-0.02066368150132817,0.02712107272094793,0.008117820259159121,0.003894255890691819,-0.001291483177014774,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
708,7.08,-0.3753238778160339,-2.337983624350292,-1.774685039576186,-0.9515031128365292,-0.477692541597577,-0.0152243253672078,-0.6005430440841845,0.1223662612093031,-0.1606056630632208,-0.04807213633343069,-0.02306101812039803,0.007647909583577969,0.1020940062673475,-0.02080260850888019,0.027303414356173,0.008172398359212475,0.003920437929816884,-0.001300166135715764,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
709,7.09,-0.3813241922173507,-2.336761004179094,-1.776289728003609,-0.9519834246722669,-0.4779229553214556,-0.01514791142408355,-0.5995187030762676,0.1221575421498171,-0.1603317193910728,-0.04799014011172839,-0.02302168314386681,0.007634864611217583,0.1027738678439115,-0.02094113666282938,0.02748523249622287,0.008226819767833213,0.003946544801407437,-0.001308824166007064,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
710,7.100000000000001,-0.3873142292483194,-2.335540478118215,-1.777891667912178,-0.9524629138273435,-0.4781529743914853,-0.01507162836316659,-0.5984875733012786,0.1219474398155549,-0.1600559601714004,-0.04790760046430591,-0.02298208747681223,0.007621733183977297,0.1034517572287743,-0.02107926296427649,0.02766652320504365,0.00828108330689028,0.003972575940294054,-0.001317457080457026,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
711,7.11,-0.3932939211201218,-2.334322059980257,-1.779490841172854,-0.9529415748754146,-0.4783825962045567,-0.01499547704774683,-0.5974496745547236,0.1217359582400361,-0.1597783906981961,-0.04782451897574954,-0.02294223187938716,0.007608515553952682,0.1041276597040869,-0.02121698441432216,0.02784728254658127,0.00833518779825256,0.003998530781307283,-0.00132606469163399,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
712,7.12,-0.3992632002426344,-2.333105763537343,-1.781087229709737,-0.9534194024060412,-0.4786118181651905,-0.0149194583385838,-0.5964050267792878,0.1215231014867694,-0.1594990163048131,-0.04774089724242691,-0.02290211711739621,0.007595211975113628,0.1048015605520012,-0.02135429801406722,0.02802750658478189,0.00838913206378902,0.004024408759277709,-0.001334646812106312,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
713,7.13,-0.405221999225895,-2.331891602520806,-1.782680815500455,-0.9538963910248065,-0.4788406376855937,-0.01484357309388799,-0.5953536500648351,0.1213088736492522,-0.1592178423639653,-0.047656736872487,-0.02286174396229567,0.007581822703304352,0.1054734450546694,-0.02149120076461252,0.02820719138359174,0.00844291492536864,0.004050209309035926,-0.001343203254442347,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
714,7.140000000000001,-0.4111702508815744,-2.330679590620897,-1.78427158057656,-0.954372535353434,-0.4790690521857158,-0.01476782216930209,-0.5942955646484053,0.1210932788509709,-0.1589348742877263,-0.04757203948585987,-0.02282111319119345,0.007568347996243348,0.1061432984942415,-0.02162768966705852,0.0283863330069565,0.008496535204860234,0.004075931865412447,-0.001351733831210426,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
715,7.15,-0.4171078882244541,-2.329469741486481,-1.785859507023925,-0.9548478300299058,-0.4792970590933061,-0.01469220641788219,-0.5932307909142195,0.120876321245401,-0.158650117527531,-0.04748680671425715,-0.02278022558684924,0.007554788113523468,0.1068111061528699,-0.02176376172250613,0.02856492751882246,0.008549991724132806,0.004101575863237875,-0.001360238354978909,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
716,7.16,-0.4230348444738876,-2.328262068724739,-1.787444576983129,-0.9553222697085796,-0.4795246558439694,-0.01461672669007914,-0.5921593493936771,0.1206580050160071,-0.158363577574175,-0.04740104020117172,-0.02273908193767443,0.007541143316611874,0.1074768533127055,-0.02189941393205594,0.0287429709831355,0.008603283305055226,0.004127140737342751,-0.001368716638316135,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
717,7.17,-0.4289510530552856,-2.327056585900865,-1.789026772649861,-0.9557958490603072,-0.4797518398812231,-0.01454138383371967,-0.5910812607653546,0.1204383343762426,-0.1580752599578138,-0.04731474160187768,-0.02269768303773203,0.007527413868850027,0.1081405252559005,-0.02203464329680885,0.02892045946384188,0.00865640876949649,0.004152625922557675,-0.001377168493790464,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
718,7.18,-0.4348564476015699,-2.325853306537774,-1.790606076275302,-0.9562685627725518,-0.4799786086565531,-0.01446617869398782,-0.5899965458550077,0.12021731356955,-0.1577851702479638,-0.04722791258343052,-0.02265602968673682,0.007513600035453718,0.1088021072646062,-0.02216944681786557,0.02909738902488763,0.008709366939325515,0.00417803085371321,-0.001385593733970241,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
719,7.19,-0.4407509619546732,-2.324652244115789,-1.792182470166534,-0.9567404055495069,-0.4802049596294716,-0.01439111211340593,-0.5889052256355697,0.1199949468693605,-0.1574933140535016,-0.04714055482466694,-0.02261412269005518,0.007499702083513036,0.1094615846209734,-0.02230382149632664,0.02927375573021855,0.008762156636411157,0.004203354965639887,-0.001393992171423804,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
720,7.2,-0.4466345301669721,-2.323453412072356,-1.793755936686914,-0.9572113721122117,-0.4804308902675715,-0.01431618493181632,-0.5878073212271552,0.119771238579095,-0.1571996970226652,-0.04705267001620518,-0.02257196285870533,0.007485720281992429,0.1101189426071546,-0.02243776433329303,0.029449555643781,0.008814776682622432,0.004228597693168318,-0.001402363618719514,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
721,7.21,-0.4525070865027931,-2.322256823801733,-1.795326458256486,-0.9576814571986719,-0.480656398046585,-0.01424139798636211,-0.5867028538970535,0.1195461930321626,-0.1569043248430521,-0.04696425986044451,-0.02252955100935704,0.007471654901730611,0.1107741665053001,-0.02257127232986524,0.02962478482952073,0.008867225899828184,0.00425375847112903,-0.001410707888425707,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
722,7.22,-0.4583685654398701,-2.321062492654694,-1.796894017352364,-0.9581506555639755,-0.480881480450439,-0.01416675211146871,-0.5855918450597359,0.1193198145919621,-0.1566072032416211,-0.04687532607156578,-0.02248688796433189,0.007457506215440658,0.1114272415975626,-0.02270434248714421,0.02979943935138408,0.00891950310989742,0.004278836734352629,-0.001419024793110744,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
723,7.23,-0.4642189016708191,-2.31987043193823,-1.798458596509129,-0.9586189619804114,-0.481106134971312,-0.01409224813882499,-0.5844743162768481,0.1190921076518804,-0.1563083379846908,-0.04678587037553079,-0.02244397455160301,0.007443274497709907,0.1120781531660931,-0.02283697180623062,0.02997351527331702,0.00897160713469905,0.004303831917669674,-0.001427314145342969,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
724,7.24,-0.4700580301046027,-2.318680654915248,-1.800020178319221,-0.9590863712375868,-0.4813303591096902,-0.01401788689736463,-0.583350289257219,0.1188630766352944,-0.1560077348779413,-0.0466958945100831,-0.0224008116047954,0.007428960025000076,0.1127268864930428,-0.02296915728822512,0.0301470086592655,0.009023536796101963,0.004328743455910713,-0.001435575757690726,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
725,7.25,-0.4758858858680113,-2.317493174804272,-1.801578745433335,-0.9595528781425454,-0.4815541503744246,-0.01394366921324734,-0.5822197858568523,0.1186327259955692,-0.1557053997664124,-0.04660540022474721,-0.02235739996318563,0.00741456307564715,0.1133734268605637,-0.02310089593422852,0.03031991557317568,0.009075290915975129,0.004353570783906335,-0.001443809442722368,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
726,7.26,-0.4817024043071321,-2.31630800477914,-1.803134280560811,-0.9600184775198852,-0.4817775062827871,-0.01386959590984001,-0.581082828078932,0.1184010602160595,-0.1554013385345048,-0.04651438928082913,-0.022313740471702,0.007400083929861454,0.1140177595508068,-0.0232321847453415,0.03049223207899353,0.009126868316187446,0.004378313336487093,-0.001452015013006239,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
727,7.27,-0.4875075209888138,-2.315125157968709,-1.804686766470031,-0.9604831642118755,-0.4820004243605269,-0.01379566780769818,-0.5799394380738202,0.1181680838101084,-0.1550955571059797,-0.04642286345141612,-0.02226983398092451,0.007385522869727627,0.1146598698459239,-0.02336302072266484,0.03066395424066518,0.009178267818607862,0.004402970548483564,-0.001460192281110692,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
728,7.28,-0.4933011717021589,-2.313944647456551,-1.806236185988814,-0.9609469330785767,-0.482222902141928,-0.01372188572454697,-0.5787896381390566,0.1179338013210484,-0.1547880614439588,-0.0463308245213767,-0.02222568134708483,0.007370880179204608,0.1152997430280658,-0.0234934008672991,0.03083507812213646,0.009229488245105246,0.004427541854726287,-0.001468341059604063,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
729,7.29,-0.4990832924599649,-2.312766486280657,-1.807782522004803,-0.9614097789979554,-0.4824449371698642,-0.01364825047526277,-0.5776334507193605,0.1176982173222008,-0.1544788575509242,-0.04623827428736078,-0.02218128343206635,0.007356156144125673,0.1159373643793846,-0.0236233221803452,0.03100559978735365,0.009280528417548591,0.004452026690045862,-0.001476461161054713,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
730,7.3,-0.5048538195002208,-2.311590687433132,-1.809325757465865,-0.9618716968660043,-0.4826665269958567,-0.01357476287185415,-0.5764708984066309,0.1174613364168764,-0.1541679514687193,-0.04614521455779966,-0.02213664110340421,0.007341351052198426,0.1165727191820323,-0.0237527816629039,0.03117551530026287,0.009331387157806844,0.004476424489272867,-0.001484552398030993,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
731,7.31,-0.5106126892875675,-2.3104172638599,-1.81086587538048,-0.9623326815968589,-0.4828876691801301,-0.01350142372344324,-0.5753020039399422,0.1172231632383742,-0.153855349278547,-0.04605164715290575,-0.02209175523428513,0.007326465193004749,0.1172057927181597,-0.02388177631607585,0.03134482072481003,0.009382063287748892,0.004500734687237847,-0.001492614583101243,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
732,7.32,-0.5163598385147767,-2.309246228460401,-1.812402858818139,-0.9627927281229165,-0.4831083612916696,-0.01342823383624697,-0.5741267902055488,0.1169837024499825,-0.1535410571009712,-0.04595757390467283,-0.02204662670354756,0.007311498858000859,0.117836570269918,-0.02401030314096169,0.03151351212494111,0.009432555629243639,0.004524956718771359,-0.001500647528833809,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
733,7.33,-0.5220952041042146,-2.308077594087292,-1.813936690909737,-0.9632518313949525,-0.4833286009082767,-0.01335519401355836,-0.5729452802368847,0.1167429587449789,-0.1532250810959165,-0.04586299665687615,-0.02200125639568171,0.007296452340517305,0.1184650371194597,-0.02413835913866238,0.03168158556460241,0.00948286300416009,0.004549090018704009,-0.001508651047797051,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
734,7.34,-0.5278187232093177,-2.30691137354615,-1.815467354847959,-0.9637099863822393,-0.4835483856166259,-0.01328230505572777,-0.5717574972145607,0.1165009368466297,-0.1529074274626677,-0.04576791726507206,-0.02195564520082941,0.007281325935758931,0.1190911785489352,-0.02426594131027842,0.03184903710773971,0.009532984234367091,0.004573134021866325,-0.001516624952559305,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
735,7.350000000000001,-0.5335303332160688,-2.305747579595164,-1.816994833887687,-0.9641671880726637,-0.4837677130123219,-0.01320956776014406,-0.5705634644663654,0.1162576415081899,-0.1525881024398702,-0.04567233759659825,-0.02190979401478417,0.007266119940804891,0.1197149798404964,-0.02439304665691061,0.03201586281829914,0.009582918141733591,0.004597088163088885,-0.001524569055688921,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
736,7.36,-0.5392299717444642,-2.304586224944844,-1.818519111346382,-0.9646234314728451,-0.4839865806999554,-0.01313698292121596,-0.5693632054672687,0.1160130775129042,-0.1522671123055302,-0.04557625953057386,-0.02186370373899128,0.007250834654608685,0.1203364262762951,-0.02451967217965977,0.03218205876022689,0.009632663548128561,0.004620951877202277,-0.001532483169754255,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
737,7.37,-0.5449175766499685,-2.303427322257721,-1.820040170604479,-0.9650787116082516,-0.4842049862931589,-0.01306455133035347,-0.5681567438394188,0.1157672496740061,-0.1519444633770148,-0.0454796849578994,-0.02181737528054774,0.007235470377998133,0.1209555031384823,-0.02464581487962653,0.03234762099746885,0.009682219275420883,0.004644724599037045,-0.001540367107323648,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
738,7.38,-0.5505930860250348,-2.302270884148036,-1.821557995105792,-0.9655330235233217,-0.4844229274146659,-0.01299227377594862,-0.566944103352138,0.1155201628347174,-0.1516201620110502,-0.04538261578125628,-0.02177080955220206,0.007220027413675314,0.1215721957092094,-0.0247714717579116,0.03251254559397106,0.009731584145479477,0.004668405763423756,-0.001548220680965448,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
739,7.390000000000001,-0.556256438200518,-2.301116923181454,-1.823072568357891,-0.9659863622815771,-0.484640401696364,-0.0129201510433573,-0.5657253079219325,0.1152718218682499,-0.1512942146037247,-0.04528505391510771,-0.02172400747235467,0.007204506066216691,0.1221864892706286,-0.02489663981561585,0.03267682861367975,0.009780756980173326,0.004691994805193002,-0.00155604370324801,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
740,7.4,-0.5619075717471929,-2.299965451874754,-1.824583873932509,-0.966438722965745,-0.4848574067793542,-0.01284818391488011,-0.5645003816124825,0.1150222316778033,-0.150966627590486,-0.0451870012856978,-0.02167696996505749,0.007188906642072989,0.1227983691048911,-0.02502131605383996,0.0328404661205409,0.009829736601371335,0.004715491159175341,-0.001563835986739679,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
741,7.41,-0.5675464254771909,-2.298816482695537,-1.826091895465926,-0.9668901006778723,-0.4850739403140054,-0.01277637316974391,-0.5632693486346507,0.1147713971965675,-0.1506374074461434,-0.04508845983105231,-0.02162969796001432,0.007173229449569297,0.1234078204941476,-0.0251454974736845,0.03300345417850036,0.009878521830942377,0.004738894260201312,-0.001571597344008795,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
742,7.42,-0.5731729384455013,-2.297670028061918,-1.827596616659371,-0.9673404905394466,-0.4852899999600125,-0.01270471958408281,-0.5620322333464757,0.1145193233877206,-0.1503065606848659,-0.04498943150097814,-0.02158219239258054,0.007157474798904992,0.1240148287205509,-0.02526918107625046,0.03316578885150451,0.009927111490755473,0.00476220354310153,-0.001579327587623722,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
743,7.43,-0.5787870499514218,-2.296526100342234,-1.829098021279408,-0.9677898876915112,-0.4855055833864518,-0.01263322393091962,-0.5607890602531754,0.1142660152444298,-0.1499740938601833,-0.0448899182570635,-0.02153445420376328,0.007141643002153776,0.1246193790662512,-0.02539236386263832,0.0333274662034991,0.009975504402679459,0.004785418442706518,-0.001587026530152791,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
744,7.44,-0.5843886995400394,-2.295384711854737,-1.830596093158335,-0.968238287294785,-0.4857206882718381,-0.01256188698014706,-0.559539854007146,0.1140114777898514,-0.1496400135649861,-0.04478992207267796,-0.0214864843402213,0.007125734373263664,0.1252214568134007,-0.02551504283394895,0.03348848229843034,0.01002369938858331,0.004808538393846866,-0.001594693984164361,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
745,7.45,-0.5899778270037057,-2.2942458748673,-1.832090816194576,-0.9686856845297792,-0.485935312304181,-0.01249070949850893,-0.558284639407961,0.1137557160771305,-0.1493043264315249,-0.04468944493297226,-0.02143828375426508,0.007109749228056973,0.1258210472441508,-0.02563721499128307,0.03364883320024426,0.01007169527033596,0.004831562831353143,-0.001602329762226778,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
746,7.46,-0.5955543723834928,-2.293109601597115,-1.833582174353072,-0.969132074596915,-0.4861494531810412,-0.01241969224958155,-0.5570234414023778,0.1134987351894022,-0.148967039131412,-0.0445884888348789,-0.02138985340385694,0.007093687884230405,0.1264181356406534,-0.0257588773357415,0.03380851497288705,0.01011949086980636,0.00485449119005593,-0.001609933676908397,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
747,7.47,-0.6011182759706917,-2.291975904210389,-1.83507015166568,-0.969577452716643,-0.4863631086095879,-0.01234883599375474,-0.555756285084324,0.1132405402397887,-0.1486281583756185,-0.04448705578711103,-0.02134119425261062,0.007077550661354876,0.1270127072850591,-0.02588002686842477,0.03396752368030449,0.01016708500886337,0.00487732290478576,-0.001617505540777552,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
748,7.48,-0.6066694783082593,-2.290844794822052,-1.836554732231563,-0.9700218141295587,-0.4865762763066542,-0.01227814148821333,-0.5544831956949088,0.1129811363714024,-0.1482876909144766,-0.04438514781016337,-0.02129230726979167,0.007061337880875656,0.1276047474595195,-0.02600066059043366,0.03412585538644269,0.01021447650937593,0.004900057410373209,-0.001625045166402596,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
749,7.49,-0.6122079201922972,-2.28971628549545,-1.83803590021758,-0.9704651540965219,-0.4867889539987943,-0.01220760948691837,-0.5532041986224252,0.1127205287573451,-0.1479456435376805,-0.04428276693631236,-0.0212431934303175,0.007045049866112398,0.1281942414461869,-0.02612077550286907,0.03428350615524794,0.01026166419321303,0.004922694141648875,-0.001632552366351887,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
750,7.5,-0.6177335426735322,-2.28859038824205,-1.83951363985869,-0.9709074678987741,-0.4870011394223396,-0.01213724074058826,-0.5519193194023377,0.1124587226007067,-0.1476020230742831,-0.04417991520961517,-0.02119385371475698,0.007028686942258983,0.1287811745272123,-0.02624036860683159,0.03444047205066608,0.01030864688224355,0.0049452325334433,-0.001640026953193764,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
751,7.51,-0.623246287058778,-2.287467115021137,-1.840987935458334,-0.9713487508380563,-0.4872128303234559,-0.01206703599668014,-0.5506285837172933,0.1121957231345665,-0.1472568363926988,-0.04407659468591067,-0.02114428910933083,0.007012249436383662,0.1293655319847471,-0.02635943690342198,0.03459674913664323,0.01035542339833643,0.004967672020587059,-0.001647468739496579,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
752,7.52,-0.6287460949124126,-2.286346477739517,-1.842458771388838,-0.9717889982367265,-0.487424024458199,-0.01199699599937105,-0.5493320173971141,0.1119315356219925,-0.1469100904007019,-0.04397280743281869,-0.02109450060591131,0.006995737677428957,0.1299472991009427,-0.02647797739374092,0.03475233347712536,0.01040199256336058,0.004990012037910709,-0.001654877537828674,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
753,7.53,-0.6342329080578444,-2.285228488251212,-1.8439261320918,-0.9722282054378781,-0.487634719592572,-0.0119271214895393,-0.5480296464188044,0.1116661653560422,-0.1465617920454279,-0.04386855552974073,-0.02104448920202255,0.006979151996211754,0.1305264611579507,-0.02659598707888919,0.03490722113605858,0.01044835319918494,0.005012252020244824,-0.001662253160758403,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
754,7.54,-0.6397066685789921,-2.284113158357167,-1.845390002078486,-0.9726663678054573,-0.4878449135025812,-0.0118574132047456,-0.5467214969065455,0.1113996176597617,-0.1462119483133728,-0.04376384106785945,-0.02099425590084029,0.006962492725423239,0.1311030034379227,-0.02671346295996755,0.03506140817738897,0.01049450412767845,0.005034391402419979,-0.001669595420854114,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
755,7.55,-0.6451673188217524,-2.283000499804944,-1.846850365930227,-0.9731034807243814,-0.4880546039742933,-0.01178787187921437,-0.5454075951316945,0.1111318978861858,-0.1458605662303921,-0.04365866615013862,-0.02094380171119187,0.006945760199628877,0.1316769112230094,-0.02683040203807654,0.03521489066506236,0.01054044417070996,0.005056429619266709,-0.001676904130684144,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
756,7.56,-0.6506148013954642,-2.281890524288427,-1.848307208298805,-0.9735395396006552,-0.4882637888038912,-0.01171849824381509,-0.5440879675127932,0.1108630114183395,-0.1455076528617036,-0.0435530328913238,-0.02089312764755657,0.006928954755268531,0.1322481697953638,-0.0269468013143172,0.03536766466302521,0.01058617215014854,0.005078366105615636,-0.001684179102816862,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
757,7.57,-0.6560490591743964,-2.280783243447519,-1.849760513906852,-0.9739745398614912,-0.488472465797731,-0.01164929302604339,-0.5427626406155567,0.1105929636692355,-0.1451532153118843,-0.04344694341794146,-0.02084223473006515,0.006912076730656314,0.1328167644371365,-0.02706265778979013,0.03551972623522337,0.01063168688786303,0.005100200296297304,-0.001691420149820606,M01,HELD_STOW_QSPACE_ONLY,NON_RELEASE_DIAGNOSTIC_CANDIDATE,false
