t_s,q1_deg,q2_deg,base_theta_deg,base_omega_dps,H_reaction_kgm2ps,ee_x_m,ee_z_m,clearance_min_m
6.7954,58.38640,-38.92427,-12.81777,-0.73333,-0.00465,0.63897,0.20206,0.47735
6.8074,58.43023,-38.95349,-12.82643,-0.72116,-0.00457,0.63883,0.20218,0.47724
6.8194,58.47334,-38.98223,-12.83494,-0.70905,-0.00450,0.63869,0.20231,0.47712
6.8314,58.51573,-39.01048,-12.84331,-0.69699,-0.00442,0.63856,0.20243,0.47701
6.8434,58.55740,-39.03827,-12.85153,-0.68500,-0.00434,0.63842,0.20255,0.47690
6.8554,58.59836,-39.06557,-12.85961,-0.67306,-0.00427,0.63829,0.20267,0.47680
6.8674,58.63861,-39.09241,-12.86755,-0.66119,-0.00419,0.63816,0.20279,0.47669
6.8794,58.67815,-39.11877,-12.87535,-0.64937,-0.00412,0.63803,0.20290,0.47659
6.8914,58.71700,-39.14466,-12.88300,-0.63762,-0.00404,0.63791,0.20302,0.47649
6.9035,58.75514,-39.17009,-12.89052,-0.62594,-0.00397,0.63778,0.20313,0.47639
6.9155,58.79258,-39.19505,-12.89789,-0.61432,-0.00390,0.63766,0.20323,0.47629
6.9275,58.82933,-39.21956,-12.90513,-0.60276,-0.00382,0.63754,0.20334,0.47619
6.9395,58.86540,-39.24360,-12.91223,-0.59127,-0.00375,0.63743,0.20345,0.47610
6.9515,58.90078,-39.26718,-12.91919,-0.57986,-0.00368,0.63731,0.20355,0.47600
6.9635,58.93547,-39.29032,-12.92601,-0.56851,-0.00361,0.63720,0.20365,0.47591
6.9755,58.96949,-39.31300,-12.93270,-0.55723,-0.00353,0.63709,0.20375,0.47582
6.9875,59.00284,-39.33523,-12.93926,-0.54603,-0.00346,0.63698,0.20384,0.47574
6.9995,59.03552,-39.35701,-12.94568,-0.53489,-0.00339,0.63688,0.20394,0.47565
7.0115,59.06753,-39.37835,-12.95197,-0.52384,-0.00332,0.63677,0.20403,0.47557
7.0235,59.09888,-39.39925,-12.95813,-0.51286,-0.00325,0.63667,0.20412,0.47548
7.0355,59.12957,-39.41972,-12.96416,-0.50195,-0.00318,0.63657,0.20421,0.47540
7.0475,59.15962,-39.43974,-12.97005,-0.49113,-0.00311,0.63647,0.20430,0.47532
7.0595,59.18901,-39.45934,-12.97582,-0.48038,-0.00305,0.63638,0.20438,0.47525
7.0715,59.21776,-39.47851,-12.98146,-0.46972,-0.00298,0.63628,0.20446,0.47517
7.0835,59.24587,-39.49725,-12.98697,-0.45914,-0.00291,0.63619,0.20455,0.47510
7.0955,59.27335,-39.51557,-12.99236,-0.44864,-0.00284,0.63610,0.20462,0.47502
7.1076,59.30020,-39.53346,-12.99762,-0.43822,-0.00278,0.63602,0.20470,0.47495
7.1196,59.32642,-39.55095,-13.00276,-0.42789,-0.00271,0.63593,0.20478,0.47488
7.1316,59.35203,-39.56802,-13.00777,-0.41765,-0.00265,0.63585,0.20485,0.47482
7.1436,59.37702,-39.58468,-13.01266,-0.40750,-0.00258,0.63577,0.20492,0.47475
7.1556,59.40140,-39.60093,-13.01743,-0.39743,-0.00252,0.63569,0.20499,0.47469
7.1676,59.42518,-39.61678,-13.02209,-0.38746,-0.00246,0.63561,0.20506,0.47462
7.1796,59.44835,-39.63224,-13.02662,-0.37758,-0.00239,0.63553,0.20513,0.47456
7.1916,59.47094,-39.64729,-13.03103,-0.36779,-0.00233,0.63546,0.20519,0.47450
7.2036,59.49294,-39.66196,-13.03533,-0.35810,-0.00227,0.63539,0.20526,0.47444
7.2156,59.51435,-39.67624,-13.03952,-0.34850,-0.00221,0.63532,0.20532,0.47439
7.2276,59.53519,-39.69013,-13.04359,-0.33900,-0.00215,0.63525,0.20538,0.47433
7.2396,59.55546,-39.70364,-13.04755,-0.32960,-0.00209,0.63518,0.20544,0.47428
7.2516,59.57517,-39.71678,-13.05139,-0.32030,-0.00203,0.63512,0.20550,0.47423
7.2636,59.59431,-39.72954,-13.05513,-0.31110,-0.00197,0.63506,0.20555,0.47418
7.2756,59.61290,-39.74194,-13.05875,-0.30201,-0.00191,0.63499,0.20560,0.47413
7.2876,59.63095,-39.75397,-13.06227,-0.29302,-0.00186,0.63494,0.20566,0.47408
7.2996,59.64845,-39.76564,-13.06568,-0.28413,-0.00180,0.63488,0.20571,0.47403
7.3117,59.66542,-39.77695,-13.06899,-0.27535,-0.00175,0.63482,0.20576,0.47399
7.3237,59.68187,-39.78791,-13.07219,-0.26668,-0.00169,0.63477,0.20580,0.47394
7.3357,59.69779,-39.79853,-13.07529,-0.25812,-0.00164,0.63472,0.20585,0.47390
7.3477,59.71320,-39.80880,-13.07829,-0.24967,-0.00158,0.63467,0.20589,0.47386
7.3597,59.72809,-39.81873,-13.08118,-0.24133,-0.00153,0.63462,0.20594,0.47382
7.3717,59.74249,-39.82833,-13.08398,-0.23310,-0.00148,0.63457,0.20598,0.47378
7.3837,59.75639,-39.83760,-13.08668,-0.22499,-0.00143,0.63452,0.20602,0.47375
7.3957,59.76981,-39.84654,-13.08929,-0.21700,-0.00138,0.63448,0.20606,0.47371
7.4077,59.78274,-39.85516,-13.09180,-0.20913,-0.00133,0.63444,0.20609,0.47368
7.4197,59.79520,-39.86347,-13.09422,-0.20137,-0.00128,0.63440,0.20613,0.47364
7.4317,59.80720,-39.87146,-13.09654,-0.19374,-0.00123,0.63436,0.20616,0.47361
7.4437,59.81873,-39.87915,-13.09878,-0.18623,-0.00118,0.63432,0.20620,0.47358
7.4557,59.82981,-39.88654,-13.10093,-0.17884,-0.00113,0.63428,0.20623,0.47355
7.4677,59.84045,-39.89364,-13.10299,-0.17158,-0.00109,0.63425,0.20626,0.47352
7.4797,59.85066,-39.90044,-13.10496,-0.16445,-0.00104,0.63421,0.20629,0.47350
7.4917,59.86043,-39.90695,-13.10685,-0.15744,-0.00100,0.63418,0.20632,0.47347
7.5038,59.86978,-39.91319,-13.10866,-0.15056,-0.00095,0.63415,0.20635,0.47344
7.5158,59.87872,-39.91915,-13.11038,-0.14382,-0.00091,0.63412,0.20637,0.47342
7.5278,59.88726,-39.92484,-13.11203,-0.13721,-0.00087,0.63409,0.20640,0.47340
7.5398,59.89539,-39.93026,-13.11360,-0.13073,-0.00083,0.63407,0.20642,0.47338
7.5518,59.90314,-39.93543,-13.11509,-0.12439,-0.00079,0.63404,0.20644,0.47336
7.5638,59.91051,-39.94034,-13.11651,-0.11818,-0.00075,0.63402,0.20646,0.47334
7.5758,59.91750,-39.94500,-13.11786,-0.11212,-0.00071,0.63399,0.20648,0.47332
7.5878,59.92414,-39.94942,-13.11913,-0.10619,-0.00067,0.63397,0.20650,0.47330
7.5998,59.93041,-39.95361,-13.12034,-0.10041,-0.00064,0.63395,0.20652,0.47328
7.6118,59.93634,-39.95756,-13.12148,-0.09477,-0.00060,0.63393,0.20654,0.47327
7.6238,59.94193,-39.96129,-13.12255,-0.08928,-0.00057,0.63391,0.20655,0.47325
7.6358,59.94719,-39.96479,-13.12356,-0.08393,-0.00053,0.63390,0.20657,0.47324
7.6478,59.95213,-39.96809,-13.12450,-0.07873,-0.00050,0.63388,0.20658,0.47323
7.6598,59.95676,-39.97118,-13.12539,-0.07369,-0.00047,0.63386,0.20660,0.47321
7.6718,59.96109,-39.97406,-13.12621,-0.06879,-0.00044,0.63385,0.20661,0.47320
7.6838,59.96513,-39.97675,-13.12698,-0.06405,-0.00041,0.63384,0.20662,0.47319
7.6958,59.96888,-39.97925,-13.12770,-0.05946,-0.00038,0.63382,0.20663,0.47318
7.7079,59.97236,-39.98157,-13.12836,-0.05503,-0.00035,0.63381,0.20664,0.47317
7.7199,59.97557,-39.98371,-13.12897,-0.05076,-0.00032,0.63380,0.20665,0.47316
7.7319,59.97853,-39.98569,-13.12953,-0.04664,-0.00030,0.63379,0.20666,0.47316
7.7439,59.98124,-39.98750,-13.13004,-0.04269,-0.00027,0.63378,0.20667,0.47315
7.7559,59.98372,-39.98915,-13.13051,-0.03890,-0.00025,0.63378,0.20668,0.47314
7.7679,59.98598,-39.99065,-13.13093,-0.03528,-0.00022,0.63377,0.20668,0.47314
7.7799,59.98801,-39.99201,-13.13131,-0.03182,-0.00020,0.63376,0.20669,0.47313
7.7919,59.98985,-39.99323,-13.13165,-0.02853,-0.00018,0.63376,0.20669,0.47313
7.8039,59.99148,-39.99432,-13.13196,-0.02541,-0.00016,0.63375,0.20670,0.47312
7.8159,59.99294,-39.99529,-13.13223,-0.02246,-0.00014,0.63375,0.20670,0.47312
7.8279,59.99422,-39.99615,-13.13247,-0.01969,-0.00012,0.63374,0.20671,0.47311
7.8399,59.99534,-39.99689,-13.13267,-0.01709,-0.00011,0.63374,0.20671,0.47311
7.8519,59.99630,-39.99753,-13.13285,-0.01467,-0.00009,0.63373,0.20671,0.47311
7.8639,59.99712,-39.99808,-13.13300,-0.01242,-0.00008,0.63373,0.20672,0.47311
7.8759,59.99781,-39.99854,-13.13312,-0.01036,-0.00007,0.63373,0.20672,0.47310
7.8879,59.99839,-39.99892,-13.13322,-0.00848,-0.00005,0.63373,0.20672,0.47310
7.8999,59.99885,-39.99923,-13.13330,-0.00678,-0.00004,0.63373,0.20672,0.47310
7.9120,59.99921,-39.99948,-13.13337,-0.00527,-0.00003,0.63372,0.20672,0.47310
7.9240,59.99949,-39.99966,-13.13341,-0.00394,-0.00002,0.63372,0.20672,0.47310
7.9360,59.99970,-39.99980,-13.13345,-0.00280,-0.00002,0.63372,0.20672,0.47310
7.9480,59.99984,-39.99989,-13.13347,-0.00186,-0.00001,0.63372,0.20672,0.47310
7.9600,59.99993,-39.99995,-13.13348,-0.00110,-0.00001,0.63372,0.20673,0.47310
7.9720,59.99997,-39.99998,-13.13349,-0.00054,-0.00000,0.63372,0.20673,0.47310
7.9840,60.00000,-40.00000,-13.13349,-0.00018,-0.00000,0.63372,0.20673,0.47310
7.9960,60.00000,-40.00000,-13.13349,-0.00001,-0.00000,0.63372,0.20673,0.47310
8.0080,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0200,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0320,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0440,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0560,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0680,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0800,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.0920,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1041,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1161,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1281,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1401,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1521,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1641,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1761,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.1881,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2001,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2121,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2241,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2361,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2481,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2601,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2721,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2841,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.2961,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3082,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3202,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3322,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3442,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3562,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3682,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3802,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.3922,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4042,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4162,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4282,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4402,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4522,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4642,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4762,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.4882,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5003,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5123,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5243,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5363,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5483,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5603,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5723,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5843,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.5963,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6083,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6203,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6323,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6443,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6563,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6683,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6803,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.6923,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7044,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7164,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7284,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7404,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7524,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7644,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7764,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.7884,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8004,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8124,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8244,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8364,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8484,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8604,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8724,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8844,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.8964,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9085,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9205,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9325,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9445,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9565,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9685,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9805,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
8.9925,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0045,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0165,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0285,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0405,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0525,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0645,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0765,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.0885,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1006,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1126,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1246,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1366,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1486,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1606,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1726,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1846,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.1966,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2086,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2206,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2326,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2446,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2566,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2686,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2806,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.2926,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3047,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3167,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3287,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3407,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3527,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3647,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3767,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.3887,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4007,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4127,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4247,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4367,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4487,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4607,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4727,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4847,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.4967,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5088,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5208,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5328,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5448,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5568,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5688,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5808,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.5928,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6048,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6168,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6288,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6408,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6528,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6648,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6768,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.6888,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7009,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7129,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7249,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7369,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7489,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7609,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7729,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7849,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.7969,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8089,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8209,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8329,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8449,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8569,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8689,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8809,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.8929,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9050,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9170,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9290,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9410,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9530,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9650,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9770,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
9.9890,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0010,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0130,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0250,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0370,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0490,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0610,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0730,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0850,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.0970,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1091,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1211,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1331,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1451,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1571,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1691,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1811,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
10.1931,60.00000,-40.00000,-13.13349,-0.00000,-0.00000,0.63372,0.20673,0.47310
