point_id,anchor,geometry_class,mu,m_t_kg,omega_t_dps,omega_hat,lambda_scale,alpha,w_plus_dps,H_c_Nms,dT_J,eps_P,eps_H,lever_m,target_Ibar,w_plus_analytic_dps,H_analytic_Nms,delta_analytic
3559,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.335721469090e+00,1.167860734545e+00,2.000000000000e-01,1.000000000000e+00,9.685784385729e-02,1.349236824832e-03,1.594424018293e-04,0.000000000000e+00,4.944320185153e-17,2.696667631984e-02,1.192832089747e-02,4.951248295388e-02,4.862702880943e-04,4.888128727412e-01
3560,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.335721469090e+00,1.167860734545e+00,5.000000000000e-01,0.000000000000e+00,9.184828610945e-02,5.133636800953e-04,1.594937073114e-04,0.000000000000e+00,1.508015145752e-16,6.741669079960e-02,1.192832089747e-02,4.714134736566e-02,4.862702880943e-04,4.867476644095e-01
3561,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.335721469090e+00,1.167860734545e+00,5.000000000000e-01,1.000000000000e+00,1.122323765955e-01,2.879764717322e-03,1.596599288708e-04,0.000000000000e+00,2.403037940890e-18,6.741669079960e-02,1.192832089747e-02,4.714134736566e-02,4.862702880943e-04,5.799665943493e-01
3562,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.335721469090e+00,1.167860734545e+00,1.000000000000e+00,0.000000000000e+00,9.177504498245e-02,5.137156289377e-04,1.594963293376e-04,0.000000000000e+00,1.042667723193e-16,1.348333815992e-01,1.192832089747e-02,4.342701449100e-02,4.862702880943e-04,5.268102075101e-01
3563,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.335721469090e+00,1.167860734545e+00,1.000000000000e+00,1.000000000000e+00,1.485533262435e-01,5.817481896458e-03,1.606193736060e-04,0.000000000000e+00,1.595059930121e-16,1.348333815992e-01,1.192832089747e-02,4.342701449100e-02,4.862702880943e-04,7.076671684900e-01
3564,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.976351441631e+00,1.488175720816e+00,2.000000000000e-01,0.000000000000e+00,1.171094899382e-01,6.538627023492e-04,1.654681038994e-04,0.000000000000e+00,0.000000000000e+00,2.696667631984e-02,1.192832089747e-02,6.309251850819e-02,6.196420644092e-04,4.612518717185e-01
3565,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.976351441631e+00,1.488175720816e+00,2.000000000000e-01,1.000000000000e+00,1.234230056810e-01,1.719238522201e-03,1.653864036144e-04,0.000000000000e+00,1.602828053193e-16,2.696667631984e-02,1.192832089747e-02,6.309251850819e-02,6.196420644092e-04,4.888107110983e-01
3566,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.976351441631e+00,1.488175720816e+00,5.000000000000e-01,0.000000000000e+00,1.170396881300e-01,6.540708483178e-04,1.654710180264e-04,0.000000000000e+00,4.126036062243e-17,6.741669079960e-02,1.192832089747e-02,6.007103974040e-02,6.196420644092e-04,4.867464131168e-01
3567,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.976351441631e+00,1.488175720816e+00,5.000000000000e-01,1.000000000000e+00,1.430127393387e-01,3.669453650180e-03,1.657378200062e-04,0.000000000000e+00,2.488533163934e-16,6.741669079960e-02,1.192832089747e-02,6.007103974040e-02,6.196420644092e-04,5.799602188017e-01
3568,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.976351441631e+00,1.488175720816e+00,1.000000000000e+00,0.000000000000e+00,1.169461919552e-01,6.544210870344e-04,1.654752955960e-04,0.000000000000e+00,8.208049525210e-17,1.348333815992e-01,1.192832089747e-02,5.533795826965e-02,6.196420644092e-04,5.268083779006e-01
3569,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,2.976351441631e+00,1.488175720816e+00,1.000000000000e+00,1.000000000000e+00,1.892925404492e-01,7.412750103013e-03,1.672930447643e-04,0.000000000000e+00,0.000000000000e+00,1.348333815992e-01,1.192832089747e-02,5.533795826965e-02,6.196420644092e-04,7.076590649673e-01
3570,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,3.792690190732e+00,1.896345095366e+00,2.000000000000e-01,0.000000000000e+00,1.492295619380e-01,8.331629829410e-04,1.751720927570e-04,0.000000000000e+00,0.000000000000e+00,2.696667631984e-02,1.192832089747e-02,8.039721811999e-02,7.895943827661e-04,4.612513963327e-01
3571,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,3.792690190732e+00,1.896345095366e+00,2.000000000000e-01,1.000000000000e+00,1.572743270361e-01,2.190722445709e-03,1.750377842150e-04,0.000000000000e+00,1.227570726975e-16,2.696667631984e-02,1.192832089747e-02,8.039721811999e-02,7.895943827661e-04,4.888090152086e-01
3572,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,3.792690190732e+00,1.896345095366e+00,5.000000000000e-01,0.000000000000e+00,1.491404624494e-01,8.333707524727e-04,1.751768429498e-04,0.000000000000e+00,1.336497963134e-16,6.741669079960e-02,1.192832089747e-02,7.654702330637e-02,7.895943827661e-04,4.867454341418e-01
3573,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,3.792690190732e+00,1.896345095366e+00,5.000000000000e-01,1.000000000000e+00,1.822353863163e-01,4.675734549719e-03,1.756061135292e-04,0.000000000000e+00,1.895373665991e-16,6.741669079960e-02,1.192832089747e-02,7.654702330637e-02,7.895943827661e-04,5.799552169660e-01
3574,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,3.792690190732e+00,1.896345095366e+00,1.000000000000e+00,0.000000000000e+00,1.490211576231e-01,8.337196483290e-04,1.751838139849e-04,0.000000000000e+00,1.291311512560e-16,1.348333815992e-01,1.192832089747e-02,7.051577598290e-02,7.895943827661e-04,5.268069507200e-01
3575,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,3.792690190732e+00,1.896345095366e+00,1.000000000000e+00,1.000000000000e+00,2.412055035998e-01,9.445560564669e-03,1.781280114349e-04,0.000000000000e+00,4.395552694144e-17,1.348333815992e-01,1.192832089747e-02,7.051577598290e-02,7.895943827661e-04,7.076527072122e-01
3576,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,4.832930238572e+00,2.416465119286e+00,2.000000000000e-01,0.000000000000e+00,1.901593663537e-01,1.061640880547e-03,1.909292078955e-04,0.000000000000e+00,0.000000000000e+00,2.696667631984e-02,1.192832089747e-02,1.024481639704e-01,1.006160370811e-03,4.612510236289e-01
3577,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,4.832930238572e+00,2.416465119286e+00,2.000000000000e-01,1.000000000000e+00,2.004102191912e-01,2.791522628062e-03,1.907090239646e-04,0.000000000000e+00,4.779696572348e-17,2.696667631984e-02,1.192832089747e-02,1.024481639704e-01,1.006160370811e-03,4.888076846387e-01
3578,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,4.832930238572e+00,2.416465119286e+00,5.000000000000e-01,0.000000000000e+00,1.900456768691e-01,1.061848354599e-03,1.909369443874e-04,0.000000000000e+00,0.000000000000e+00,6.741669079960e-02,1.192832089747e-02,9.754195702934e-02,1.006160370811e-03,4.867446677225e-01
3579,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,4.832930238572e+00,2.416465119286e+00,5.000000000000e-01,1.000000000000e+00,2.322158247690e-01,5.958013164624e-03,1.916289425940e-04,0.000000000000e+00,1.662867453473e-16,6.741669079960e-02,1.192832089747e-02,9.754195702934e-02,1.006160370811e-03,5.799512926117e-01
3580,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,4.832930238572e+00,2.416465119286e+00,1.000000000000e+00,0.000000000000e+00,1.898934861746e-01,1.062196196128e-03,1.909482956771e-04,0.000000000000e+00,1.015187086160e-16,1.348333815992e-01,1.192832089747e-02,8.985648943245e-02,1.006160370811e-03,5.268058360369e-01
3581,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,4.832930238572e+00,2.416465119286e+00,1.000000000000e+00,1.000000000000e+00,3.073568951934e-01,1.203592015770e-02,1.957195581495e-04,0.000000000000e+00,1.077459032021e-18,1.348333815992e-01,1.192832089747e-02,8.985648943245e-02,1.006160370811e-03,7.076477188647e-01
3582,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,6.158482110660e+00,3.079241055330e+00,2.000000000000e-01,0.000000000000e+00,2.423151923901e-01,1.352784577815e-03,2.165152497178e-04,0.000000000000e+00,8.008137549457e-17,2.696667631984e-02,1.192832089747e-02,1.305471326787e-01,1.282124992130e-03,4.612507313675e-01
3583,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,6.158482110660e+00,3.079241055330e+00,2.000000000000e-01,1.000000000000e+00,2.553772076441e-01,3.557107281622e-03,2.161550482158e-04,0.000000000000e+00,7.502014066990e-17,2.696667631984e-02,1.192832089747e-02,1.305471326787e-01,1.282124992130e-03,4.888066406432e-01
3584,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,6.158482110660e+00,3.079241055330e+00,5.000000000000e-01,0.000000000000e+00,2.421701689246e-01,1.352991819946e-03,2.165278415856e-04,0.000000000000e+00,1.788177476313e-16,6.741669079960e-02,1.192832089747e-02,1.242952758990e-01,1.282124992130e-03,4.867440674012e-01
3585,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,6.158482110660e+00,3.079241055330e+00,5.000000000000e-01,1.000000000000e+00,2.959046476845e-01,7.591988756579e-03,2.176450680789e-04,0.000000000000e+00,5.845166957681e-17,6.741669079960e-02,1.192832089747e-02,1.242952758990e-01,1.282124992130e-03,5.799482134814e-01
3586,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,6.158482110660e+00,3.079241055330e+00,1.000000000000e+00,0.000000000000e+00,2.419760737298e-01,1.353338833770e-03,2.165463139274e-04,0.000000000000e+00,2.291420021924e-16,1.348333815992e-01,1.192832089747e-02,1.145018767869e-01,1.282124992130e-03,5.268049645491e-01
3587,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,6.158482110660e+00,3.079241055330e+00,1.000000000000e+00,1.000000000000e+00,3.916519597260e-01,1.533675064686e-02,2.242817283034e-04,0.000000000000e+00,5.414261644800e-17,1.348333815992e-01,1.192832089747e-02,1.145018767869e-01,1.282124992130e-03,7.076438048032e-01
3588,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,7.847599703515e+00,3.923799851757e+00,2.000000000000e-01,0.000000000000e+00,3.087760569454e-01,1.723781730121e-03,2.580612753724e-04,0.000000000000e+00,0.000000000000e+00,2.696667631984e-02,1.192832089747e-02,1.663529456278e-01,1.633779806016e-03,4.612505021489e-01
3589,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,7.847599703515e+00,3.923799851757e+00,2.000000000000e-01,1.000000000000e+00,3.254202661424e-01,4.532672662769e-03,2.574729837446e-04,0.000000000000e+00,5.933211235747e-17,2.696667631984e-02,1.192832089747e-02,1.663529456278e-01,1.633779806016e-03,4.888058214698e-01
3590,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,7.847599703515e+00,3.923799851757e+00,5.000000000000e-01,0.000000000000e+00,3.085911057139e-01,1.723988790223e-03,2.580817593055e-04,0.000000000000e+00,1.294423130383e-16,6.741669079960e-02,1.192832089747e-02,1.583863609192e-01,1.633779806016e-03,4.867435969913e-01
3591,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,7.847599703515e+00,3.923799851757e+00,5.000000000000e-01,1.000000000000e+00,3.770617219246e-01,9.674123002850e-03,2.598876996301e-04,0.000000000000e+00,2.861379092565e-18,6.741669079960e-02,1.192832089747e-02,1.583863609192e-01,1.633779806016e-03,5.799457974393e-01
3592,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,7.847599703515e+00,3.923799851757e+00,1.000000000000e+00,0.000000000000e+00,3.083436135562e-01,1.724335154308e-03,2.581118054734e-04,0.000000000000e+00,1.800107481873e-16,1.348333815992e-01,1.192832089747e-02,1.459068774056e-01,1.633779806016e-03,5.268042826547e-01
3593,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,7.847599703515e+00,3.923799851757e+00,1.000000000000e+00,1.000000000000e+00,4.990670526277e-01,1.954291641502e-02,2.706570355717e-04,0.000000000000e+00,1.274069135835e-16,1.348333815992e-01,1.192832089747e-02,1.459068774056e-01,1.633779806016e-03,7.076407335701e-01
3594,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,1.000000000000e+01,5.000000000000e+00,2.000000000000e-01,0.000000000000e+00,3.934654742379e-01,2.196534138048e-03,3.255227532038e-04,0.000000000000e+00,0.000000000000e+00,2.696667631984e-02,1.192832089747e-02,2.119793974115e-01,2.081884738953e-03,4.612503223515e-01
3595,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,1.000000000000e+01,5.000000000000e+00,2.000000000000e-01,1.000000000000e+00,4.146743835667e-01,5.775811230908e-03,3.245631602817e-04,0.000000000000e+00,0.000000000000e+00,2.696667631984e-02,1.192832089747e-02,2.119793974115e-01,2.081884738953e-03,4.888051786845e-01
3596,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,1.000000000000e+01,5.000000000000e+00,5.000000000000e-01,0.000000000000e+00,3.932296443214e-01,2.196741055286e-03,3.255560623071e-04,0.000000000000e+00,9.858690121523e-17,6.741669079960e-02,1.192832089747e-02,2.018277777959e-01,2.081884738953e-03,4.867432282625e-01
3597,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,1.000000000000e+01,5.000000000000e+00,5.000000000000e-01,1.000000000000e+00,4.804781518007e-01,1.232733460717e-02,3.284780748973e-04,0.000000000000e+00,7.185692910627e-17,6.741669079960e-02,1.192832089747e-02,2.018277777959e-01,2.081884738953e-03,5.799439016333e-01
3598,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,1.000000000000e+01,5.000000000000e+00,1.000000000000e+00,0.000000000000e+00,3.929141104508e-01,2.197086909365e-03,3.256049155812e-04,0.000000000000e+00,1.014740959525e-16,1.348333815992e-01,1.192832089747e-02,1.859254841200e-01,2.081884738953e-03,5.268037487718e-01
3599,,G2_cubesat,1.408634556924e-01,3.380722936617e+00,1.000000000000e+01,5.000000000000e+00,1.000000000000e+00,1.000000000000e+00,6.359434191878e-01,2.490272827346e-02,3.459560008483e-04,0.000000000000e+00,1.490491674208e-16,1.348333815992e-01,1.192832089747e-02,1.859254841200e-01,2.081884738953e-03,7.076383236146e-01
3600,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.000000000000e-01,5.000000000000e-02,2.000000000000e-01,0.000000000000e+00,5.916298680122e-03,3.401734067862e-05,1.879609894052e-04,0.000000000000e+00,9.486741812114e-17,2.939768397056e-02,1.836571271424e-02,2.894365041732e-03,3.205421563389e-05,5.107811153185e-01
3601,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.000000000000e-01,5.000000000000e-02,2.000000000000e-01,1.000000000000e+00,6.117169127351e-03,8.266085919499e-05,1.879609519733e-04,0.000000000000e+00,1.291272260613e-16,2.939768397056e-02,1.836571271424e-02,2.894365041732e-03,3.205421563389e-05,5.268456729779e-01
3602,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.000000000000e-01,5.000000000000e-02,5.000000000000e-01,0.000000000000e+00,5.913900794175e-03,3.436158061950e-05,1.879609933366e-04,0.000000000000e+00,1.186169406036e-16,7.349420992640e-02,1.836571271424e-02,2.727178068889e-03,3.205421563389e-05,5.388529223258e-01
3603,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.000000000000e-01,5.000000000000e-02,5.000000000000e-01,1.000000000000e+00,6.733511227368e-03,1.733017644530e-04,1.879615564624e-04,0.000000000000e+00,5.050926925920e-17,7.349420992640e-02,1.836571271424e-02,2.727178068889e-03,3.205421563389e-05,5.949842546034e-01
3604,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.000000000000e-01,5.000000000000e-02,1.000000000000e+00,0.000000000000e+00,5.910797265256e-03,3.504920131488e-05,1.879609981927e-04,0.000000000000e+00,6.584336221022e-17,1.469884198528e-01,1.836571271424e-02,2.470844767957e-03,3.205421563389e-05,5.819777507036e-01
3605,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.000000000000e-01,5.000000000000e-02,1.000000000000e+00,1.000000000000e+00,8.235452145888e-03,3.492592353326e-04,1.879638590797e-04,0.000000000000e+00,0.000000000000e+00,1.469884198528e-01,1.836571271424e-02,2.470844767957e-03,3.205421563389e-05,6.999746068355e-01
3606,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.274274985703e-01,6.371374928516e-02,2.000000000000e-01,0.000000000000e+00,7.538846130299e-03,4.329002105768e-05,1.879775694972e-04,0.000000000000e+00,7.550708991009e-17,2.939768397056e-02,1.836571271424e-02,3.688216972173e-03,4.084588516860e-05,5.107716872812e-01
3607,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.274274985703e-01,6.371374928516e-02,2.000000000000e-01,1.000000000000e+00,7.794458376263e-03,1.052490645330e-04,1.879774334665e-04,0.000000000000e+00,5.072772609869e-17,2.939768397056e-02,1.836571271424e-02,3.688216972173e-03,4.084588516860e-05,5.268154893989e-01
3608,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.274274985703e-01,6.371374928516e-02,5.000000000000e-01,0.000000000000e+00,7.535582518851e-03,4.362106425106e-05,1.879775773886e-04,0.000000000000e+00,6.906495237770e-17,7.349420992640e-02,1.836571271424e-02,3.475174794743e-03,4.084588516860e-05,5.388312998962e-01
3609,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.274274985703e-01,6.371374928516e-02,5.000000000000e-01,1.000000000000e+00,8.578234711654e-03,2.206119142606e-04,1.879783119003e-04,0.000000000000e+00,4.827812232752e-16,7.349420992640e-02,1.836571271424e-02,3.475174794743e-03,4.084588516860e-05,5.948846223545e-01
3610,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.274274985703e-01,6.371374928516e-02,1.000000000000e+00,0.000000000000e+00,7.531325395517e-03,4.426337630812e-05,1.879775880208e-04,0.000000000000e+00,0.000000000000e+00,1.469884198528e-01,1.836571271424e-02,3.148535681363e-03,4.084588516860e-05,5.819413561340e-01
3611,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.274274985703e-01,6.371374928516e-02,1.000000000000e+00,1.000000000000e+00,1.048890198895e-02,4.446008885063e-04,1.879818989631e-04,0.000000000000e+00,2.294357972527e-18,1.469884198528e-01,1.836571271424e-02,3.148535681363e-03,4.084588516860e-05,6.998221849455e-01
3612,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.623776739189e-01,8.118883695944e-02,2.000000000000e-01,0.000000000000e+00,9.606421088211e-03,5.510721667996e-05,1.880044920882e-04,0.000000000000e+00,1.197297476168e-16,2.939768397056e-02,1.836571271424e-02,4.699802629485e-03,5.204888973925e-05,5.107644578216e-01
3613,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.623776739189e-01,8.118883695944e-02,2.000000000000e-01,1.000000000000e+00,9.931789304027e-03,1.340331325737e-04,1.880041753159e-04,0.000000000000e+00,9.961583442894e-18,2.939768397056e-02,1.836571271424e-02,4.699802629485e-03,5.204888973925e-05,5.267919520222e-01
3614,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.623776739189e-01,8.118883695944e-02,5.000000000000e-01,0.000000000000e+00,9.602068425850e-03,5.542783040293e-05,1.880045066976e-04,0.000000000000e+00,1.587663198238e-16,7.349420992640e-02,1.836571271424e-02,4.428328311888e-03,5.204888973925e-05,5.388151682021e-01
3615,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.623776739189e-01,8.118883695944e-02,5.000000000000e-01,1.000000000000e+00,1.092893458471e-02,2.808994721490e-04,1.880054701654e-04,0.000000000000e+00,1.394024569254e-16,7.349420992640e-02,1.836571271424e-02,4.428328311888e-03,5.204888973925e-05,5.948069523555e-01
3616,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.623776739189e-01,8.118883695944e-02,1.000000000000e+00,0.000000000000e+00,9.596376524658e-03,5.603397631686e-05,1.880045270855e-04,0.000000000000e+00,0.000000000000e+00,1.469884198528e-01,1.836571271424e-02,4.012100260355e-03,5.204888973925e-05,5.819150853402e-01
3617,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,1.623776739189e-01,8.118883695944e-02,1.000000000000e+00,1.000000000000e+00,1.336045220580e-02,5.660951728955e-04,1.880111008488e-04,0.000000000000e+00,2.578948150519e-16,1.469884198528e-01,1.836571271424e-02,4.012100260355e-03,5.204888973925e-05,6.997032586507e-01
3618,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.069138081115e-01,1.034569040557e-01,2.000000000000e-01,0.000000000000e+00,1.224108275076e-02,7.016655824069e-05,1.880482086498e-04,0.000000000000e+00,9.466460135758e-17,2.939768397056e-02,1.836571271424e-02,5.988840928495e-03,6.632459822835e-05,5.107588887001e-01
3619,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.069138081115e-01,1.034569040557e-01,2.000000000000e-01,1.000000000000e+00,1.265533914842e-02,1.707123302288e-04,1.880475720935e-04,0.000000000000e+00,6.451145430503e-17,2.939768397056e-02,1.836571271424e-02,5.988840928495e-03,6.632459822835e-05,5.267735729356e-01
3620,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.069138081115e-01,1.034569040557e-01,5.000000000000e-01,0.000000000000e+00,1.223535342135e-02,7.047894344788e-05,1.880482345343e-04,0.000000000000e+00,9.035816740159e-17,7.349420992640e-02,1.836571271424e-02,5.642907996319e-03,6.632459822835e-05,5.388030241553e-01
3621,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.069138081115e-01,1.034569040557e-01,5.000000000000e-01,1.000000000000e+00,1.392438431711e-02,3.577235141265e-04,1.880495069077e-04,4.091093262825e-19,0.000000000000e+00,7.349420992640e-02,1.836571271424e-02,5.642907996319e-03,6.632459822835e-05,5.947463192762e-01
3622,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.069138081115e-01,1.034569040557e-01,1.000000000000e+00,0.000000000000e+00,1.222786086336e-02,7.105634705595e-05,1.880482712432e-04,0.000000000000e+00,0.000000000000e+00,1.469884198528e-01,1.836571271424e-02,5.112519001903e-03,6.632459822835e-05,5.818958803151e-01
3623,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.069138081115e-01,1.034569040557e-01,1.000000000000e+00,1.000000000000e+00,1.701962467105e-02,7.209145035748e-04,1.880584024146e-04,8.180822823147e-19,1.811349092687e-16,1.469884198528e-01,1.836571271424e-02,5.112519001903e-03,6.632459822835e-05,6.996103556503e-01
3624,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.636650898730e-01,1.318325449365e-01,2.000000000000e-01,0.000000000000e+00,1.559836825348e-02,8.935707517126e-05,1.881191949480e-04,0.000000000000e+00,1.539969364511e-16,2.939768397056e-02,1.836571271424e-02,7.631430188536e-03,8.451577645920e-05,5.107545824972e-01
3625,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.636650898730e-01,1.318325449365e-01,2.000000000000e-01,1.000000000000e+00,1.612589255505e-02,2.174520127623e-04,1.881180056208e-04,0.000000000000e+00,5.494297089506e-17,2.939768397056e-02,1.836571271424e-02,7.631430188536e-03,8.451577645920e-05,5.267592065068e-01
3626,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.636650898730e-01,1.318325449365e-01,5.000000000000e-01,0.000000000000e+00,1.559089337022e-02,8.966297653886e-05,1.881192396083e-04,0.000000000000e+00,0.000000000000e+00,7.349420992640e-02,1.836571271424e-02,7.190616506334e-03,8.451577645920e-05,5.387938115163e-01
3627,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.636650898730e-01,1.318325449365e-01,5.000000000000e-01,1.000000000000e+00,1.774142015635e-02,4.556193457804e-04,1.881209334642e-04,0.000000000000e+00,1.719212204753e-16,7.349420992640e-02,1.836571271424e-02,7.190616506334e-03,8.451577645920e-05,5.946989337400e-01
3628,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.636650898730e-01,1.318325449365e-01,1.000000000000e+00,0.000000000000e+00,1.558112797850e-02,9.021761019878e-05,1.881193034302e-04,0.000000000000e+00,6.713334604646e-17,1.469884198528e-01,1.836571271424e-02,6.514755078058e-03,8.451577645920e-05,5.818816784609e-01
3629,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,2.636650898730e-01,1.318325449365e-01,1.000000000000e+00,1.000000000000e+00,2.168243849110e-02,9.181986362059e-04,1.881350620651e-04,0.000000000000e+00,7.114533518563e-17,1.469884198528e-01,1.836571271424e-02,6.514755078058e-03,8.451577645920e-05,6.995377120183e-01
3630,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,3.359818286284e-01,1.679909143142e-01,2.000000000000e-01,0.000000000000e+00,1.987647479853e-02,1.138116799301e-04,1.882344613099e-04,0.000000000000e+00,1.690673357766e-16,2.939768397056e-02,1.836571271424e-02,9.724540594392e-03,1.076963398392e-04,5.107512427149e-01
3631,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,3.359818286284e-01,1.679909143142e-01,2.000000000000e-01,1.000000000000e+00,2.054833349190e-02,2.770114555503e-04,1.882323317009e-04,0.000000000000e+00,1.546302692224e-16,2.939768397056e-02,1.836571271424e-02,9.724540594392e-03,1.076963398392e-04,5.267479672635e-01
3632,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,3.359818286284e-01,1.679909143142e-01,5.000000000000e-01,0.000000000000e+00,1.986678242638e-02,1.141124770596e-04,1.882345370531e-04,0.000000000000e+00,0.000000000000e+00,7.349420992640e-02,1.836571271424e-02,9.162822745805e-03,1.076963398392e-04,5.387867773879e-01
3633,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,3.359818286284e-01,1.679909143142e-01,5.000000000000e-01,1.000000000000e+00,2.260538064804e-02,5.803662442418e-04,1.882368132190e-04,0.000000000000e+00,1.207263267672e-16,7.349420992640e-02,1.836571271424e-02,9.162822745805e-03,1.076963398392e-04,5.946618688503e-01
3634,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,3.359818286284e-01,1.679909143142e-01,1.000000000000e+00,0.000000000000e+00,1.985413784954e-02,1.146491139873e-04,1.882346456800e-04,0.000000000000e+00,5.447784019145e-17,1.469884198528e-01,1.836571271424e-02,8.301589433951e-03,1.076963398392e-04,5.818710690507e-01
3635,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,3.359818286284e-01,1.679909143142e-01,1.000000000000e+00,1.000000000000e+00,2.762416268759e-02,1.169594232904e-03,1.882593522261e-04,0.000000000000e+00,5.585470039885e-17,1.469884198528e-01,1.836571271424e-02,8.301589433951e-03,1.076963398392e-04,6.994808665213e-01
3636,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,4.281332398719e-01,2.140666199360e-01,2.000000000000e-01,0.000000000000e+00,2.532796021783e-02,1.449740497268e-04,1.884216287357e-04,0.000000000000e+00,4.633423441368e-17,2.939768397056e-02,1.836571271424e-02,1.239173882689e-02,1.372347519089e-04,5.107486461478e-01
3637,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,4.281332398719e-01,2.140666199360e-01,2.000000000000e-01,1.000000000000e+00,2.618374056544e-02,3.529067478476e-04,1.884179179009e-04,0.000000000000e+00,6.104826418541e-17,2.939768397056e-02,1.836571271424e-02,1.239173882689e-02,1.372347519089e-04,5.267391686868e-01
3638,,G2_cubesat,1.824968706829e-01,4.379924896391e+00,4.281332398719e-01,2.140666199360e-01,5.000000000000e-01,0.000000000000e+00,2.531544751268e-02,1.452708315595e-04,1.884217557097e-04,0.000000000000e+00,1.286757143596e-16,7.349420992640e-02,1.836571271424e-02,1.167595582341e-02,1.372347519089e-04,5.387813777512e-01
