case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,clearance_threshold_m,base_limit_deg
C0645,target_satellite_v0,3.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C0646,target_satellite_v0,3.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C0647,target_satellite_v0,3.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C0648,target_satellite_v0,3.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C0649,target_satellite_v0,5.0,0.005,0.5,1.0,0.8,0,0.1,5.0
C0650,target_satellite_v0,5.0,0.005,0.5,1.0,0.8,1,0.1,5.0
C0651,target_satellite_v0,5.0,0.005,0.5,1.0,1.0,0,0.1,5.0
C0652,target_satellite_v0,5.0,0.005,0.5,1.0,1.0,1,0.1,5.0
C0653,target_satellite_v0,5.0,0.005,0.5,1.0,1.2,0,0.1,5.0
C0654,target_satellite_v0,5.0,0.005,0.5,1.0,1.2,1,0.1,5.0
C0655,target_satellite_v0,5.0,0.005,0.5,2.0,0.8,0,0.1,5.0
C0656,target_satellite_v0,5.0,0.005,0.5,2.0,0.8,1,0.1,5.0
C0657,target_satellite_v0,5.0,0.005,0.5,2.0,1.0,0,0.1,5.0
C0658,target_satellite_v0,5.0,0.005,0.5,2.0,1.0,1,0.1,5.0
C0659,target_satellite_v0,5.0,0.005,0.5,2.0,1.2,0,0.1,5.0
C0660,target_satellite_v0,5.0,0.005,0.5,2.0,1.2,1,0.1,5.0
C0661,target_satellite_v0,5.0,0.005,0.5,3.0,0.8,0,0.1,5.0
C0662,target_satellite_v0,5.0,0.005,0.5,3.0,0.8,1,0.1,5.0
C0663,target_satellite_v0,5.0,0.005,0.5,3.0,1.0,0,0.1,5.0
C0664,target_satellite_v0,5.0,0.005,0.5,3.0,1.0,1,0.1,5.0
C0665,target_satellite_v0,5.0,0.005,0.5,3.0,1.2,0,0.1,5.0
C0666,target_satellite_v0,5.0,0.005,0.5,3.0,1.2,1,0.1,5.0
C0667,target_satellite_v0,5.0,0.005,1.0,1.0,0.8,0,0.1,5.0
C0668,target_satellite_v0,5.0,0.005,1.0,1.0,0.8,1,0.1,5.0
C0669,target_satellite_v0,5.0,0.005,1.0,1.0,1.0,0,0.1,5.0
C0670,target_satellite_v0,5.0,0.005,1.0,1.0,1.0,1,0.1,5.0
C0671,target_satellite_v0,5.0,0.005,1.0,1.0,1.2,0,0.1,5.0
C0672,target_satellite_v0,5.0,0.005,1.0,1.0,1.2,1,0.1,5.0
C0673,target_satellite_v0,5.0,0.005,1.0,2.0,0.8,0,0.1,5.0
C0674,target_satellite_v0,5.0,0.005,1.0,2.0,0.8,1,0.1,5.0
C0675,target_satellite_v0,5.0,0.005,1.0,2.0,1.0,0,0.1,5.0
C0676,target_satellite_v0,5.0,0.005,1.0,2.0,1.0,1,0.1,5.0
C0677,target_satellite_v0,5.0,0.005,1.0,2.0,1.2,0,0.1,5.0
C0678,target_satellite_v0,5.0,0.005,1.0,2.0,1.2,1,0.1,5.0
C0679,target_satellite_v0,5.0,0.005,1.0,3.0,0.8,0,0.1,5.0
C0680,target_satellite_v0,5.0,0.005,1.0,3.0,0.8,1,0.1,5.0
C0681,target_satellite_v0,5.0,0.005,1.0,3.0,1.0,0,0.1,5.0
C0682,target_satellite_v0,5.0,0.005,1.0,3.0,1.0,1,0.1,5.0
C0683,target_satellite_v0,5.0,0.005,1.0,3.0,1.2,0,0.1,5.0
C0684,target_satellite_v0,5.0,0.005,1.0,3.0,1.2,1,0.1,5.0
C0685,target_satellite_v0,5.0,0.005,1.5,1.0,0.8,0,0.1,5.0
C0686,target_satellite_v0,5.0,0.005,1.5,1.0,0.8,1,0.1,5.0
C0687,target_satellite_v0,5.0,0.005,1.5,1.0,1.0,0,0.1,5.0
C0688,target_satellite_v0,5.0,0.005,1.5,1.0,1.0,1,0.1,5.0
C0689,target_satellite_v0,5.0,0.005,1.5,1.0,1.2,0,0.1,5.0
C0690,target_satellite_v0,5.0,0.005,1.5,1.0,1.2,1,0.1,5.0
C0691,target_satellite_v0,5.0,0.005,1.5,2.0,0.8,0,0.1,5.0
C0692,target_satellite_v0,5.0,0.005,1.5,2.0,0.8,1,0.1,5.0
C0693,target_satellite_v0,5.0,0.005,1.5,2.0,1.0,0,0.1,5.0
C0694,target_satellite_v0,5.0,0.005,1.5,2.0,1.0,1,0.1,5.0
C0695,target_satellite_v0,5.0,0.005,1.5,2.0,1.2,0,0.1,5.0
C0696,target_satellite_v0,5.0,0.005,1.5,2.0,1.2,1,0.1,5.0
C0697,target_satellite_v0,5.0,0.005,1.5,3.0,0.8,0,0.1,5.0
C0698,target_satellite_v0,5.0,0.005,1.5,3.0,0.8,1,0.1,5.0
C0699,target_satellite_v0,5.0,0.005,1.5,3.0,1.0,0,0.1,5.0
C0700,target_satellite_v0,5.0,0.005,1.5,3.0,1.0,1,0.1,5.0
C0701,target_satellite_v0,5.0,0.005,1.5,3.0,1.2,0,0.1,5.0
C0702,target_satellite_v0,5.0,0.005,1.5,3.0,1.2,1,0.1,5.0
C0703,target_satellite_v0,5.0,0.01,0.5,1.0,0.8,0,0.1,5.0
C0704,target_satellite_v0,5.0,0.01,0.5,1.0,0.8,1,0.1,5.0
C0705,target_satellite_v0,5.0,0.01,0.5,1.0,1.0,0,0.1,5.0
C0706,target_satellite_v0,5.0,0.01,0.5,1.0,1.0,1,0.1,5.0
C0707,target_satellite_v0,5.0,0.01,0.5,1.0,1.2,0,0.1,5.0
C0708,target_satellite_v0,5.0,0.01,0.5,1.0,1.2,1,0.1,5.0
C0709,target_satellite_v0,5.0,0.01,0.5,2.0,0.8,0,0.1,5.0
C0710,target_satellite_v0,5.0,0.01,0.5,2.0,0.8,1,0.1,5.0
C0711,target_satellite_v0,5.0,0.01,0.5,2.0,1.0,0,0.1,5.0
C0712,target_satellite_v0,5.0,0.01,0.5,2.0,1.0,1,0.1,5.0
C0713,target_satellite_v0,5.0,0.01,0.5,2.0,1.2,0,0.1,5.0
C0714,target_satellite_v0,5.0,0.01,0.5,2.0,1.2,1,0.1,5.0
C0715,target_satellite_v0,5.0,0.01,0.5,3.0,0.8,0,0.1,5.0
C0716,target_satellite_v0,5.0,0.01,0.5,3.0,0.8,1,0.1,5.0
C0717,target_satellite_v0,5.0,0.01,0.5,3.0,1.0,0,0.1,5.0
C0718,target_satellite_v0,5.0,0.01,0.5,3.0,1.0,1,0.1,5.0
C0719,target_satellite_v0,5.0,0.01,0.5,3.0,1.2,0,0.1,5.0
C0720,target_satellite_v0,5.0,0.01,0.5,3.0,1.2,1,0.1,5.0
C0721,target_satellite_v0,5.0,0.01,1.0,1.0,0.8,0,0.1,5.0
C0722,target_satellite_v0,5.0,0.01,1.0,1.0,0.8,1,0.1,5.0
C0723,target_satellite_v0,5.0,0.01,1.0,1.0,1.0,0,0.1,5.0
C0724,target_satellite_v0,5.0,0.01,1.0,1.0,1.0,1,0.1,5.0
C0725,target_satellite_v0,5.0,0.01,1.0,1.0,1.2,0,0.1,5.0
C0726,target_satellite_v0,5.0,0.01,1.0,1.0,1.2,1,0.1,5.0
C0727,target_satellite_v0,5.0,0.01,1.0,2.0,0.8,0,0.1,5.0
C0728,target_satellite_v0,5.0,0.01,1.0,2.0,0.8,1,0.1,5.0
C0729,target_satellite_v0,5.0,0.01,1.0,2.0,1.0,0,0.1,5.0
C0730,target_satellite_v0,5.0,0.01,1.0,2.0,1.0,1,0.1,5.0
C0731,target_satellite_v0,5.0,0.01,1.0,2.0,1.2,0,0.1,5.0
C0732,target_satellite_v0,5.0,0.01,1.0,2.0,1.2,1,0.1,5.0
C0733,target_satellite_v0,5.0,0.01,1.0,3.0,0.8,0,0.1,5.0
C0734,target_satellite_v0,5.0,0.01,1.0,3.0,0.8,1,0.1,5.0
C0735,target_satellite_v0,5.0,0.01,1.0,3.0,1.0,0,0.1,5.0
C0736,target_satellite_v0,5.0,0.01,1.0,3.0,1.0,1,0.1,5.0
C0737,target_satellite_v0,5.0,0.01,1.0,3.0,1.2,0,0.1,5.0
C0738,target_satellite_v0,5.0,0.01,1.0,3.0,1.2,1,0.1,5.0
C0739,target_satellite_v0,5.0,0.01,1.5,1.0,0.8,0,0.1,5.0
C0740,target_satellite_v0,5.0,0.01,1.5,1.0,0.8,1,0.1,5.0
C0741,target_satellite_v0,5.0,0.01,1.5,1.0,1.0,0,0.1,5.0
C0742,target_satellite_v0,5.0,0.01,1.5,1.0,1.0,1,0.1,5.0
C0743,target_satellite_v0,5.0,0.01,1.5,1.0,1.2,0,0.1,5.0
C0744,target_satellite_v0,5.0,0.01,1.5,1.0,1.2,1,0.1,5.0
C0745,target_satellite_v0,5.0,0.01,1.5,2.0,0.8,0,0.1,5.0
C0746,target_satellite_v0,5.0,0.01,1.5,2.0,0.8,1,0.1,5.0
C0747,target_satellite_v0,5.0,0.01,1.5,2.0,1.0,0,0.1,5.0
C0748,target_satellite_v0,5.0,0.01,1.5,2.0,1.0,1,0.1,5.0
C0749,target_satellite_v0,5.0,0.01,1.5,2.0,1.2,0,0.1,5.0
C0750,target_satellite_v0,5.0,0.01,1.5,2.0,1.2,1,0.1,5.0
C0751,target_satellite_v0,5.0,0.01,1.5,3.0,0.8,0,0.1,5.0
C0752,target_satellite_v0,5.0,0.01,1.5,3.0,0.8,1,0.1,5.0
C0753,target_satellite_v0,5.0,0.01,1.5,3.0,1.0,0,0.1,5.0
C0754,target_satellite_v0,5.0,0.01,1.5,3.0,1.0,1,0.1,5.0
C0755,target_satellite_v0,5.0,0.01,1.5,3.0,1.2,0,0.1,5.0
C0756,target_satellite_v0,5.0,0.01,1.5,3.0,1.2,1,0.1,5.0
C0757,target_satellite_v0,5.0,0.02,0.5,1.0,0.8,0,0.1,5.0
C0758,target_satellite_v0,5.0,0.02,0.5,1.0,0.8,1,0.1,5.0
C0759,target_satellite_v0,5.0,0.02,0.5,1.0,1.0,0,0.1,5.0
C0760,target_satellite_v0,5.0,0.02,0.5,1.0,1.0,1,0.1,5.0
C0761,target_satellite_v0,5.0,0.02,0.5,1.0,1.2,0,0.1,5.0
C0762,target_satellite_v0,5.0,0.02,0.5,1.0,1.2,1,0.1,5.0
C0763,target_satellite_v0,5.0,0.02,0.5,2.0,0.8,0,0.1,5.0
C0764,target_satellite_v0,5.0,0.02,0.5,2.0,0.8,1,0.1,5.0
C0765,target_satellite_v0,5.0,0.02,0.5,2.0,1.0,0,0.1,5.0
C0766,target_satellite_v0,5.0,0.02,0.5,2.0,1.0,1,0.1,5.0
C0767,target_satellite_v0,5.0,0.02,0.5,2.0,1.2,0,0.1,5.0
C0768,target_satellite_v0,5.0,0.02,0.5,2.0,1.2,1,0.1,5.0
C0769,target_satellite_v0,5.0,0.02,0.5,3.0,0.8,0,0.1,5.0
C0770,target_satellite_v0,5.0,0.02,0.5,3.0,0.8,1,0.1,5.0
C0771,target_satellite_v0,5.0,0.02,0.5,3.0,1.0,0,0.1,5.0
C0772,target_satellite_v0,5.0,0.02,0.5,3.0,1.0,1,0.1,5.0
C0773,target_satellite_v0,5.0,0.02,0.5,3.0,1.2,0,0.1,5.0
C0774,target_satellite_v0,5.0,0.02,0.5,3.0,1.2,1,0.1,5.0
C0775,target_satellite_v0,5.0,0.02,1.0,1.0,0.8,0,0.1,5.0
C0776,target_satellite_v0,5.0,0.02,1.0,1.0,0.8,1,0.1,5.0
C0777,target_satellite_v0,5.0,0.02,1.0,1.0,1.0,0,0.1,5.0
C0778,target_satellite_v0,5.0,0.02,1.0,1.0,1.0,1,0.1,5.0
C0779,target_satellite_v0,5.0,0.02,1.0,1.0,1.2,0,0.1,5.0
C0780,target_satellite_v0,5.0,0.02,1.0,1.0,1.2,1,0.1,5.0
C0781,target_satellite_v0,5.0,0.02,1.0,2.0,0.8,0,0.1,5.0
C0782,target_satellite_v0,5.0,0.02,1.0,2.0,0.8,1,0.1,5.0
C0783,target_satellite_v0,5.0,0.02,1.0,2.0,1.0,0,0.1,5.0
C0784,target_satellite_v0,5.0,0.02,1.0,2.0,1.0,1,0.1,5.0
C0785,target_satellite_v0,5.0,0.02,1.0,2.0,1.2,0,0.1,5.0
C0786,target_satellite_v0,5.0,0.02,1.0,2.0,1.2,1,0.1,5.0
C0787,target_satellite_v0,5.0,0.02,1.0,3.0,0.8,0,0.1,5.0
C0788,target_satellite_v0,5.0,0.02,1.0,3.0,0.8,1,0.1,5.0
C0789,target_satellite_v0,5.0,0.02,1.0,3.0,1.0,0,0.1,5.0
C0790,target_satellite_v0,5.0,0.02,1.0,3.0,1.0,1,0.1,5.0
C0791,target_satellite_v0,5.0,0.02,1.0,3.0,1.2,0,0.1,5.0
C0792,target_satellite_v0,5.0,0.02,1.0,3.0,1.2,1,0.1,5.0
C0793,target_satellite_v0,5.0,0.02,1.5,1.0,0.8,0,0.1,5.0
C0794,target_satellite_v0,5.0,0.02,1.5,1.0,0.8,1,0.1,5.0
C0795,target_satellite_v0,5.0,0.02,1.5,1.0,1.0,0,0.1,5.0
C0796,target_satellite_v0,5.0,0.02,1.5,1.0,1.0,1,0.1,5.0
C0797,target_satellite_v0,5.0,0.02,1.5,1.0,1.2,0,0.1,5.0
C0798,target_satellite_v0,5.0,0.02,1.5,1.0,1.2,1,0.1,5.0
C0799,target_satellite_v0,5.0,0.02,1.5,2.0,0.8,0,0.1,5.0
C0800,target_satellite_v0,5.0,0.02,1.5,2.0,0.8,1,0.1,5.0
C0801,target_satellite_v0,5.0,0.02,1.5,2.0,1.0,0,0.1,5.0
C0802,target_satellite_v0,5.0,0.02,1.5,2.0,1.0,1,0.1,5.0
C0803,target_satellite_v0,5.0,0.02,1.5,2.0,1.2,0,0.1,5.0
C0804,target_satellite_v0,5.0,0.02,1.5,2.0,1.2,1,0.1,5.0
C0805,target_satellite_v0,5.0,0.02,1.5,3.0,0.8,0,0.1,5.0
C0806,target_satellite_v0,5.0,0.02,1.5,3.0,0.8,1,0.1,5.0
C0807,target_satellite_v0,5.0,0.02,1.5,3.0,1.0,0,0.1,5.0
C0808,target_satellite_v0,5.0,0.02,1.5,3.0,1.0,1,0.1,5.0
C0809,target_satellite_v0,5.0,0.02,1.5,3.0,1.2,0,0.1,5.0
C0810,target_satellite_v0,5.0,0.02,1.5,3.0,1.2,1,0.1,5.0
C0811,target_debris_v0,0.5,0.005,0.5,1.0,0.8,0,0.1,5.0
C0812,target_debris_v0,0.5,0.005,0.5,1.0,0.8,1,0.1,5.0
C0813,target_debris_v0,0.5,0.005,0.5,1.0,1.0,0,0.1,5.0
C0814,target_debris_v0,0.5,0.005,0.5,1.0,1.0,1,0.1,5.0
C0815,target_debris_v0,0.5,0.005,0.5,1.0,1.2,0,0.1,5.0
C0816,target_debris_v0,0.5,0.005,0.5,1.0,1.2,1,0.1,5.0
C0817,target_debris_v0,0.5,0.005,0.5,2.0,0.8,0,0.1,5.0
C0818,target_debris_v0,0.5,0.005,0.5,2.0,0.8,1,0.1,5.0
C0819,target_debris_v0,0.5,0.005,0.5,2.0,1.0,0,0.1,5.0
C0820,target_debris_v0,0.5,0.005,0.5,2.0,1.0,1,0.1,5.0
C0821,target_debris_v0,0.5,0.005,0.5,2.0,1.2,0,0.1,5.0
C0822,target_debris_v0,0.5,0.005,0.5,2.0,1.2,1,0.1,5.0
C0823,target_debris_v0,0.5,0.005,0.5,3.0,0.8,0,0.1,5.0
C0824,target_debris_v0,0.5,0.005,0.5,3.0,0.8,1,0.1,5.0
C0825,target_debris_v0,0.5,0.005,0.5,3.0,1.0,0,0.1,5.0
C0826,target_debris_v0,0.5,0.005,0.5,3.0,1.0,1,0.1,5.0
C0827,target_debris_v0,0.5,0.005,0.5,3.0,1.2,0,0.1,5.0
C0828,target_debris_v0,0.5,0.005,0.5,3.0,1.2,1,0.1,5.0
C0829,target_debris_v0,0.5,0.005,1.0,1.0,0.8,0,0.1,5.0
C0830,target_debris_v0,0.5,0.005,1.0,1.0,0.8,1,0.1,5.0
C0831,target_debris_v0,0.5,0.005,1.0,1.0,1.0,0,0.1,5.0
C0832,target_debris_v0,0.5,0.005,1.0,1.0,1.0,1,0.1,5.0
C0833,target_debris_v0,0.5,0.005,1.0,1.0,1.2,0,0.1,5.0
C0834,target_debris_v0,0.5,0.005,1.0,1.0,1.2,1,0.1,5.0
C0835,target_debris_v0,0.5,0.005,1.0,2.0,0.8,0,0.1,5.0
C0836,target_debris_v0,0.5,0.005,1.0,2.0,0.8,1,0.1,5.0
C0837,target_debris_v0,0.5,0.005,1.0,2.0,1.0,0,0.1,5.0
C0838,target_debris_v0,0.5,0.005,1.0,2.0,1.0,1,0.1,5.0
C0839,target_debris_v0,0.5,0.005,1.0,2.0,1.2,0,0.1,5.0
C0840,target_debris_v0,0.5,0.005,1.0,2.0,1.2,1,0.1,5.0
C0841,target_debris_v0,0.5,0.005,1.0,3.0,0.8,0,0.1,5.0
C0842,target_debris_v0,0.5,0.005,1.0,3.0,0.8,1,0.1,5.0
C0843,target_debris_v0,0.5,0.005,1.0,3.0,1.0,0,0.1,5.0
C0844,target_debris_v0,0.5,0.005,1.0,3.0,1.0,1,0.1,5.0
C0845,target_debris_v0,0.5,0.005,1.0,3.0,1.2,0,0.1,5.0
C0846,target_debris_v0,0.5,0.005,1.0,3.0,1.2,1,0.1,5.0
C0847,target_debris_v0,0.5,0.005,1.5,1.0,0.8,0,0.1,5.0
C0848,target_debris_v0,0.5,0.005,1.5,1.0,0.8,1,0.1,5.0
C0849,target_debris_v0,0.5,0.005,1.5,1.0,1.0,0,0.1,5.0
C0850,target_debris_v0,0.5,0.005,1.5,1.0,1.0,1,0.1,5.0
C0851,target_debris_v0,0.5,0.005,1.5,1.0,1.2,0,0.1,5.0
C0852,target_debris_v0,0.5,0.005,1.5,1.0,1.2,1,0.1,5.0
C0853,target_debris_v0,0.5,0.005,1.5,2.0,0.8,0,0.1,5.0
C0854,target_debris_v0,0.5,0.005,1.5,2.0,0.8,1,0.1,5.0
C0855,target_debris_v0,0.5,0.005,1.5,2.0,1.0,0,0.1,5.0
C0856,target_debris_v0,0.5,0.005,1.5,2.0,1.0,1,0.1,5.0
C0857,target_debris_v0,0.5,0.005,1.5,2.0,1.2,0,0.1,5.0
C0858,target_debris_v0,0.5,0.005,1.5,2.0,1.2,1,0.1,5.0
C0859,target_debris_v0,0.5,0.005,1.5,3.0,0.8,0,0.1,5.0
C0860,target_debris_v0,0.5,0.005,1.5,3.0,0.8,1,0.1,5.0
C0861,target_debris_v0,0.5,0.005,1.5,3.0,1.0,0,0.1,5.0
C0862,target_debris_v0,0.5,0.005,1.5,3.0,1.0,1,0.1,5.0
C0863,target_debris_v0,0.5,0.005,1.5,3.0,1.2,0,0.1,5.0
C0864,target_debris_v0,0.5,0.005,1.5,3.0,1.2,1,0.1,5.0
C0865,target_debris_v0,0.5,0.01,0.5,1.0,0.8,0,0.1,5.0
C0866,target_debris_v0,0.5,0.01,0.5,1.0,0.8,1,0.1,5.0
C0867,target_debris_v0,0.5,0.01,0.5,1.0,1.0,0,0.1,5.0
C0868,target_debris_v0,0.5,0.01,0.5,1.0,1.0,1,0.1,5.0
C0869,target_debris_v0,0.5,0.01,0.5,1.0,1.2,0,0.1,5.0
C0870,target_debris_v0,0.5,0.01,0.5,1.0,1.2,1,0.1,5.0
C0871,target_debris_v0,0.5,0.01,0.5,2.0,0.8,0,0.1,5.0
C0872,target_debris_v0,0.5,0.01,0.5,2.0,0.8,1,0.1,5.0
C0873,target_debris_v0,0.5,0.01,0.5,2.0,1.0,0,0.1,5.0
C0874,target_debris_v0,0.5,0.01,0.5,2.0,1.0,1,0.1,5.0
C0875,target_debris_v0,0.5,0.01,0.5,2.0,1.2,0,0.1,5.0
C0876,target_debris_v0,0.5,0.01,0.5,2.0,1.2,1,0.1,5.0
C0877,target_debris_v0,0.5,0.01,0.5,3.0,0.8,0,0.1,5.0
C0878,target_debris_v0,0.5,0.01,0.5,3.0,0.8,1,0.1,5.0
C0879,target_debris_v0,0.5,0.01,0.5,3.0,1.0,0,0.1,5.0
C0880,target_debris_v0,0.5,0.01,0.5,3.0,1.0,1,0.1,5.0
C0881,target_debris_v0,0.5,0.01,0.5,3.0,1.2,0,0.1,5.0
C0882,target_debris_v0,0.5,0.01,0.5,3.0,1.2,1,0.1,5.0
C0883,target_debris_v0,0.5,0.01,1.0,1.0,0.8,0,0.1,5.0
C0884,target_debris_v0,0.5,0.01,1.0,1.0,0.8,1,0.1,5.0
C0885,target_debris_v0,0.5,0.01,1.0,1.0,1.0,0,0.1,5.0
C0886,target_debris_v0,0.5,0.01,1.0,1.0,1.0,1,0.1,5.0
C0887,target_debris_v0,0.5,0.01,1.0,1.0,1.2,0,0.1,5.0
C0888,target_debris_v0,0.5,0.01,1.0,1.0,1.2,1,0.1,5.0
C0889,target_debris_v0,0.5,0.01,1.0,2.0,0.8,0,0.1,5.0
C0890,target_debris_v0,0.5,0.01,1.0,2.0,0.8,1,0.1,5.0
C0891,target_debris_v0,0.5,0.01,1.0,2.0,1.0,0,0.1,5.0
C0892,target_debris_v0,0.5,0.01,1.0,2.0,1.0,1,0.1,5.0
C0893,target_debris_v0,0.5,0.01,1.0,2.0,1.2,0,0.1,5.0
C0894,target_debris_v0,0.5,0.01,1.0,2.0,1.2,1,0.1,5.0
C0895,target_debris_v0,0.5,0.01,1.0,3.0,0.8,0,0.1,5.0
C0896,target_debris_v0,0.5,0.01,1.0,3.0,0.8,1,0.1,5.0
C0897,target_debris_v0,0.5,0.01,1.0,3.0,1.0,0,0.1,5.0
C0898,target_debris_v0,0.5,0.01,1.0,3.0,1.0,1,0.1,5.0
C0899,target_debris_v0,0.5,0.01,1.0,3.0,1.2,0,0.1,5.0
C0900,target_debris_v0,0.5,0.01,1.0,3.0,1.2,1,0.1,5.0
C0901,target_debris_v0,0.5,0.01,1.5,1.0,0.8,0,0.1,5.0
C0902,target_debris_v0,0.5,0.01,1.5,1.0,0.8,1,0.1,5.0
C0903,target_debris_v0,0.5,0.01,1.5,1.0,1.0,0,0.1,5.0
C0904,target_debris_v0,0.5,0.01,1.5,1.0,1.0,1,0.1,5.0
C0905,target_debris_v0,0.5,0.01,1.5,1.0,1.2,0,0.1,5.0
C0906,target_debris_v0,0.5,0.01,1.5,1.0,1.2,1,0.1,5.0
C0907,target_debris_v0,0.5,0.01,1.5,2.0,0.8,0,0.1,5.0
C0908,target_debris_v0,0.5,0.01,1.5,2.0,0.8,1,0.1,5.0
C0909,target_debris_v0,0.5,0.01,1.5,2.0,1.0,0,0.1,5.0
C0910,target_debris_v0,0.5,0.01,1.5,2.0,1.0,1,0.1,5.0
C0911,target_debris_v0,0.5,0.01,1.5,2.0,1.2,0,0.1,5.0
C0912,target_debris_v0,0.5,0.01,1.5,2.0,1.2,1,0.1,5.0
C0913,target_debris_v0,0.5,0.01,1.5,3.0,0.8,0,0.1,5.0
C0914,target_debris_v0,0.5,0.01,1.5,3.0,0.8,1,0.1,5.0
C0915,target_debris_v0,0.5,0.01,1.5,3.0,1.0,0,0.1,5.0
C0916,target_debris_v0,0.5,0.01,1.5,3.0,1.0,1,0.1,5.0
C0917,target_debris_v0,0.5,0.01,1.5,3.0,1.2,0,0.1,5.0
C0918,target_debris_v0,0.5,0.01,1.5,3.0,1.2,1,0.1,5.0
C0919,target_debris_v0,0.5,0.02,0.5,1.0,0.8,0,0.1,5.0
C0920,target_debris_v0,0.5,0.02,0.5,1.0,0.8,1,0.1,5.0
C0921,target_debris_v0,0.5,0.02,0.5,1.0,1.0,0,0.1,5.0
C0922,target_debris_v0,0.5,0.02,0.5,1.0,1.0,1,0.1,5.0
C0923,target_debris_v0,0.5,0.02,0.5,1.0,1.2,0,0.1,5.0
C0924,target_debris_v0,0.5,0.02,0.5,1.0,1.2,1,0.1,5.0
C0925,target_debris_v0,0.5,0.02,0.5,2.0,0.8,0,0.1,5.0
C0926,target_debris_v0,0.5,0.02,0.5,2.0,0.8,1,0.1,5.0
C0927,target_debris_v0,0.5,0.02,0.5,2.0,1.0,0,0.1,5.0
C0928,target_debris_v0,0.5,0.02,0.5,2.0,1.0,1,0.1,5.0
C0929,target_debris_v0,0.5,0.02,0.5,2.0,1.2,0,0.1,5.0
C0930,target_debris_v0,0.5,0.02,0.5,2.0,1.2,1,0.1,5.0
C0931,target_debris_v0,0.5,0.02,0.5,3.0,0.8,0,0.1,5.0
C0932,target_debris_v0,0.5,0.02,0.5,3.0,0.8,1,0.1,5.0
C0933,target_debris_v0,0.5,0.02,0.5,3.0,1.0,0,0.1,5.0
C0934,target_debris_v0,0.5,0.02,0.5,3.0,1.0,1,0.1,5.0
C0935,target_debris_v0,0.5,0.02,0.5,3.0,1.2,0,0.1,5.0
C0936,target_debris_v0,0.5,0.02,0.5,3.0,1.2,1,0.1,5.0
C0937,target_debris_v0,0.5,0.02,1.0,1.0,0.8,0,0.1,5.0
C0938,target_debris_v0,0.5,0.02,1.0,1.0,0.8,1,0.1,5.0
C0939,target_debris_v0,0.5,0.02,1.0,1.0,1.0,0,0.1,5.0
C0940,target_debris_v0,0.5,0.02,1.0,1.0,1.0,1,0.1,5.0
C0941,target_debris_v0,0.5,0.02,1.0,1.0,1.2,0,0.1,5.0
C0942,target_debris_v0,0.5,0.02,1.0,1.0,1.2,1,0.1,5.0
C0943,target_debris_v0,0.5,0.02,1.0,2.0,0.8,0,0.1,5.0
C0944,target_debris_v0,0.5,0.02,1.0,2.0,0.8,1,0.1,5.0
C0945,target_debris_v0,0.5,0.02,1.0,2.0,1.0,0,0.1,5.0
C0946,target_debris_v0,0.5,0.02,1.0,2.0,1.0,1,0.1,5.0
C0947,target_debris_v0,0.5,0.02,1.0,2.0,1.2,0,0.1,5.0
C0948,target_debris_v0,0.5,0.02,1.0,2.0,1.2,1,0.1,5.0
C0949,target_debris_v0,0.5,0.02,1.0,3.0,0.8,0,0.1,5.0
C0950,target_debris_v0,0.5,0.02,1.0,3.0,0.8,1,0.1,5.0
C0951,target_debris_v0,0.5,0.02,1.0,3.0,1.0,0,0.1,5.0
C0952,target_debris_v0,0.5,0.02,1.0,3.0,1.0,1,0.1,5.0
C0953,target_debris_v0,0.5,0.02,1.0,3.0,1.2,0,0.1,5.0
C0954,target_debris_v0,0.5,0.02,1.0,3.0,1.2,1,0.1,5.0
C0955,target_debris_v0,0.5,0.02,1.5,1.0,0.8,0,0.1,5.0
C0956,target_debris_v0,0.5,0.02,1.5,1.0,0.8,1,0.1,5.0
C0957,target_debris_v0,0.5,0.02,1.5,1.0,1.0,0,0.1,5.0
C0958,target_debris_v0,0.5,0.02,1.5,1.0,1.0,1,0.1,5.0
C0959,target_debris_v0,0.5,0.02,1.5,1.0,1.2,0,0.1,5.0
C0960,target_debris_v0,0.5,0.02,1.5,1.0,1.2,1,0.1,5.0
C0961,target_debris_v0,0.5,0.02,1.5,2.0,0.8,0,0.1,5.0
C0962,target_debris_v0,0.5,0.02,1.5,2.0,0.8,1,0.1,5.0
C0963,target_debris_v0,0.5,0.02,1.5,2.0,1.0,0,0.1,5.0
C0964,target_debris_v0,0.5,0.02,1.5,2.0,1.0,1,0.1,5.0
C0965,target_debris_v0,0.5,0.02,1.5,2.0,1.2,0,0.1,5.0
C0966,target_debris_v0,0.5,0.02,1.5,2.0,1.2,1,0.1,5.0
C0967,target_debris_v0,0.5,0.02,1.5,3.0,0.8,0,0.1,5.0
C0968,target_debris_v0,0.5,0.02,1.5,3.0,0.8,1,0.1,5.0
C0969,target_debris_v0,0.5,0.02,1.5,3.0,1.0,0,0.1,5.0
C0970,target_debris_v0,0.5,0.02,1.5,3.0,1.0,1,0.1,5.0
C0971,target_debris_v0,0.5,0.02,1.5,3.0,1.2,0,0.1,5.0
