path,depth,owner_domain,primary_role,secondary_roles,responsibility,disposition,physical_move_executed,physical_move_allowed_by_this_plan,classification_scope,nested_mixed_contents,reference_guard,navigation_group,evidence_basis,confidence
20_engineering/stage1_spacecraft_layout,2,20_engineering,SOURCE_DEPENDENCY,,早期布局/坐标/预算及仍被模型读取的参考,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/system_design,2,20_engineering,SOURCE_DEPENDENCY,,系统定义与归档结构合同,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
20_engineering/WP05_SW_20260907,2,20_engineering,SOURCE_DEPENDENCY,,accepted B601原生导入与STEP来源，后续native谱系引用,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,20_engineering/README.md; R6H source locks/native tree,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation,1,30_simulation,IMMUTABLE_EVIDENCE,,自包含模型/源码/测试与原始裁决；活动分支不覆盖冻结结果,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/asm_00_interface_preflight,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/common,2,30_simulation,SOURCE_DEPENDENCY,,共享计算源码或知识导航，不归档删除其消费者所需入口,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/control_01_end_effector_tracking,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/control_02_base_attitude,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/control_r2_integrated_candidate,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/current_r2_digital_host_capture_data_v1,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/dynamics_control_prebind_r1,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e15_ancf_certification,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e15_core_coverage,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e16_sync_capture,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e17_b601_mission_trajectory_candidates,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e18_b601_mission_input_branches,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e19_b601_mission_branch_diagnostic_evaluation,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e20_b601_independent_mass_branch_coupled_diagnostics,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e21_m7_r2_arm_placement_rigid_coupled_diagnostics,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e22_r2_full_flex_coupled_diagnostics,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/e23_r2_full_flex_coupled_recert,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/module_cards,2,30_simulation,SOURCE_DEPENDENCY,,共享计算源码或知识导航，不归档删除其消费者所需入口,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/r2_control_engineering_closure,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/r2_dynamics_control_system_closure,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/r2_dynamics_engineering_closure,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/r2_mujoco_free_floating_precontact_v1,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/safety_00_runtime_gate,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_01_free_flight,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_02_target_tumble,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_03_arm_reaction,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_04_capture_corridor,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_05_free_floating_arm,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_06_capture_impulse,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_07_ancf_flexible,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_08_detumble_actuator_budget,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_09_grasp_evaluator,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_10_mission_feasibility,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_11_coupled_dynamics,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_12_strategy_feasibility,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_13_physics_gated_embodied_grasping,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_13_viability_extension_r1,2,30_simulation,ACTIVE_RESEARCH,SOURCE_DEPENDENCY;IMMUTABLE_EVIDENCE,现存候选/混合谱系工作模块；内部src/tests/results及旧失败整体原位保留,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,ACTIVE_RESEARCH,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_14_m4_digital_prototype_grasping,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
30_simulation/sim_15_m5_geometry_gated_grasping,2,30_simulation,IMMUTABLE_EVIDENCE,,具名模型/冻结基线/独立诊断的源码、输入、结果和Gate一并保留；不在本轮科学复审,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,30_simulation/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
40_evidence,1,40_evidence,IMMUTABLE_EVIDENCE,,跨模块图表/媒体/诊断与冻结展示副本,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,40_evidence/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
40_evidence/artifacts,2,40_evidence,IMMUTABLE_EVIDENCE,,展示/诊断/汇总按来源和日期保留；不是可一概重建删除的缓存,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,40_evidence/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
40_evidence/c1_evidence,2,40_evidence,IMMUTABLE_EVIDENCE,,展示/诊断/汇总按来源和日期保留；不是可一概重建删除的缓存,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,40_evidence/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
40_evidence/tables,2,40_evidence,IMMUTABLE_EVIDENCE,,展示/诊断/汇总按来源和日期保留；不是可一概重建删除的缓存,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,IMMUTABLE_EVIDENCE,40_evidence/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
50_literature,1,50_literature,SOURCE_DEPENDENCY,,统一题录、阅读卡、全文与来源,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,50_literature/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
50_literature/pdf,2,50_literature,LOCAL_PRIVATE,,本地全文来源；许可未逐件核清前不公开整树，保留manifest关联,KEEP_PRIVATE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,LOCAL_PRIVATE,50_literature/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
50_literature/references,2,50_literature,SOURCE_DEPENDENCY,,题录/阅读卡/核验与来源主清单,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,50_literature/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools,1,70_tools,REGENERABLE_TOOL,,索引、导航、展示和环境工具；源码不等于可删除生成物,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,REGENERABLE_TOOL,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools/current_authority_index,2,70_tools,SOURCE_DEPENDENCY,,索引/展示/环境源码和测试，重建派生物所需；不将源码误列可删缓存,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools/legacy_f3r2_root_scripts,2,70_tools,HISTORICAL_RETAIN,,历史工具源码和运行回执，仍有绑定关系；逻辑归档原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,HISTORICAL_RETAIN,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools/mechanical_asset_index,2,70_tools,SOURCE_DEPENDENCY,,索引/展示/环境源码和测试，重建派生物所需；不将源码误列可删缓存,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools/preauthorization_readiness,2,70_tools,HISTORICAL_RETAIN,,历史工具源码和运行回执，仍有绑定关系；逻辑归档原位保留,LOGICAL_ARCHIVE_IN_PLACE,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,HISTORICAL_RETAIN,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools/project_visualization,2,70_tools,SOURCE_DEPENDENCY,,索引/展示/环境源码和测试，重建派生物所需；不将源码误列可删缓存,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
70_tools/research_dashboard,2,70_tools,SOURCE_DEPENDENCY,,索引/展示/环境源码和测试，重建派生物所需；不将源码误列可删缓存,KEEP_IN_PLACE_WITH_ROLE_INDEX,False,False,DIRECTORY_PURPOSE_NOT_FILE_DISPOSAL,True,No relocation/deletion from directory name; preserve hash pins/imports/native refs/Git metadata; explicit file-level allowlist required,SOURCE_DEPENDENCY,70_tools/README.md,ROLE_FROM_README_AND_CURRENT_ENTRY
