wire_id,active,from_endpoint,from_ref_pin,from_MPN,from_housing,from_contact,to_endpoint,to_ref_pin,to_MPN,to_housing,to_contact,net,identity,voltage_V,current_A,wire_MPN,AWG,cut_length_mm,cut_tolerance_mm,strip_start_mm,strip_end_mm,shield,shield_termination,protection,missing_fields,source,manufacturing_release
PV3_15,True,PV_BRANCH_3.BLOCKED_POS,U14.BLOCKED_POS,,,,ACU.X1.TFM.15,U1.X1.TFM.15,,,,WP10_LEGACY_054,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV3_15""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV3_RET14,True,PV_BRANCH_3.RET,U14.RET,,,,ACU.X1.TFM.14,U1.X1.TFM.14,,,,WP10_LEGACY_055,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV3_RET14""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV3_RET16,True,PV_BRANCH_3.RET,U14.RET,,,,ACU.X1.TFM.16,U1.X1.TFM.16,,,,WP10_LEGACY_055,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV3_RET16""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_17,True,PV_BRANCH_4.BLOCKED_POS,U15.BLOCKED_POS,,,,ACU.X1.TFM.17,U1.X1.TFM.17,,,,WP10_LEGACY_056,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_17""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_19,True,PV_BRANCH_4.BLOCKED_POS,U15.BLOCKED_POS,,,,ACU.X1.TFM.19,U1.X1.TFM.19,,,,WP10_LEGACY_056,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_19""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_21,True,PV_BRANCH_4.BLOCKED_POS,U15.BLOCKED_POS,,,,ACU.X1.TFM.21,U1.X1.TFM.21,,,,WP10_LEGACY_056,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_21""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_23,True,PV_BRANCH_4.BLOCKED_POS,U15.BLOCKED_POS,,,,ACU.X1.TFM.23,U1.X1.TFM.23,,,,WP10_LEGACY_056,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_23""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_RET18,True,PV_BRANCH_4.RET,U15.RET,,,,ACU.X1.TFM.18,U1.X1.TFM.18,,,,WP10_LEGACY_057,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_RET18""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_RET20,True,PV_BRANCH_4.RET,U15.RET,,,,ACU.X1.TFM.20,U1.X1.TFM.20,,,,WP10_LEGACY_057,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_RET20""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_RET22,True,PV_BRANCH_4.RET,U15.RET,,,,ACU.X1.TFM.22,U1.X1.TFM.22,,,,WP10_LEGACY_057,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_RET22""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV4_RET24,True,PV_BRANCH_4.RET,U15.RET,,,,ACU.X1.TFM.24,U1.X1.TFM.24,,,,WP10_LEGACY_057,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV4_RET24""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV5_25,True,PV_BRANCH_5.BLOCKED_POS,U16.BLOCKED_POS,,,,ACU.X1.TFM.25,U1.X1.TFM.25,,,,WP10_LEGACY_059,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV5_25""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV5_27,True,PV_BRANCH_5.BLOCKED_POS,U16.BLOCKED_POS,,,,ACU.X1.TFM.27,U1.X1.TFM.27,,,,WP10_LEGACY_059,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV5_27""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV5_29,True,PV_BRANCH_5.BLOCKED_POS,U16.BLOCKED_POS,,,,ACU.X1.TFM.29,U1.X1.TFM.29,,,,WP10_LEGACY_059,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV5_29""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV5_RET26,True,PV_BRANCH_5.RET,U16.RET,,,,ACU.X1.TFM.26,U1.X1.TFM.26,,,,WP10_LEGACY_060,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV5_RET26""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV5_RET28,True,PV_BRANCH_5.RET,U16.RET,,,,ACU.X1.TFM.28,U1.X1.TFM.28,,,,WP10_LEGACY_060,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV5_RET28""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
PV5_RET30,True,PV_BRANCH_5.RET,U16.RET,,,,ACU.X1.TFM.30,U1.X1.TFM.30,,,,WP10_LEGACY_060,ORBIT_ARRAY_INTERFACE_REQUIREMENT_NOT_GROUND_ENERGISED,,,,,,,,,,,Per-string blocking diode required; selected diode/array topology not bound,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""PV5_RET30""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
RBF,True,FPP.RBF_JUMPER,U6.RBF_JUMPER,,,,DOCK.P14.6,U5.P14.6,,,,WP10_LEGACY_077,GROUND_ENGINEERING_CANDIDATE,,,,,,,,,,,,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""RBF""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
DEARM,True,FPP.DEARM_JUMPER,U6.DEARM_JUMPER,,,,DOCK.P14.7,U5.P14.7,,,,WP10_LEGACY_078,GROUND_ENGINEERING_CANDIDATE,,,,,,,,,,,,"[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""DEARM""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
K1_COILP,True,STOPBOARD.J104.1,J104.1,430450200,,,K1.X1(+),U7.X1(+),,,,WP10_STOP_24V,GROUND_ENGINEERING_CANDIDATE,24,,,,,,,,,,"F202 -> AUX eFuse -> isolated THN; current, timing, coil suppression and fault coordination require measured contract","[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""K1_COILP""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
K1_COILR,True,K1.X2(-),U7.X2(-),,,,STOPBOARD.J104.2,J104.2,430450200,,,WP10_LEGACY_080,GROUND_ENGINEERING_CANDIDATE,,,,,,,,,,,"F202 -> AUX eFuse -> isolated THN; current, timing, coil suppression and fault coordination require measured contract","[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""K1_COILR""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
K1_FB1,True,K1.T1,U7.T1,,,,STOPBOARD.J105.2,J105.2,436500200,,,WP10_LEGACY_079,GROUND_ENGINEERING_CANDIDATE,,,,,,,,,,,"F202 -> AUX eFuse -> isolated THN; current, timing, coil suppression and fault coordination require measured contract","[""wire_MPN"", ""load_current_A"", ""cut_length_mm"", ""cut_length_tolerance_mm"", ""strip_start_mm"", ""strip_end_mm"", ""shield"", ""shield_termination"", ""remote_termination_or_crimp_process"", ""protection_coordination"", ""installed_temperature"", ""as_built_continuity_insulation"", ""mounted_mating_endpoint_and_route""]","[{""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\ecad\\MASTER_FROM_TO.csv"", ""wire_id"": ""K1_FB1""}, {""path"": ""F:\\China Graduate Future Flight Vehicle Innovation Competition\\01_project\\competition\\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\\runs\\wp10_mechatronic_closure_20260908\\implementation\\results\\stop_v36\\pcb\\thermal_filter_20260916\\native_20260916_a\\wp10_system.xml""}]",False
