target,tumble_dps,H_Nms,t_detumble_s,lever_m,torque_Nm,thruster_force_N,total_impulse_Ns,isp_class,propellant_g
target_satellite_v0,0.5,0.0025,900.0,0.05,3e-06,2.8e-05,0.0499,cold_gas_60s,0.0848
target_satellite_v0,0.5,0.0025,900.0,0.05,3e-06,2.8e-05,0.0499,green_mono_220s,0.0231
target_satellite_v0,0.5,0.0025,900.0,0.1,3e-06,1.4e-05,0.025,cold_gas_60s,0.0424
target_satellite_v0,0.5,0.0025,900.0,0.1,3e-06,1.4e-05,0.025,green_mono_220s,0.0116
target_satellite_v0,0.5,0.0025,900.0,0.17,3e-06,8e-06,0.0147,cold_gas_60s,0.025
target_satellite_v0,0.5,0.0025,900.0,0.17,3e-06,8e-06,0.0147,green_mono_220s,0.0068
target_satellite_v0,0.5,0.0025,3600.0,0.05,1e-06,7e-06,0.0499,cold_gas_60s,0.0848
target_satellite_v0,0.5,0.0025,3600.0,0.05,1e-06,7e-06,0.0499,green_mono_220s,0.0231
target_satellite_v0,0.5,0.0025,3600.0,0.1,1e-06,3e-06,0.025,cold_gas_60s,0.0424
target_satellite_v0,0.5,0.0025,3600.0,0.1,1e-06,3e-06,0.025,green_mono_220s,0.0116
target_satellite_v0,0.5,0.0025,3600.0,0.17,1e-06,2e-06,0.0147,cold_gas_60s,0.025
target_satellite_v0,0.5,0.0025,3600.0,0.17,1e-06,2e-06,0.0147,green_mono_220s,0.0068
target_satellite_v0,0.75,0.00374,60.0,0.05,6.2e-05,0.000624,0.0748,cold_gas_60s,0.1272
target_satellite_v0,0.75,0.00374,60.0,0.05,6.2e-05,0.000624,0.0748,green_mono_220s,0.0347
target_satellite_v0,0.75,0.00374,60.0,0.1,6.2e-05,0.000312,0.0374,cold_gas_60s,0.0636
target_satellite_v0,0.75,0.00374,60.0,0.1,6.2e-05,0.000312,0.0374,green_mono_220s,0.0173
target_satellite_v0,0.75,0.00374,60.0,0.17,6.2e-05,0.000183,0.022,cold_gas_60s,0.0374
target_satellite_v0,0.75,0.00374,60.0,0.17,6.2e-05,0.000183,0.022,green_mono_220s,0.0102
target_satellite_v0,0.75,0.00374,300.0,0.05,1.2e-05,0.000125,0.0748,cold_gas_60s,0.1272
target_satellite_v0,0.75,0.00374,300.0,0.05,1.2e-05,0.000125,0.0748,green_mono_220s,0.0347
target_satellite_v0,0.75,0.00374,300.0,0.1,1.2e-05,6.2e-05,0.0374,cold_gas_60s,0.0636
target_satellite_v0,0.75,0.00374,300.0,0.1,1.2e-05,6.2e-05,0.0374,green_mono_220s,0.0173
target_satellite_v0,0.75,0.00374,300.0,0.17,1.2e-05,3.7e-05,0.022,cold_gas_60s,0.0374
target_satellite_v0,0.75,0.00374,300.0,0.17,1.2e-05,3.7e-05,0.022,green_mono_220s,0.0102
target_satellite_v0,0.75,0.00374,900.0,0.05,4e-06,4.2e-05,0.0748,cold_gas_60s,0.1272
target_satellite_v0,0.75,0.00374,900.0,0.05,4e-06,4.2e-05,0.0748,green_mono_220s,0.0347
target_satellite_v0,0.75,0.00374,900.0,0.1,4e-06,2.1e-05,0.0374,cold_gas_60s,0.0636
target_satellite_v0,0.75,0.00374,900.0,0.1,4e-06,2.1e-05,0.0374,green_mono_220s,0.0173
target_satellite_v0,0.75,0.00374,900.0,0.17,4e-06,1.2e-05,0.022,cold_gas_60s,0.0374
target_satellite_v0,0.75,0.00374,900.0,0.17,4e-06,1.2e-05,0.022,green_mono_220s,0.0102
target_satellite_v0,0.75,0.00374,3600.0,0.05,1e-06,1e-05,0.0748,cold_gas_60s,0.1272
target_satellite_v0,0.75,0.00374,3600.0,0.05,1e-06,1e-05,0.0748,green_mono_220s,0.0347
target_satellite_v0,0.75,0.00374,3600.0,0.1,1e-06,5e-06,0.0374,cold_gas_60s,0.0636
target_satellite_v0,0.75,0.00374,3600.0,0.1,1e-06,5e-06,0.0374,green_mono_220s,0.0173
target_satellite_v0,0.75,0.00374,3600.0,0.17,1e-06,3e-06,0.022,cold_gas_60s,0.0374
target_satellite_v0,0.75,0.00374,3600.0,0.17,1e-06,3e-06,0.022,green_mono_220s,0.0102
target_satellite_v0,1.0,0.00499,60.0,0.05,8.3e-05,0.000831,0.0997,cold_gas_60s,0.1695
target_satellite_v0,1.0,0.00499,60.0,0.05,8.3e-05,0.000831,0.0997,green_mono_220s,0.0462
target_satellite_v0,1.0,0.00499,60.0,0.1,8.3e-05,0.000416,0.0499,cold_gas_60s,0.0848
target_satellite_v0,1.0,0.00499,60.0,0.1,8.3e-05,0.000416,0.0499,green_mono_220s,0.0231
target_satellite_v0,1.0,0.00499,60.0,0.17,8.3e-05,0.000244,0.0293,cold_gas_60s,0.0499
target_satellite_v0,1.0,0.00499,60.0,0.17,8.3e-05,0.000244,0.0293,green_mono_220s,0.0136
target_satellite_v0,1.0,0.00499,300.0,0.05,1.7e-05,0.000166,0.0997,cold_gas_60s,0.1695
target_satellite_v0,1.0,0.00499,300.0,0.05,1.7e-05,0.000166,0.0997,green_mono_220s,0.0462
target_satellite_v0,1.0,0.00499,300.0,0.1,1.7e-05,8.3e-05,0.0499,cold_gas_60s,0.0848
target_satellite_v0,1.0,0.00499,300.0,0.1,1.7e-05,8.3e-05,0.0499,green_mono_220s,0.0231
target_satellite_v0,1.0,0.00499,300.0,0.17,1.7e-05,4.9e-05,0.0293,cold_gas_60s,0.0499
target_satellite_v0,1.0,0.00499,300.0,0.17,1.7e-05,4.9e-05,0.0293,green_mono_220s,0.0136
target_satellite_v0,1.0,0.00499,900.0,0.05,6e-06,5.5e-05,0.0997,cold_gas_60s,0.1695
target_satellite_v0,1.0,0.00499,900.0,0.05,6e-06,5.5e-05,0.0997,green_mono_220s,0.0462
target_satellite_v0,1.0,0.00499,900.0,0.1,6e-06,2.8e-05,0.0499,cold_gas_60s,0.0848
target_satellite_v0,1.0,0.00499,900.0,0.1,6e-06,2.8e-05,0.0499,green_mono_220s,0.0231
target_satellite_v0,1.0,0.00499,900.0,0.17,6e-06,1.6e-05,0.0293,cold_gas_60s,0.0499
target_satellite_v0,1.0,0.00499,900.0,0.17,6e-06,1.6e-05,0.0293,green_mono_220s,0.0136
target_satellite_v0,1.0,0.00499,3600.0,0.05,1e-06,1.4e-05,0.0997,cold_gas_60s,0.1695
target_satellite_v0,1.0,0.00499,3600.0,0.05,1e-06,1.4e-05,0.0997,green_mono_220s,0.0462
target_satellite_v0,1.0,0.00499,3600.0,0.1,1e-06,7e-06,0.0499,cold_gas_60s,0.0848
target_satellite_v0,1.0,0.00499,3600.0,0.1,1e-06,7e-06,0.0499,green_mono_220s,0.0231
target_satellite_v0,1.0,0.00499,3600.0,0.17,1e-06,4e-06,0.0293,cold_gas_60s,0.0499
target_satellite_v0,1.0,0.00499,3600.0,0.17,1e-06,4e-06,0.0293,green_mono_220s,0.0136
target_satellite_v0,1.25,0.00623,60.0,0.05,0.000104,0.001039,0.1247,cold_gas_60s,0.2119
target_satellite_v0,1.25,0.00623,60.0,0.05,0.000104,0.001039,0.1247,green_mono_220s,0.0578
target_satellite_v0,1.25,0.00623,60.0,0.1,0.000104,0.000519,0.0623,cold_gas_60s,0.1059
target_satellite_v0,1.25,0.00623,60.0,0.1,0.000104,0.000519,0.0623,green_mono_220s,0.0289
target_satellite_v0,1.25,0.00623,60.0,0.17,0.000104,0.000306,0.0367,cold_gas_60s,0.0623
target_satellite_v0,1.25,0.00623,60.0,0.17,0.000104,0.000306,0.0367,green_mono_220s,0.017
target_satellite_v0,1.25,0.00623,300.0,0.05,2.1e-05,0.000208,0.1247,cold_gas_60s,0.2119
target_satellite_v0,1.25,0.00623,300.0,0.05,2.1e-05,0.000208,0.1247,green_mono_220s,0.0578
target_satellite_v0,1.25,0.00623,300.0,0.1,2.1e-05,0.000104,0.0623,cold_gas_60s,0.1059
target_satellite_v0,1.25,0.00623,300.0,0.1,2.1e-05,0.000104,0.0623,green_mono_220s,0.0289
target_satellite_v0,1.25,0.00623,300.0,0.17,2.1e-05,6.1e-05,0.0367,cold_gas_60s,0.0623
target_satellite_v0,1.25,0.00623,300.0,0.17,2.1e-05,6.1e-05,0.0367,green_mono_220s,0.017
target_satellite_v0,1.25,0.00623,900.0,0.05,7e-06,6.9e-05,0.1247,cold_gas_60s,0.2119
target_satellite_v0,1.25,0.00623,900.0,0.05,7e-06,6.9e-05,0.1247,green_mono_220s,0.0578
target_satellite_v0,1.25,0.00623,900.0,0.1,7e-06,3.5e-05,0.0623,cold_gas_60s,0.1059
target_satellite_v0,1.25,0.00623,900.0,0.1,7e-06,3.5e-05,0.0623,green_mono_220s,0.0289
target_satellite_v0,1.25,0.00623,900.0,0.17,7e-06,2e-05,0.0367,cold_gas_60s,0.0623
target_satellite_v0,1.25,0.00623,900.0,0.17,7e-06,2e-05,0.0367,green_mono_220s,0.017
target_satellite_v0,1.25,0.00623,3600.0,0.05,2e-06,1.7e-05,0.1247,cold_gas_60s,0.2119
target_satellite_v0,1.25,0.00623,3600.0,0.05,2e-06,1.7e-05,0.1247,green_mono_220s,0.0578
target_satellite_v0,1.25,0.00623,3600.0,0.1,2e-06,9e-06,0.0623,cold_gas_60s,0.1059
target_satellite_v0,1.25,0.00623,3600.0,0.1,2e-06,9e-06,0.0623,green_mono_220s,0.0289
target_satellite_v0,1.25,0.00623,3600.0,0.17,2e-06,5e-06,0.0367,cold_gas_60s,0.0623
target_satellite_v0,1.25,0.00623,3600.0,0.17,2e-06,5e-06,0.0367,green_mono_220s,0.017
target_satellite_v0,1.5,0.00748,60.0,0.05,0.000125,0.001246,0.1496,cold_gas_60s,0.2542
target_satellite_v0,1.5,0.00748,60.0,0.05,0.000125,0.001246,0.1496,green_mono_220s,0.0693
target_satellite_v0,1.5,0.00748,60.0,0.1,0.000125,0.000623,0.0748,cold_gas_60s,0.1271
target_satellite_v0,1.5,0.00748,60.0,0.1,0.000125,0.000623,0.0748,green_mono_220s,0.0347
target_satellite_v0,1.5,0.00748,60.0,0.17,0.000125,0.000367,0.044,cold_gas_60s,0.0748
target_satellite_v0,1.5,0.00748,60.0,0.17,0.000125,0.000367,0.044,green_mono_220s,0.0204
target_satellite_v0,1.5,0.00748,300.0,0.05,2.5e-05,0.000249,0.1496,cold_gas_60s,0.2542
target_satellite_v0,1.5,0.00748,300.0,0.05,2.5e-05,0.000249,0.1496,green_mono_220s,0.0693
target_satellite_v0,1.5,0.00748,300.0,0.1,2.5e-05,0.000125,0.0748,cold_gas_60s,0.1271
target_satellite_v0,1.5,0.00748,300.0,0.1,2.5e-05,0.000125,0.0748,green_mono_220s,0.0347
target_satellite_v0,1.5,0.00748,300.0,0.17,2.5e-05,7.3e-05,0.044,cold_gas_60s,0.0748
target_satellite_v0,1.5,0.00748,300.0,0.17,2.5e-05,7.3e-05,0.044,green_mono_220s,0.0204
target_satellite_v0,1.5,0.00748,900.0,0.05,8e-06,8.3e-05,0.1496,cold_gas_60s,0.2542
target_satellite_v0,1.5,0.00748,900.0,0.05,8e-06,8.3e-05,0.1496,green_mono_220s,0.0693
target_satellite_v0,1.5,0.00748,900.0,0.1,8e-06,4.2e-05,0.0748,cold_gas_60s,0.1271
target_satellite_v0,1.5,0.00748,900.0,0.1,8e-06,4.2e-05,0.0748,green_mono_220s,0.0347
target_satellite_v0,1.5,0.00748,900.0,0.17,8e-06,2.4e-05,0.044,cold_gas_60s,0.0748
target_satellite_v0,1.5,0.00748,900.0,0.17,8e-06,2.4e-05,0.044,green_mono_220s,0.0204
target_satellite_v0,1.5,0.00748,3600.0,0.05,2e-06,2.1e-05,0.1496,cold_gas_60s,0.2542
target_satellite_v0,1.5,0.00748,3600.0,0.05,2e-06,2.1e-05,0.1496,green_mono_220s,0.0693
target_satellite_v0,1.5,0.00748,3600.0,0.1,2e-06,1e-05,0.0748,cold_gas_60s,0.1271
target_satellite_v0,1.5,0.00748,3600.0,0.1,2e-06,1e-05,0.0748,green_mono_220s,0.0347
target_satellite_v0,1.5,0.00748,3600.0,0.17,2e-06,6e-06,0.044,cold_gas_60s,0.0748
target_satellite_v0,1.5,0.00748,3600.0,0.17,2e-06,6e-06,0.044,green_mono_220s,0.0204
target_satellite_v0,1.75,0.00872,60.0,0.05,0.000145,0.001454,0.1745,cold_gas_60s,0.2965
target_satellite_v0,1.75,0.00872,60.0,0.05,0.000145,0.001454,0.1745,green_mono_220s,0.0809
target_satellite_v0,1.75,0.00872,60.0,0.1,0.000145,0.000727,0.0872,cold_gas_60s,0.1483
target_satellite_v0,1.75,0.00872,60.0,0.1,0.000145,0.000727,0.0872,green_mono_220s,0.0404
target_satellite_v0,1.75,0.00872,60.0,0.17,0.000145,0.000428,0.0513,cold_gas_60s,0.0872
target_satellite_v0,1.75,0.00872,60.0,0.17,0.000145,0.000428,0.0513,green_mono_220s,0.0238
target_satellite_v0,1.75,0.00872,300.0,0.05,2.9e-05,0.000291,0.1745,cold_gas_60s,0.2965
target_satellite_v0,1.75,0.00872,300.0,0.05,2.9e-05,0.000291,0.1745,green_mono_220s,0.0809
target_satellite_v0,1.75,0.00872,300.0,0.1,2.9e-05,0.000145,0.0872,cold_gas_60s,0.1483
target_satellite_v0,1.75,0.00872,300.0,0.1,2.9e-05,0.000145,0.0872,green_mono_220s,0.0404
target_satellite_v0,1.75,0.00872,300.0,0.17,2.9e-05,8.6e-05,0.0513,cold_gas_60s,0.0872
target_satellite_v0,1.75,0.00872,300.0,0.17,2.9e-05,8.6e-05,0.0513,green_mono_220s,0.0238
target_satellite_v0,1.75,0.00872,900.0,0.05,1e-05,9.7e-05,0.1745,cold_gas_60s,0.2965
target_satellite_v0,1.75,0.00872,900.0,0.05,1e-05,9.7e-05,0.1745,green_mono_220s,0.0809
target_satellite_v0,1.75,0.00872,900.0,0.1,1e-05,4.8e-05,0.0872,cold_gas_60s,0.1483
target_satellite_v0,1.75,0.00872,900.0,0.1,1e-05,4.8e-05,0.0872,green_mono_220s,0.0404
target_satellite_v0,1.75,0.00872,900.0,0.17,1e-05,2.9e-05,0.0513,cold_gas_60s,0.0872
target_satellite_v0,1.75,0.00872,900.0,0.17,1e-05,2.9e-05,0.0513,green_mono_220s,0.0238
target_satellite_v0,1.75,0.00872,3600.0,0.05,2e-06,2.4e-05,0.1745,cold_gas_60s,0.2965
target_satellite_v0,1.75,0.00872,3600.0,0.05,2e-06,2.4e-05,0.1745,green_mono_220s,0.0809
target_satellite_v0,1.75,0.00872,3600.0,0.1,2e-06,1.2e-05,0.0872,cold_gas_60s,0.1483
target_satellite_v0,1.75,0.00872,3600.0,0.1,2e-06,1.2e-05,0.0872,green_mono_220s,0.0404
target_satellite_v0,1.75,0.00872,3600.0,0.17,2e-06,7e-06,0.0513,cold_gas_60s,0.0872
target_satellite_v0,1.75,0.00872,3600.0,0.17,2e-06,7e-06,0.0513,green_mono_220s,0.0238
target_satellite_v0,2.0,0.00997,60.0,0.05,0.000166,0.001662,0.1994,cold_gas_60s,0.3389
target_satellite_v0,2.0,0.00997,60.0,0.05,0.000166,0.001662,0.1994,green_mono_220s,0.0924
target_satellite_v0,2.0,0.00997,60.0,0.1,0.000166,0.000831,0.0997,cold_gas_60s,0.1694
target_satellite_v0,2.0,0.00997,60.0,0.1,0.000166,0.000831,0.0997,green_mono_220s,0.0462
target_satellite_v0,2.0,0.00997,60.0,0.17,0.000166,0.000489,0.0586,cold_gas_60s,0.0997
target_satellite_v0,2.0,0.00997,60.0,0.17,0.000166,0.000489,0.0586,green_mono_220s,0.0272
target_satellite_v0,2.0,0.00997,300.0,0.05,3.3e-05,0.000332,0.1994,cold_gas_60s,0.3389
target_satellite_v0,2.0,0.00997,300.0,0.05,3.3e-05,0.000332,0.1994,green_mono_220s,0.0924
target_satellite_v0,2.0,0.00997,300.0,0.1,3.3e-05,0.000166,0.0997,cold_gas_60s,0.1694
target_satellite_v0,2.0,0.00997,300.0,0.1,3.3e-05,0.000166,0.0997,green_mono_220s,0.0462
target_satellite_v0,2.0,0.00997,300.0,0.17,3.3e-05,9.8e-05,0.0586,cold_gas_60s,0.0997
target_satellite_v0,2.0,0.00997,300.0,0.17,3.3e-05,9.8e-05,0.0586,green_mono_220s,0.0272
target_satellite_v0,2.0,0.00997,900.0,0.05,1.1e-05,0.000111,0.1994,cold_gas_60s,0.3389
target_satellite_v0,2.0,0.00997,900.0,0.05,1.1e-05,0.000111,0.1994,green_mono_220s,0.0924
target_satellite_v0,2.0,0.00997,900.0,0.1,1.1e-05,5.5e-05,0.0997,cold_gas_60s,0.1694
target_satellite_v0,2.0,0.00997,900.0,0.1,1.1e-05,5.5e-05,0.0997,green_mono_220s,0.0462
target_satellite_v0,2.0,0.00997,900.0,0.17,1.1e-05,3.3e-05,0.0586,cold_gas_60s,0.0997
target_satellite_v0,2.0,0.00997,900.0,0.17,1.1e-05,3.3e-05,0.0586,green_mono_220s,0.0272
target_satellite_v0,2.0,0.00997,3600.0,0.05,3e-06,2.8e-05,0.1994,cold_gas_60s,0.3389
target_satellite_v0,2.0,0.00997,3600.0,0.05,3e-06,2.8e-05,0.1994,green_mono_220s,0.0924
target_satellite_v0,2.0,0.00997,3600.0,0.1,3e-06,1.4e-05,0.0997,cold_gas_60s,0.1694
target_satellite_v0,2.0,0.00997,3600.0,0.1,3e-06,1.4e-05,0.0997,green_mono_220s,0.0462
target_satellite_v0,2.0,0.00997,3600.0,0.17,3e-06,8e-06,0.0586,cold_gas_60s,0.0997
target_satellite_v0,2.0,0.00997,3600.0,0.17,3e-06,8e-06,0.0586,green_mono_220s,0.0272
target_satellite_v0,2.25,0.01121,60.0,0.05,0.000187,0.001869,0.2243,cold_gas_60s,0.3812
target_satellite_v0,2.25,0.01121,60.0,0.05,0.000187,0.001869,0.2243,green_mono_220s,0.104
target_satellite_v0,2.25,0.01121,60.0,0.1,0.000187,0.000935,0.1121,cold_gas_60s,0.1906
target_satellite_v0,2.25,0.01121,60.0,0.1,0.000187,0.000935,0.1121,green_mono_220s,0.052
target_satellite_v0,2.25,0.01121,60.0,0.17,0.000187,0.00055,0.066,cold_gas_60s,0.1121
target_satellite_v0,2.25,0.01121,60.0,0.17,0.000187,0.00055,0.066,green_mono_220s,0.0306
target_satellite_v0,2.25,0.01121,300.0,0.05,3.7e-05,0.000374,0.2243,cold_gas_60s,0.3812
target_satellite_v0,2.25,0.01121,300.0,0.05,3.7e-05,0.000374,0.2243,green_mono_220s,0.104
target_satellite_v0,2.25,0.01121,300.0,0.1,3.7e-05,0.000187,0.1121,cold_gas_60s,0.1906
target_satellite_v0,2.25,0.01121,300.0,0.1,3.7e-05,0.000187,0.1121,green_mono_220s,0.052
target_satellite_v0,2.25,0.01121,300.0,0.17,3.7e-05,0.00011,0.066,cold_gas_60s,0.1121
target_satellite_v0,2.25,0.01121,300.0,0.17,3.7e-05,0.00011,0.066,green_mono_220s,0.0306
target_satellite_v0,2.25,0.01121,900.0,0.05,1.2e-05,0.000125,0.2243,cold_gas_60s,0.3812
target_satellite_v0,2.25,0.01121,900.0,0.05,1.2e-05,0.000125,0.2243,green_mono_220s,0.104
target_satellite_v0,2.25,0.01121,900.0,0.1,1.2e-05,6.2e-05,0.1121,cold_gas_60s,0.1906
target_satellite_v0,2.25,0.01121,900.0,0.1,1.2e-05,6.2e-05,0.1121,green_mono_220s,0.052
target_satellite_v0,2.25,0.01121,900.0,0.17,1.2e-05,3.7e-05,0.066,cold_gas_60s,0.1121
target_satellite_v0,2.25,0.01121,900.0,0.17,1.2e-05,3.7e-05,0.066,green_mono_220s,0.0306
target_satellite_v0,2.25,0.01121,3600.0,0.05,3e-06,3.1e-05,0.2243,cold_gas_60s,0.3812
target_satellite_v0,2.25,0.01121,3600.0,0.05,3e-06,3.1e-05,0.2243,green_mono_220s,0.104
target_satellite_v0,2.25,0.01121,3600.0,0.1,3e-06,1.6e-05,0.1121,cold_gas_60s,0.1906
target_satellite_v0,2.25,0.01121,3600.0,0.1,3e-06,1.6e-05,0.1121,green_mono_220s,0.052
target_satellite_v0,2.25,0.01121,3600.0,0.17,3e-06,9e-06,0.066,cold_gas_60s,0.1121
target_satellite_v0,2.25,0.01121,3600.0,0.17,3e-06,9e-06,0.066,green_mono_220s,0.0306
target_satellite_v0,2.5,0.01246,60.0,0.05,0.000208,0.002077,0.2492,cold_gas_60s,0.4235
target_satellite_v0,2.5,0.01246,60.0,0.05,0.000208,0.002077,0.2492,green_mono_220s,0.1155
target_satellite_v0,2.5,0.01246,60.0,0.1,0.000208,0.001038,0.1246,cold_gas_60s,0.2118
target_satellite_v0,2.5,0.01246,60.0,0.1,0.000208,0.001038,0.1246,green_mono_220s,0.0578
target_satellite_v0,2.5,0.01246,60.0,0.17,0.000208,0.000611,0.0733,cold_gas_60s,0.1246
target_satellite_v0,2.5,0.01246,60.0,0.17,0.000208,0.000611,0.0733,green_mono_220s,0.034
target_satellite_v0,2.5,0.01246,300.0,0.05,4.2e-05,0.000415,0.2492,cold_gas_60s,0.4235
target_satellite_v0,2.5,0.01246,300.0,0.05,4.2e-05,0.000415,0.2492,green_mono_220s,0.1155
target_satellite_v0,2.5,0.01246,300.0,0.1,4.2e-05,0.000208,0.1246,cold_gas_60s,0.2118
target_satellite_v0,2.5,0.01246,300.0,0.1,4.2e-05,0.000208,0.1246,green_mono_220s,0.0578
target_satellite_v0,2.5,0.01246,300.0,0.17,4.2e-05,0.000122,0.0733,cold_gas_60s,0.1246
target_satellite_v0,2.5,0.01246,300.0,0.17,4.2e-05,0.000122,0.0733,green_mono_220s,0.034
target_satellite_v0,2.5,0.01246,900.0,0.05,1.4e-05,0.000138,0.2492,cold_gas_60s,0.4235
target_satellite_v0,2.5,0.01246,900.0,0.05,1.4e-05,0.000138,0.2492,green_mono_220s,0.1155
target_satellite_v0,2.5,0.01246,900.0,0.1,1.4e-05,6.9e-05,0.1246,cold_gas_60s,0.2118
target_satellite_v0,2.5,0.01246,900.0,0.1,1.4e-05,6.9e-05,0.1246,green_mono_220s,0.0578
target_satellite_v0,2.5,0.01246,900.0,0.17,1.4e-05,4.1e-05,0.0733,cold_gas_60s,0.1246
target_satellite_v0,2.5,0.01246,900.0,0.17,1.4e-05,4.1e-05,0.0733,green_mono_220s,0.034
target_satellite_v0,2.5,0.01246,3600.0,0.05,3e-06,3.5e-05,0.2492,cold_gas_60s,0.4235
target_satellite_v0,2.5,0.01246,3600.0,0.05,3e-06,3.5e-05,0.2492,green_mono_220s,0.1155
target_satellite_v0,2.5,0.01246,3600.0,0.1,3e-06,1.7e-05,0.1246,cold_gas_60s,0.2118
target_satellite_v0,2.5,0.01246,3600.0,0.1,3e-06,1.7e-05,0.1246,green_mono_220s,0.0578
target_satellite_v0,2.5,0.01246,3600.0,0.17,3e-06,1e-05,0.0733,cold_gas_60s,0.1246
target_satellite_v0,2.5,0.01246,3600.0,0.17,3e-06,1e-05,0.0733,green_mono_220s,0.034
target_satellite_v0,2.75,0.01371,60.0,0.05,0.000228,0.002284,0.2741,cold_gas_60s,0.4659
target_satellite_v0,2.75,0.01371,60.0,0.05,0.000228,0.002284,0.2741,green_mono_220s,0.1271
target_satellite_v0,2.75,0.01371,60.0,0.1,0.000228,0.001142,0.1371,cold_gas_60s,0.2329
target_satellite_v0,2.75,0.01371,60.0,0.1,0.000228,0.001142,0.1371,green_mono_220s,0.0635
target_satellite_v0,2.75,0.01371,60.0,0.17,0.000228,0.000672,0.0806,cold_gas_60s,0.137
target_satellite_v0,2.75,0.01371,60.0,0.17,0.000228,0.000672,0.0806,green_mono_220s,0.0374
target_satellite_v0,2.75,0.01371,300.0,0.05,4.6e-05,0.000457,0.2741,cold_gas_60s,0.4659
target_satellite_v0,2.75,0.01371,300.0,0.05,4.6e-05,0.000457,0.2741,green_mono_220s,0.1271
target_satellite_v0,2.75,0.01371,300.0,0.1,4.6e-05,0.000228,0.1371,cold_gas_60s,0.2329
target_satellite_v0,2.75,0.01371,300.0,0.1,4.6e-05,0.000228,0.1371,green_mono_220s,0.0635
target_satellite_v0,2.75,0.01371,300.0,0.17,4.6e-05,0.000134,0.0806,cold_gas_60s,0.137
target_satellite_v0,2.75,0.01371,300.0,0.17,4.6e-05,0.000134,0.0806,green_mono_220s,0.0374
target_satellite_v0,2.75,0.01371,900.0,0.05,1.5e-05,0.000152,0.2741,cold_gas_60s,0.4659
target_satellite_v0,2.75,0.01371,900.0,0.05,1.5e-05,0.000152,0.2741,green_mono_220s,0.1271
target_satellite_v0,2.75,0.01371,900.0,0.1,1.5e-05,7.6e-05,0.1371,cold_gas_60s,0.2329
target_satellite_v0,2.75,0.01371,900.0,0.1,1.5e-05,7.6e-05,0.1371,green_mono_220s,0.0635
target_satellite_v0,2.75,0.01371,900.0,0.17,1.5e-05,4.5e-05,0.0806,cold_gas_60s,0.137
target_satellite_v0,2.75,0.01371,900.0,0.17,1.5e-05,4.5e-05,0.0806,green_mono_220s,0.0374
target_satellite_v0,2.75,0.01371,3600.0,0.05,4e-06,3.8e-05,0.2741,cold_gas_60s,0.4659
target_satellite_v0,2.75,0.01371,3600.0,0.05,4e-06,3.8e-05,0.2741,green_mono_220s,0.1271
target_satellite_v0,2.75,0.01371,3600.0,0.1,4e-06,1.9e-05,0.1371,cold_gas_60s,0.2329
target_satellite_v0,2.75,0.01371,3600.0,0.1,4e-06,1.9e-05,0.1371,green_mono_220s,0.0635
target_satellite_v0,2.75,0.01371,3600.0,0.17,4e-06,1.1e-05,0.0806,cold_gas_60s,0.137
target_satellite_v0,2.75,0.01371,3600.0,0.17,4e-06,1.1e-05,0.0806,green_mono_220s,0.0374
target_satellite_v0,3.0,0.01495,60.0,0.05,0.000249,0.002492,0.299,cold_gas_60s,0.5082
target_satellite_v0,3.0,0.01495,60.0,0.05,0.000249,0.002492,0.299,green_mono_220s,0.1386
target_satellite_v0,3.0,0.01495,60.0,0.1,0.000249,0.001246,0.1495,cold_gas_60s,0.2541
target_satellite_v0,3.0,0.01495,60.0,0.1,0.000249,0.001246,0.1495,green_mono_220s,0.0693
target_satellite_v0,3.0,0.01495,60.0,0.17,0.000249,0.000733,0.0879,cold_gas_60s,0.1495
target_satellite_v0,3.0,0.01495,60.0,0.17,0.000249,0.000733,0.0879,green_mono_220s,0.0408
target_satellite_v0,3.0,0.01495,300.0,0.05,5e-05,0.000498,0.299,cold_gas_60s,0.5082
target_satellite_v0,3.0,0.01495,300.0,0.05,5e-05,0.000498,0.299,green_mono_220s,0.1386
target_satellite_v0,3.0,0.01495,300.0,0.1,5e-05,0.000249,0.1495,cold_gas_60s,0.2541
target_satellite_v0,3.0,0.01495,300.0,0.1,5e-05,0.000249,0.1495,green_mono_220s,0.0693
target_satellite_v0,3.0,0.01495,300.0,0.17,5e-05,0.000147,0.0879,cold_gas_60s,0.1495
target_satellite_v0,3.0,0.01495,300.0,0.17,5e-05,0.000147,0.0879,green_mono_220s,0.0408
target_satellite_v0,3.0,0.01495,900.0,0.05,1.7e-05,0.000166,0.299,cold_gas_60s,0.5082
target_satellite_v0,3.0,0.01495,900.0,0.05,1.7e-05,0.000166,0.299,green_mono_220s,0.1386
target_satellite_v0,3.0,0.01495,900.0,0.1,1.7e-05,8.3e-05,0.1495,cold_gas_60s,0.2541
target_satellite_v0,3.0,0.01495,900.0,0.1,1.7e-05,8.3e-05,0.1495,green_mono_220s,0.0693
target_satellite_v0,3.0,0.01495,900.0,0.17,1.7e-05,4.9e-05,0.0879,cold_gas_60s,0.1495
target_satellite_v0,3.0,0.01495,900.0,0.17,1.7e-05,4.9e-05,0.0879,green_mono_220s,0.0408
target_satellite_v0,3.0,0.01495,3600.0,0.05,4e-06,4.2e-05,0.299,cold_gas_60s,0.5082
target_satellite_v0,3.0,0.01495,3600.0,0.05,4e-06,4.2e-05,0.299,green_mono_220s,0.1386
