path,file_type,sha256,modified_time,source_root,contains_B601,contains_M3,contains_M6,contains_M8,contains_PCD90,contains_BCD130,contains_140x140,evidence_type,authority_level,notes
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/02_B601_Mount_and_Load_Path/parts/Spacecraft_Flange.SLDPRT,sldprt,24B0962674CC3CA55352FFF090DD9FD5312403042092DB91B49447E71B90DFDE,2026-08-03T17:57:11.967807+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/04_ARM_STOW_SUPPORT/04_ARM_STOW_SUPPORT.SLDASM,sldasm,1B64A0ED745C614BF4F74EE74738EF42E253EC16F6F3811348DF224A9AF18392,2026-08-03T17:57:11.970195+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/04_ARM_STOW_SUPPORT/parts/Aft_Saddle.SLDPRT,sldprt,25EC1B9702147EC11D22ADD2F3E8B0E14D7FD4CD2CBB2BBBFCD789F0B3C56108,2026-08-03T17:57:11.973194+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/04_ARM_STOW_SUPPORT/parts/Fwd_Saddle.SLDPRT,sldprt,0F0BE9AC604B7D70B6A855EC6AD0A2B4FB14DDF8DA06884C39482278369E29F3,2026-08-03T17:57:11.976192+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/04_ARM_STOW_SUPPORT/parts/Launch_Lock_Interface_Reference.SLDPRT,sldprt,1ED6F6C9188833CAE8FDF76E920CEA43D21D8DB8DE45237AECCB78A4D78CFD00,2026-08-03T17:57:11.979194+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/04_ARM_STOW_SUPPORT/parts/Mid_Saddle.SLDPRT,sldprt,C5528D2183883D862EB36FB830DE5BDEBEB08786C7199628D051991A541B0EEF,2026-08-03T17:57:11.982193+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/04_ARM_STOW_SUPPORT/parts/Release_Clearance_Envelope.SLDPRT,sldprt,A1D4DFDC8D722DD96074ED2F16DEE22B37BD7010BA0759672940D7DF61721C91,2026-08-03T17:57:11.985196+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/05_Solar_Array_Root_Left.SLDASM,sldasm,141BC5827601A85347B58765F4A6CE757E75213E08923DD999BF8742CC1F305B,2026-08-03T17:57:11.987193+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Hard_Stop_Left.SLDPRT,sldprt,7E85674A08506F771130087EB0E705FCA1B0C2CB529816CE2EAA0932529B4C47,2026-08-03T17:57:12.001595+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Harness_Service_Loop_Left.SLDPRT,sldprt,8622257C5DFE7E9DAA9C9A471BB206D2D7257F7A55D9B8FBEA24FE6CD818BAE2,2026-08-03T17:57:12.004595+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/HDRM_Base_1_Left.SLDPRT,sldprt,22FD839C311E6B48038F8D298BD97D1E2BB4D9161613EF67DFEB633D85113FD7,2026-08-03T17:57:11.990194+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/HDRM_Base_2_Left.SLDPRT,sldprt,A9ECF7CC10DCB8573C48EB2451DB1E1327B37B45D845F9687FDAFDDD8052FF4B,2026-08-03T17:57:11.992589+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/HDRM_Rod_1_Left.SLDPRT,sldprt,C40E05E591611CF536A28CAC9DDAB17819986E6566C132315934C78A6C8C02F0,2026-08-03T17:57:11.995591+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/HDRM_Rod_2_Left.SLDPRT,sldprt,7C297FE7F2EC6B3363DBD5D7986F32D988D13F84A0F97001C3BD76FC26983428,2026-08-03T17:57:11.998596+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Hinge_Ear_1_Left.SLDPRT,sldprt,71E258C4E33B19F35FCB1D7BDD79D3791675FBFD3A16F67F22696E09ADB7D704,2026-08-03T17:57:12.006596+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Hinge_Ear_2_Left.SLDPRT,sldprt,D0ED42537E9DE4EDF137C48A7162523DC79F0B01C47B9D2A997B26D7C8C4B712,2026-08-03T17:57:12.009595+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Hinge_Pin_Left.SLDPRT,sldprt,56CC018D8B38F0AA5390352700DBF45401164BEA816122CCD752AFCE8540B8A3,2026-08-03T17:57:12.011594+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Root_Base_Left.SLDPRT,sldprt,EEBF82C2585AE1CCCF8B5E6FB5C7DA1BD47D9CDE2677DC419BC8A554C7C87B50,2026-08-03T17:57:12.014112+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Root_Node_Spine_Left.SLDPRT,sldprt,EA519DEF683841F10F9FD1679339405E6A9C9D0C02FF7162FFE3A1CF0438CA8B,2026-08-03T17:57:12.017116+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Torsion_Spring_1_Left.SLDPRT,sldprt,36D2B35533FBC23AF179558733748F02165D9510F92E566D4C7634205D9D55D7,2026-08-03T17:57:12.019451+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/05_Solar_Array_Root_Left/parts/Torsion_Spring_2_Left.SLDPRT,sldprt,365E11C3A0B57DE7D5930F3AC2CBC2099152BAB0E0CBE41BF4527F0D8DA594F7,2026-08-03T17:57:12.022725+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/06_Solar_Array_Root_Right.SLDASM,sldasm,B963DAAD59C08EA6E7BBF5C4E577E60EF974F1D538E3C1EC78314E465764588B,2026-08-03T17:57:12.024725+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Hard_Stop_Right.SLDPRT,sldprt,63FF1F13F98919D3ABC5D3133829AE97970D0FAD0678756244909278013CF31E,2026-08-03T17:57:12.038025+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Harness_Service_Loop_Right.SLDPRT,sldprt,92107125133430F1145C340839CBD7855403C88CB7F6CDE83E6E4BC862CF7C31,2026-08-03T17:57:12.040041+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/HDRM_Base_1_Right.SLDPRT,sldprt,4CA4B8686489C9E1B2A0F58C98CA89061424ACF51AE0B018FD0E37ECF1B0ABAC,2026-08-03T17:57:12.027726+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/HDRM_Base_2_Right.SLDPRT,sldprt,82CD165D7AD5D6349317F98E1268E430811833A7841EE8C3F14DAD98D7676378,2026-08-03T17:57:12.029738+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/HDRM_Rod_1_Right.SLDPRT,sldprt,9536A4C64175679B3964D654F32526545B842F6507071CBB66CF6503147CE03E,2026-08-03T17:57:12.032734+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/HDRM_Rod_2_Right.SLDPRT,sldprt,C21824B213519A78749C57192E69BF6E48F1F957492EA98C973D2A92A7DFA491,2026-08-03T17:57:12.034735+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Hinge_Ear_1_Right.SLDPRT,sldprt,F50A45E8C985DC3C76DD6D882057DCD6708D7C401205D30737C8280854A2826C,2026-08-03T17:57:12.043046+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Hinge_Ear_2_Right.SLDPRT,sldprt,76F743879CA292F3C63101E40E00863E33DF8F4912388BC57AE39FB9EEDA9FA9,2026-08-03T17:57:12.045570+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Hinge_Pin_Right.SLDPRT,sldprt,8935CF08C7A202E40242A73D307574CDFC6355296A0CB0ADB21BCC8F5C899AFD,2026-08-03T17:57:12.047568+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Root_Base_Right.SLDPRT,sldprt,4C866F49B4D54BCA1C9C1CB58FBA515153B33E8211B1D3E158E92E9AE3A864FA,2026-08-03T17:57:12.050084+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Root_Node_Spine_Right.SLDPRT,sldprt,45DAA2FD5CBAC54728B22A19648C5C13A71F3D9760DAABD93ED170D0EB76AB97,2026-08-03T17:57:12.051707+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Torsion_Spring_1_Right.SLDPRT,sldprt,BEB17DC196CB8D9C5BAAA33FDC6AC1268E5DB7DAF8F0377E411817ED66F8F590,2026-08-03T17:57:12.053722+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/06_Solar_Array_Root_Right/parts/Torsion_Spring_2_Right.SLDPRT,sldprt,7FE2B4A0C074CA49F6A8DB69F2F023B50CDA142E2EF43D959F475EA2A30E1256,2026-08-03T17:57:12.056721+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/Assembly/Space_Embodied_Service_Spacecraft_V2_2.SLDASM,sldasm,1C56FB813E44A5A589EAD777D2AB9BE0D8305C3DD98E8BD79E158E889B3E8208,2026-08-03T17:57:12.061723+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/export_and_render.py,py,C47376EE6BD72BA82D772DE6F91CF966F2AB8523525EE83C693EF2D3122ADC4A,2026-08-03T17:57:12.078397+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/o11_clocking_adjudication.py,py,4AC8D80E8DADB645657C4A215A4C13BC3BC87F6228879AE528C3C6512DE48B62,2026-08-03T17:57:12.084587+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/o13_saddle_stations.py,py,65D5AC83E91042D2D615529567BBEBD38847DAB10E6941070C1FE0AD24B21EF7,2026-08-03T17:57:12.087098+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/o13_stow_vector_v3.py,py,335D8EC710C352A4C802BA5EB4AE4DA7FCEAFB616E4C58BF9FE7C2CE28448CA0,2026-08-03T17:57:12.089109+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/patch_verdict.py,py,405415B9DE073CC9A25120D0F2ABB2E76B65C65D634D3490F0F93D193086AEA8,2026-08-03T17:57:12.091109+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/try_exploded_view.py,py,D6B0313A20DC444D404808CFE3B9A03CFD977CF5EF67436609320EEED9340CC6,2026-08-03T17:57:12.093343+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/verify_native.py,py,208341763DDE7FA5B41D09635B46330D6140FD207EE8961DBC86009B62FB11CC,2026-08-03T17:57:12.095345+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
F:/_SEI_PROJECT_CONSOLIDATION_20260807/12_WAVE4/WORKTREE_SAFETY_SNAPSHOT/untracked_moved_out/20_engineering/cad/B5_1_B601_interface_closure_candidate/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/V2_2_NATIVE_CANONICAL_108_FILE_COPY/automation/views_native.py,py,B01166FBF1AE9F63859C51A9D90A183279FD80353DC98C082D3B8B4C322FFADA,2026-08-03T17:57:12.097358+00:00,WORKTREE_SAFETY_SNAPSHOT,false,false,false,false,false,false,false,GENERAL_REFERENCE,C2,path-name context only
