pair_id,object_a,object_b,in_required_universe,exclusion_rule,policy_state,required_clearance_mm,verdict
5611,R::RC-BRK-L1-01,R::RC-CAR-J3-CARRIAGE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5612,R::RC-BRK-L1-01,R::RC-CAR-J4-FOLLOWER-TROLLEY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5613,R::RC-BRK-L1-01,R::RC-CAR-J4-TROMBONE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5614,R::RC-BRK-L1-01,R::RC-CHN-BUS-FT-BASE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5615,R::RC-BRK-L1-01,R::RC-CHN-BUS-FT-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5616,R::RC-BRK-L1-01,R::RC-CHN-BUS-FT-WALL-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5617,R::RC-BRK-L1-01,R::RC-CHN-BUS-FT-WALL-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5618,R::RC-BRK-L1-01,R::RC-CHN-E210-LINK-00,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5619,R::RC-BRK-L1-01,R::RC-CHN-E210-LINK-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5620,R::RC-BRK-L1-01,R::RC-CHN-E210-LINK-02,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5621,R::RC-BRK-L1-01,R::RC-CHN-E210-LINK-03,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5622,R::RC-BRK-L1-01,R::RC-CHN-E210-LINK-04,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5623,R::RC-BRK-L1-01,R::RC-CHN-E210-LINK-05,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5624,R::RC-BRK-L1-01,R::RC-CHN-L2-BASE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5625,R::RC-BRK-L1-01,R::RC-CHN-L2-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5626,R::RC-BRK-L1-01,R::RC-CHN-L2-WALL-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5627,R::RC-BRK-L1-01,R::RC-CHN-L2-WALL-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5628,R::RC-BRK-L1-01,R::RC-CHN-L3-BASE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5629,R::RC-BRK-L1-01,R::RC-CHN-L3-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5630,R::RC-BRK-L1-01,R::RC-CHN-L3-WALL-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5631,R::RC-BRK-L1-01,R::RC-CHN-L3-WALL-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5632,R::RC-BRK-L1-01,R::RC-CLP-BUS-HN01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5633,R::RC-BRK-L1-01,R::RC-CLP-BUS-HN02,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5634,R::RC-BRK-L1-01,R::RC-CLP-BUS-HN03,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5635,R::RC-BRK-L1-01,R::RC-CLP-BUS-RISER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5636,R::RC-BRK-L1-01,R::RC-CLP-J1-MOV,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5637,R::RC-BRK-L1-01,R::RC-CLP-J1-RELIEF-A1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5638,R::RC-BRK-L1-01,R::RC-CLP-J1-RELIEF-A2,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5639,R::RC-BRK-L1-01,R::RC-CLP-J1-RELIEF-B1,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5640,R::RC-BRK-L1-01,R::RC-CLP-J2-FIX,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5641,R::RC-BRK-L1-01,R::RC-CLP-J2-MOV,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5642,R::RC-BRK-L1-01,R::RC-CLP-J3-HOST-BOUNDARY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5643,R::RC-BRK-L1-01,R::RC-CLP-J3-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5644,R::RC-BRK-L1-01,R::RC-CLP-J4-ANN-ENTRY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5645,R::RC-BRK-L1-01,R::RC-CLP-J4-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5646,R::RC-BRK-L1-01,R::RC-CLP-J4-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5647,R::RC-BRK-L1-01,R::RC-CLP-J4-FOLLOWER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5648,R::RC-BRK-L1-01,R::RC-CLP-J5-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5649,R::RC-BRK-L1-01,R::RC-CLP-J5-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5650,R::RC-BRK-L1-01,R::RC-CLP-J6-FIX,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5651,R::RC-BRK-L1-01,R::RC-CLP-J6-MOV,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5652,R::RC-BRK-L1-01,R::RC-CLP-L1-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5653,R::RC-BRK-L1-01,R::RC-CLP-L2-01,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5654,R::RC-BRK-L1-01,R::RC-CLP-L2-02,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5655,R::RC-BRK-L1-01,R::RC-CLP-L3-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5656,R::RC-BRK-L1-01,R::RC-CLP-L3-02,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5657,R::RC-BRK-L1-01,R::RC-CLP-L4-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5658,R::RC-BRK-L1-01,R::RC-CONN-WR-D1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5659,R::RC-BRK-L1-01,R::RC-CONN-WR-P1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5660,R::RC-BRK-L1-01,R::RC-GDE-J1-ANNULUS-LOW,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5661,R::RC-BRK-L1-01,R::RC-GDE-J1-ANNULUS-UP,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5662,R::RC-BRK-L1-01,R::RC-GDE-J1-ANNULUS-WALL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5663,R::RC-BRK-L1-01,R::RC-GDE-J1-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5664,R::RC-BRK-L1-01,R::RC-GDE-J2-MANDREL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5665,R::RC-BRK-L1-01,R::RC-GDE-J2-MANDREL-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5666,R::RC-BRK-L1-01,R::RC-GDE-J3-SADDLE,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5667,R::RC-BRK-L1-01,R::RC-GDE-J3-SADDLE-LINER,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5668,R::RC-BRK-L1-01,R::RC-GDE-J4-ANNULAR-FOLLOWER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5669,R::RC-BRK-L1-01,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5670,R::RC-BRK-L1-01,R::RC-GDE-J4-B-TO-ANNULUS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5671,R::RC-BRK-L1-01,R::RC-GDE-J4-B-TO-ANNULUS-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5672,R::RC-BRK-L1-01,R::RC-GDE-J4-FIXED-APPROACH,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5673,R::RC-BRK-L1-01,R::RC-GDE-J4-FIXED-APPROACH-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5674,R::RC-BRK-L1-01,R::RC-GDE-J4-TROMBONE-U,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5675,R::RC-BRK-L1-01,R::RC-GDE-J4-TROMBONE-U-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5676,R::RC-BRK-L1-01,R::RC-GDE-J5-HIGH-BYPASS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5677,R::RC-BRK-L1-01,R::RC-GDE-J5-HIGH-BYPASS-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5678,R::RC-BRK-L1-01,R::RC-GDE-J5-HIGH-RETURN,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5679,R::RC-BRK-L1-01,R::RC-GDE-J5-HIGH-RETURN-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5680,R::RC-BRK-L1-01,R::RC-GDE-J5-WRAP,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5681,R::RC-BRK-L1-01,R::RC-GDE-J5-WRAP-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5682,R::RC-BRK-L1-01,R::RC-GDE-J6-RING-0,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5683,R::RC-BRK-L1-01,R::RC-GDE-J6-RING-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5684,R::RC-BRK-L1-01,R::RC-GDE-J6-RING-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5685,R::RC-BRK-L1-01,R::RC-GDE-J6-RING-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5686,R::RC-BRK-L1-01,R::RC-GSP-J5-HIGH-A6,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5687,R::RC-BRK-L1-01,R::RC-GSP-J5-HIGH-W2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5688,R::RC-BRK-L1-01,R::RC-GSP-J5-HIGH-W3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5689,R::RC-BRK-L1-01,R::RC-GSP-L4-HIGH-E1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5690,R::RC-BRK-L1-01,R::RC-GSP-L4-HIGH-E2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5691,R::RC-BRK-L1-01,R::RC-PLT-BASE-CONN,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5692,R::RC-BRK-L1-01,R::RC-PLT-BUS-CONN,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5693,R::RC-BRK-L1-01,R::RC-PLT-WRIST-SPLIT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5694,R::RC-BRK-L1-01,R::RC-SR-WRIST,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5695,R::RC-BRK-L1-01,R::RC-SR-WRIST-BOOT,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5696,R::RC-BRK-L1-01,R::RC-TEL-J4-A-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5697,R::RC-BRK-L1-01,R::RC-TEL-J4-A-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5698,R::RC-BRK-L1-01,R::RC-TEL-J4-A-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5699,R::RC-BRK-L1-01,R::RC-TEL-J4-A-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5700,R::RC-BRK-L1-01,R::RC-TEL-J4-B-STAGE-1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5701,R::RC-BRK-L1-01,R::RC-TEL-J4-B-STAGE-2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5702,R::RC-BRK-L1-01,R::RC-TEL-J4-B-STAGE-3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5703,R::RC-BRK-L1-01,R::RC-TEL-J4-B-STAGE-4,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5704,R::RC-BRK-L1-01,R::RC-TRK-J3-RAIL,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5705,R::RC-BRK-L1-01,R::RC-TRK-J3-STOP-A,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5706,R::RC-BRK-L1-01,R::RC-TRK-J3-STOP-B,true,,CANDIDATE_GEOMETRY_READY_PENDING_OWNER_BINDING_QUERY_NOT_EXECUTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5707,R::RC-BRK-L1-01,R::RC-TRK-J4-STOP-NEG,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5708,R::RC-BRK-L1-01,R::RC-TRK-J4-STOP-POS,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5709,R::RC-BRK-L1-01,R::RC-TRK-J4-TROMBONE-RAIL,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5710,R::RC-BRK-L1-01,S::LEFT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5711,R::RC-BRK-L1-01,S::LEFT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5712,R::RC-BRK-L1-01,S::LEFT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5713,R::RC-BRK-L1-01,S::RIGHT_LEAF_1,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5714,R::RC-BRK-L1-01,S::RIGHT_LEAF_2,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5715,R::RC-BRK-L1-01,S::RIGHT_LEAF_3,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5716,R::RC-CAR-J3-CARRIAGE,R::RC-CAR-J4-FOLLOWER-TROLLEY,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5717,R::RC-CAR-J3-CARRIAGE,R::RC-CAR-J4-TROMBONE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5718,R::RC-CAR-J3-CARRIAGE,R::RC-CHN-BUS-FT-BASE,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5719,R::RC-CAR-J3-CARRIAGE,R::RC-CHN-BUS-FT-LINER,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5720,R::RC-CAR-J3-CARRIAGE,R::RC-CHN-BUS-FT-WALL-A,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5721,R::RC-CAR-J3-CARRIAGE,R::RC-CHN-BUS-FT-WALL-B,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5722,R::RC-CAR-J3-CARRIAGE,R::RC-CHN-E210-LINK-00,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
5723,R::RC-CAR-J3-CARRIAGE,R::RC-CHN-E210-LINK-01,true,,UNKNOWN_FAIL_CLOSED_DESIGN_ASSET_NOT_PROMOTED,NULL_OWNER_CLEARANCE_POLICY_NOT_ISSUED,UNKNOWN
