object_id,logical_role,source_candidate_id,source_geometry_path,source_geometry_sha256,geometry_representation,frame_id,frame_transform,unit,scale,operational_geometry_authority,allowed_stage_set,collision_group,adjacency_class,missing_reason,generation_method,owning_link,asset_path,asset_sha256,hausdorff_derate_mm,element_count,bounds_lo,bounds_hi
R::RC-CAR-J3-CARRIAGE,R::carrier,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CAR_J3_CARRIAGE_tris.npy,5E7702F0AD607E1CA66B3ED1F22E9FE6DA6C52702874DC2645EF055D3B347DA4,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CAR-J3-CARRIAGE_OP_V1.npz,B53250CB02D738C8F09B6109F383BE383FE495845DBD369EE4B77B2C5652C6DD,0.0,12,"[-158.0, 69.625, 136.0]","[-122.0, 93.625, 158.0]"
R::RC-CAR-J4-FOLLOWER-TROLLEY,R::carrier,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CAR_J4_FOLLOWER_TROLLEY_tris.npy,320EC1471860E9253029A360F9F2012990DB7C10411746FD4816AADBDD8B1A21,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link4,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CAR-J4-FOLLOWER-TROLLEY_OP_V1.npz,29C620E79C4E8676AA20D94CAA3C543B44443814A821786DA2220C015D1305FF,0.0,12,"[53.722354214169115, 205.0000375421843, 204.4198693858691]","[75.07238135193538, 215.00013795636545, 231.7568627561707]"
R::RC-CAR-J4-TROMBONE,R::carrier,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CAR_J4_TROMBONE_tris.npy,9AED3B7D0D1BE043BC98367BAE43712C21B83116403060B89100A962B8ADC726,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CAR-J4-TROMBONE_OP_V1.npz,C3B56E158AB0D2CABAB17A890493962B85F4EB413303C78D8737108CAB67FF46,0.0,12,"[-224.125, 222.99979797371932, 168.199344793181]","[-194.125, 242.99979797371932, 182.199344793181]"
R::RC-CHN-BUS-FT-BASE,R::guide_channel,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_BUS_FT_BASE_S_V1.step,F8D11678388B3B2E0F7F53B3CAFBA0B52175E79FE8EF472D160DCB4B79D12277,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-BUS-FT-BASE_OP_V1.brep,44083FF409002FB33D24D36BFDC2FBB5B609EA76E2C6CEE9BAA8A7A59418F187,0.0,1,"[137.99999989998, -80.62862362704999, -10.6337447235]","[202.00000009999, -72.05411232842, 4.7124153832290006]"
R::RC-CHN-BUS-FT-LINER,R::liner,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_BUS_FT_LINER_S_V1.step,690E494A093537ABC78C246BE04A5F8293DD6DB46BAFC63F2BCDA62D51B4C400,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-BUS-FT-LINER_OP_V1.brep,0B3A6F4A66BECB59AE35E326C1A068C81F43A05C1FEB3C042E9373253E8175E5,0.0,1,"[137.99999989998, -77.66883128315, -7.480476699372001]","[202.00000009999, -72.29498162101001, 2.827002808673]"
R::RC-CHN-BUS-FT-WALL-A,R::guide_channel,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_BUS_FT_WALL_A_S_V1.step,7D6D31E577ECB5939B2F4BFA170EDB6070D0FEC65F04A61A85397C4D5C0B3CAC,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-BUS-FT-WALL-A_OP_V1.brep,832CBF8663E52A254DD8A4678A9553E3155E6E97605D5B31EA6F3B4012532BDF,0.0,1,"[137.99999989998, -72.89934949481, -9.788507757121]","[202.00000009999, -61.17842012316, -2.904470391262]"
R::RC-CHN-BUS-FT-WALL-B,R::guide_channel,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_BUS_FT_WALL_B_S_V1.step,E4831406A00E976720AC579E78B35F4E40909FBE9C57CA21A26460B36B2E8DCD,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-BUS-FT-WALL-B_OP_V1.brep,29AB8457D87CA6CBA29D254150D7E4428A0957ADAB296C5CABF03B9F2BC06896,0.0,1,"[137.99999989998, -78.81600825951, 2.8997998156860003]","[202.00000009999, -67.09507888786001, 9.783837181545]"
R::RC-CHN-E210-LINK-00,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_00_tris.npy,8110787E2A073C5345A0830DFE8E69F8B15A9DEED266260B1BA5A0FEF092FE95,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-E210-LINK-00_OP_V1.npz,6207C1A3E75FDF784DCDB4A0E4D9D4320852585481B5C872686FDA23719211DD,0.0,12,"[-104.0, 73.625, 142.0]","[-86.0, 89.625, 152.0]"
R::RC-CHN-E210-LINK-01,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_01_tris.npy,A2EEB943CFB3A9FFE5CC2B54B608D51934BCF1E6A6FDE5A863F262950062C638,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-E210-LINK-01_OP_V1.npz,BAF55F61F0A8473DCE67FD5658281384D1E8263107153BC9D5717E7DB6DE7BAD,0.0,12,"[-124.0, 73.625, 142.0]","[-106.0, 89.625, 152.0]"
R::RC-CHN-E210-LINK-02,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_02_tris.npy,14A066BF0102F0206D1ABF6C10E488B411196056A8FFC1BF97EC0F5C35CB3EED,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-E210-LINK-02_OP_V1.npz,57FF0BCB66C72F4A9D3BE4D09C5C4FD722D806DC49C2846F6A2787E858723506,0.0,12,"[-144.0, 73.625, 142.0]","[-126.0, 89.625, 152.0]"
R::RC-CHN-E210-LINK-03,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_03_tris.npy,94E402A0FD8FB225F5863C5B847B900ABE744B7B763A127CFEC487D34F462354,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-E210-LINK-03_OP_V1.npz,14A0B66AF013C79F93A87E6D2B6074E8F60D945959DFDA0FAFA86DE26A316ACD,0.0,12,"[-164.0, 73.625, 142.0]","[-146.0, 89.625, 152.0]"
R::RC-CHN-E210-LINK-04,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_04_tris.npy,43FA4525657CDE0084731B0FEB1F9D234E3E61AAB1A695BA234083911F4D0F6C,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-E210-LINK-04_OP_V1.npz,8133D4B39DE98041B9997278E694F13E7D79E0D80CF3D7506F3D70147BF0A862,0.0,12,"[-184.0, 73.625, 142.0]","[-166.0, 89.625, 152.0]"
R::RC-CHN-E210-LINK-05,R::hardware,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_E210_LINK_05_tris.npy,7F0F1BDC42F922F70758BA60B83FD654AC96769DDCD9A6C5F42C70FA16BB3A47,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-E210-LINK-05_OP_V1.npz,21AC5B3EA9CEE20CFCAB6FCAEC7A4E47425B5D955E89432CB799A195A6F31F7F,0.0,12,"[-204.0, 73.625, 142.0]","[-186.0, 89.625, 152.0]"
R::RC-CHN-L2-BASE,R::guide_channel,ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_L2_BASE_LINK2_V1.step,1C42DB576AB8B1FDD9CA5753387F6D0FD56670EC0799E77918DD23358926DCC1,CANDIDATE_BREP_SOLID,link2,ARM_FK_LINK2,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_LINK_FRAME,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L2-BASE_OP_V1.brep,6DD82F1F554A283CE04740D6C96AAE47DD78AAAF4016B326F05B8AA69879B0BF,0.0,1,"[-228.10932890159998, -0.8007751002229999, 41.999996959088]","[-81.96197691616001, 3.199096552921, 58.000011851113]"
R::RC-CHN-L2-LINER,R::liner,ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_L2_LINER_LINK2_V1.step,4EAD18D5634489B91B7AB65C953EB36DCF01FDDF1CC94C12C181A884E09C5B75,CANDIDATE_BREP_SOLID,link2,ARM_FK_LINK2,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_LINK_FRAME,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L2-LINER_OP_V1.brep,33DB70037694384FDF71F50185B7C1F648FFD87E2FC388EC8A21A446990E0692,0.0,1,"[-228.0805880911, -1.7006816240540001, 44.499993653497]","[-81.94965942597001, 1.099284053939, 55.500004138121]"
R::RC-CHN-L2-WALL-A,R::guide_channel,ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_L2_WALL_A_LINK2_V1.step,A947B41EC4CB047840094355F7860A965DFF7FD73B9F03EC3C32A9E3AD977F31,CANDIDATE_BREP_SOLID,link2,ARM_FK_LINK2,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_LINK_FRAME,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L2-WALL-A_OP_V1.brep,40736E920A24BF1FC98E1678DFCB3ABA16C09E9771AF3588560A7484CA8B514E,0.0,1,"[-228.0819567012, -12.7995997666, 41.999952884756]","[-81.79774371375001, 1.199283871045, 44.000004505485]"
R::RC-CHN-L2-WALL-B,R::guide_channel,ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R95_LINK2_B12_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CHN_L2_WALL_B_LINK2_V1.step,3A5367A0ADF2C38389FC8A292848ECE615055B3E3AF597452ABF07B3D3A9B80D,CANDIDATE_BREP_SOLID,link2,ARM_FK_LINK2,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_LINK_FRAME,link2,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L2-WALL-B_OP_V1.brep,54543F6568D05B3C3B69FBCCF337038D27E4553AD6DC09D03915A04511D419D0,0.0,1,"[-228.0819567012, -12.79965119147, 55.999952884661]","[-81.79774371375001, 1.199232446174, 58.000004505391004]"
R::RC-CHN-L3-BASE,R::guide_channel,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_BASE_tris.npy,22E8D3F0C3FD9817C7F5A58E176DC9E70C4E5603C4EEE7DFCB0A4077EB0108F8,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L3-BASE_OP_V1.npz,0EAE89924668043AF3A761E77045E0A66CE04D57EF24D10BD45318FC070620AA,0.0,12,"[-163.9648687904287, 73.625, 43.50104591074178]","[-106.56938421401185, 89.625, 98.07452918234182]"
R::RC-CHN-L3-LINER,R::liner,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_LINER_tris.npy,879A98DEB33E79021D59CF9F9AE16F2E65F71F1CDDD211DBAE413D76D330E718,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L3-LINER_OP_V1.npz,63A8FFC5EE5FA549615165BC21A859C5C5CD89C6BBC9F670238DC6B2C18901FB,0.0,12,"[-164.58415426635236, 76.125, 45.024849246922145]","[-108.01438365783372, 87.125, 98.72758775499054]"
R::RC-CHN-L3-WALL-A,R::guide_channel,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_WALL_A_tris.npy,0B9DD219DB66F98495191A20C464FB4A0CEE82AA27471C9261C67AC02D90CB9C,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L3-WALL-A_OP_V1.npz,FC5A8109CE83C3DC79DAA71A8CD08571D684B50EFCB63120DD7CB845BB9F9E33,0.0,12,"[-172.22200846941095, 87.625, 44.95228718329451]","[-107.94557416050887, 89.625, 106.78197681765819]"
R::RC-CHN-L3-WALL-B,R::guide_channel,ROUTE_C_SWEEP_MESH_PACK_V9F,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_CHN_L3_WALL_B_tris.npy,AE3A69B51125E83ECA526FA42D3946C8C0061B5B15F4D0DD22291CD4D6CCC5CB,DESIGN_SURFACE_TRIANGLE_MESH_NPZ,A0_Q0_REFERENCE,HOST_FOLLOW_OR_REGISTERED_MOTION,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,V9F_SWEEP_MESH_PASSTHROUGH_HASH_BOUND,link3,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CHN-L3-WALL-B_OP_V1.npz,177F1354FC0A205685AC8A9361370C79BE00218A099FFAD42415753491CBD78F,0.0,12,"[-172.22200846941095, 73.625, 44.95228718329451]","[-107.94557416050887, 75.625, 106.78197681765819]"
R::RC-CLP-BUS-HN01,R::clamp,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CLP_BUS_HN01_S_V1.step,89A2844BA7AFDC018D5508353E2AC352C7B73A1B05C9010E59D54F464B963191,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CLP-BUS-HN01_OP_V1.brep,51CC1F0D0B14A83C3DD397E5D468E2F903BB68AD7B0273420587C1C12F76798B,0.0,1,"[150.57978117326002, -88.81261200159999, -17.73118223799]","[173.9281574022, -58.96245705596, 10.916308612296]"
R::RC-CLP-BUS-HN02,R::clamp,ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_ROUTE_C_R121_OPERATIONAL_COLLISION_CANDIDATE_V1/01_cad/R_RC_CLP_BUS_HN02_S_V1.step,83FB5229800ECA511C320DFE755F18D9DE74CD2487EA80CE2B53D66A74CC4E2A,CANDIDATE_BREP_SOLID,S,STATIC_S,mm,1.0,OPERATIONAL_L2_TAKEOVER_NAMED_RUN,ALL_THREE_STAGES__ROUTE_C_CANDIDATE_SELECTED,R,ADJACENT_JOINT_IF_IN_REGISTRY_EXCEPTION_SET,,FROZEN_CANDIDATE_STEP_S_FRAME,S_STATIC,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/claude_takeover_closure_v1/03_m01/assets/R__RC-CLP-BUS-HN02_OP_V1.brep,ECB7173DF491DA7C6C26C104C10715E853811581B9D011904CA6A3B19C3ABC21,0.0,1,"[169.54166161355002, -100.8096815852, -28.73171310236]","[193.90230935038, -70.00171443779, 1.753710151014]"
