git_status,path,size_bytes,sha256,category,recommended_action,reason
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/03_ARTICULATION/B51R1_T005_ABC_VERIFICATION_CONTRACT.md,6152,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/03_ARTICULATION/B51R1_T005_CAUSAL_HYPOTHESIS_LEDGER.csv,2190,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/04_STOWAGE/B51R1_STOW_RESTRAINT_CONTRACT.yaml,2975,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/04_STOWAGE/B51R1_STOW_RESTRAINT_DOF_MATRIX.csv,5470,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/04_STOWAGE/B51R1_STOW_RESTRAINT_UNKNOWN_REGISTER.csv,3278,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/05_TRADE/B51R1_ADAPTER_ARCHITECTURE_TRADE.csv,6630,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/05_TRADE/B51R1_ADAPTER_ARCHITECTURE_TRADE_RULES.md,1821,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/07_VERIFICATION/B51R1_GATE.json,7333,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/07_VERIFICATION/B51R1_GATE.sha256,82,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/07_VERIFICATION/B51R1_PHASE0_VALIDATION.json,3267,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/B51R1_CURRENT_STATUS.md,2673,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_collision_and_articulation_rework_candidate/README.md,1589,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORITIES/accepted_urdf/arm_b601_v1.urdf,11321,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORITIES/accepted_urdf/q0_joint_axes.csv,1218,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORITIES/vendor_geometry/reBot_B601_DM_v1.1_20260425.step,35114019,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_AUTONOMOUS_LOOP_MULTIAGENT_ENGINEERING_PACKAGE_INTAKE_20260801/ARCHIVE/B51R1_AUTONOMOUS_LOOP_MULTIAGENT_ENGINEERING_PACKAGE.zip,11250,5410CB71C72B20679D1E4E026F18CCCDD0AF02638842CDE0FBAC903DBE013242,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_AUTONOMOUS_LOOP_MULTIAGENT_ENGINEERING_PACKAGE_INTAKE_20260801/SOURCE_CONTEXT/pasted-text.txt,9166,BF945F7E0FA9B3CF297BFE7C26BECDF362690219C7E107DC58FB5A7AC6EBD72D,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_COLD_REOPEN_AUTHORIZATION_20260801/B51R1_COLD_REOPEN_AND_MECHANICAL_ENGINEERING_DIRECTIVE.txt,15591,C78926131EE309B67F652197FD839FEBDBB28E5D9D99EA45EBF21636CEEABAE2,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_MECHANICS_CONTROL_CONTINUATION_PACKAGE_20260730/B51R1_MECHANICS_CONTROL_CONTINUATION_PACKAGE.zip,8397,295B3FA8C8AEFBA3DD6CF896B9CB7B3221A7341CFF5DD69B917282A40A9A6E16,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE1_AUTHORIZATION.yaml,1553,A3A735988A0C47C54A6CE81E2F40CBA69C2A8D88D41A99C19DB78941F36EB3FD,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE.zip,6686,AB2D6EAC2C508F2D192E05263E6256AC7FB343A3E3F43BD224BEF28FF42497A4,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE/B51R1_EXPERT_REVIEW_AND_CORRECTIONS.md,2651,12C5883C3641FD473DE66713E3722B0D34293EEEFE1263FF1A07DE55153A1DD7,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE/CODEX_B51R1_VISIBLE_SW_NATIVE_CONTINUATION_PROMPT.md,8158,537B13657928D50A423B5DF4E92DF517EF9DA586DC97DC8CC0CE156EC9A87D0A,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE/B51R1_PHASE1_NATIVE_CONTINUATION_PACKAGE/VISIBLE_SW_AUTHORIZATION.txt,109,29697F013BA4CCBA63FBBE3DF002C66D42999B73A63CD031EADFC50F1F18BC45,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE1_START_PACKAGE.zip,7967,45ADF43622D00BD380BF2002F254801DFC65928886DCC359E893C73D146FF6D6,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/B51R1_PHASE2_LOOP_MULTIAGENT_MECHANICAL_PACKAGE_INTAKE_20260801/B51R1_PHASE2_LOOP_MULTIAGENT_MECHANICAL_PACKAGE.zip,11814,277AFF81693DF362BBE45B01528452156E9481FD003E07C903E8E0358BABFDD2,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/CODEX_B51R1_PHASE1_EXECUTION_PROMPT.md,12119,B9F2E27FA1BC60A1985332A3B0377278F454E6869FA202E774ADE4C31FE333A6,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/AUTHORIZATION_PACKAGE/README.md,359,AA93254A59B133DB085B9DCF269083658BF9870A29251AD0DAD98C707DFA150F,MECHANICAL_MIDDLEWARE_CANDIDATE,REVIEW_BEFORE_DELETE,Likely intermediate/receipt material; may still carry negative evidence
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/B51R1_PARENT_INPUT_LOCK.json,8414,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/B51R1_PHASE1_CAD_BRIEF.md,2464,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_BlankSingleCsDiagnostic.cs,56585,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_BlankSingleCsDiagnostic.dll,37888,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_BlankSingleCsDiagnosticRunner.cs,7564,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_BlankSingleCsDiagnosticRunner.exe,9728,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_PostSaveSingleCsRecovery.cs,29792,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_PostSaveSingleCsRecovery.exe,38400,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_PostSaveSingleCsRecoveryAttempt2.Core.dll,25088,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_PostSaveSingleCsRecoveryAttempt2.cs,31467,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_PostSaveSingleCsRecoveryAttempt2.exe,7168,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_PostSaveSingleCsRecoveryAttempt2Runner.cs,3945,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SINGLE_CS_COLD_REOPEN_CAD_BRIEF.md,2058,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SINGLE_CS_DIAGNOSTIC_CAD_BRIEF.md,3040,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SINGLE_CS_DIAGNOSTIC_COPY.SLDPRT,51508,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SingleCsColdReopen.Core.dll,25600,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SingleCsColdReopen.cs,33140,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SingleCsColdReopenRunner.cs,4291,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_SingleCsColdReopenRunner.exe,7168,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_VerifyBlankSingleCsDiagnosticOffline.ps1,19301,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/B51R1_VerifySingleCsColdReopenOffline.ps1,17047,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/OFFLINE_BUILD_HISTORY/B51R1_SINGLE_CS_DIAGNOSTIC_TOOL_OFFLINE_VERIFICATION_ATTEMPT_001_FAIL.json,11441,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/OFFLINE_BUILD_HISTORY/B51R1_SINGLE_CS_DIAGNOSTIC_TOOL_OFFLINE_VERIFICATION_ATTEMPT_002_PASS_PRE_COM_RELEASE_HARDENING.json,11636,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/DIAGNOSTIC_ONLY/OFFLINE_BUILD_HISTORY/B51R1_SINGLE_CS_DIAGNOSTIC_TOOL_OFFLINE_VERIFICATION_ATTEMPT_003_PASS_PRE_EXIT_EMPTY_ASSERTION.json,11636,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/GATES/B51R1_PHASE0_GATE.json,7333,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/GATES/B51_GATE.json,8731,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/MANIFESTS/baseline_freeze_manifest.yaml,16218,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/ACCEPTED_URDF/arm_b601_v1.urdf,11321,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/CANONICAL_NATIVE_SPEC_COPY/native_spec.py,6542,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/CANONICAL_SOURCE_NOTES/SOURCES_AND_LICENSES.md,1889,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/LEGACY_V22_BUILDER/sw_v22_builder.py,29337,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_CANONICAL_INPUT_LOCK/B51_INPUT_LOCK_V2_CANONICAL.json,4318,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_DATUM_REGISTER/B51_MASTER_SKELETON_DATUM_REGISTER.yaml,957,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_EXACT_BREP_AUDIT/B51_CANONICAL_INTERFACE_BREP_AUDIT.json,26056,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_GEOMETRY_SOURCE/b51_geometry_common.py,19461,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_H10_LEDGER/B51_INTERFERENCE_DISPOSITION_LEDGER.csv,8311,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_H9_DECISION/B51_PACKAGING_ENVELOPE_DECISION.md,2455,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_HDRM_INTERFACE/B51_HDRM_FUNCTIONAL_INTERFACE.md,826,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_INITIAL_INPUT_LOCK/B51_INPUT_LOCK.json,11405,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_JOINT_MATE_REGISTER/B51_JOINT_MATE_REGISTER.csv,2051,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_KINEMATIC_CONSISTENCY/B51_CAD_URDF_KINEMATIC_CONSISTENCY.json,5776,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_OFF_AXIS_DIAGNOSTIC/B51_T003_OFF_AXIS_STATE_DIAGNOSTIC.json,41226,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_STOW_LOAD_PATH/B51_STOWAGE_LOAD_PATH.md,1094,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_T005/B51_SEGMENT_CHAIN_6R_20260728T005.json,49816,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_T005_BUILDER/b51_build_articulated_segment_chain.py,58467,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/PARENT_T005_EXECUTION_TRACE/execution_trace.jsonl,14013,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/V21_ADVERSARIAL_RECORD/adversarial_design_record.yaml,98456,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PARENT_LOCKED_INPUTS/V21_MASTER_SKELETON_DELTA/v2_1_master_skeleton_delta.yaml,4509,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PHASE1_BOUNDARY.md,754,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
??,20_engineering/cad/B5_1R1_B601_interface_native_rework_candidate/00_BASELINE/PROGRESS_SNAPSHOT/MECHANICAL_DESIGN_PROGRESS_GALLERY_20260729.md,9935,NOT_COMPUTED_FULL_INVENTORY,MECHANICAL_RESEARCH_ASSET,KEEP_PENDING_VERSION_CONTROL,Mechanical source/evidence/release asset
