state,instance_id,T_S_step_m,transform_equation,source_frame,target_frame,translation_unit,source_translation_unit,rotation_valid,same_geometry_as_873,same_transform_as_873,native_whole_plan_current,source_hash_verified
parking,B601_link6,"[[0.17364456026372335,6.378453723857902e-07,0.9848083908509363,0.16448316672213775],[7.290608310282369e-06,-0.9999999999732195,-6.378185924904416e-07,8.811699341153118e-07],[0.9848083908241572,7.2906059673946795e-06,-0.17364456026372355,0.5452413544638309],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:B601_link6,S,m,mm,True,True,True,False,True
parking,B601_gripper_link,"[[0.9848077530122072,6.378453723857881e-07,-0.17364817766575877,0.3217669148249408],[-6.378453723857894e-07,-0.9999999999732193,-7.290605967394669e-06,7.793039267086619e-07],[-0.17364817766575885,7.290605967394671e-06,-0.9848077529854281,0.5175085817441115],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:B601_gripper_link,S,m,mm,True,True,True,False,True
parking,B601_gripper_left,"[[-4.255246236520299e-06,0.9848077530032205,-0.17364817766575877,0.28031757069117413],[0.9999999999688161,3.0353597308251863e-06,-7.290605967394669e-06,0.014973275246013147],[-6.652760594964001e-06,-0.17364817769136726,-0.9848077529854279,0.5248303406293787],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:B601_gripper_left,S,m,mm,True,True,True,False,True
parking,B601_gripper_right,"[[-2.9795554917573265e-06,-0.9848077530079062,-0.17364817766575874,0.2803130641726079],[-0.9999999999641302,4.311050475588159e-06,-7.29060596739467e-06,-0.014971662942990306],[7.928451339726973e-06,0.1736481776378075,-0.9848077529854279,0.5248048928864644],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:B601_gripper_right,S,m,mm,True,True,True,False,True
parking,WP06_nut_-1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_nut_-1_-94,S,m,mm,True,True,True,False,True
parking,WP06_nut_-1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_nut_-1_94,S,m,mm,True,True,True,False,True
parking,WP06_nut_1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_nut_1_-94,S,m,mm,True,True,True,False,True
parking,WP06_nut_1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_nut_1_94,S,m,mm,True,True,True,False,True
parking,WP06_screw_-1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_screw_-1_-94,S,m,mm,True,True,True,False,True
parking,WP06_screw_-1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_screw_-1_94,S,m,mm,True,True,True,False,True
parking,WP06_screw_1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_screw_1_-94,S,m,mm,True,True,True,False,True
parking,WP06_screw_1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_screw_1_94,S,m,mm,True,True,True,False,True
parking,WP06_washer_inner_-1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_inner_-1_-94,S,m,mm,True,True,True,False,True
parking,WP06_washer_inner_-1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_inner_-1_94,S,m,mm,True,True,True,False,True
parking,WP06_washer_inner_1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_inner_1_-94,S,m,mm,True,True,True,False,True
parking,WP06_washer_inner_1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_inner_1_94,S,m,mm,True,True,True,False,True
parking,WP06_washer_outer_-1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_outer_-1_-94,S,m,mm,True,True,True,False,True
parking,WP06_washer_outer_-1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_outer_-1_94,S,m,mm,True,True,True,False,True
parking,WP06_washer_outer_1_-94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_outer_1_-94,S,m,mm,True,True,True,False,True
parking,WP06_washer_outer_1_94,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP06_washer_outer_1_94,S,m,mm,True,True,True,False,True
parking,WP07_guide_screw_0_-10,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_screw_0_-10,S,m,mm,True,True,True,False,True
parking,WP07_guide_screw_0_10,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_screw_0_10,S,m,mm,True,True,True,False,True
parking,WP07_guide_washer_0_-10,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_washer_0_-10,S,m,mm,True,True,True,False,True
parking,WP07_guide_washer_0_10,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_washer_0_10,S,m,mm,True,True,True,False,True
parking,WP07_lower_collar_0_front,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_collar_0_front,S,m,mm,True,True,True,False,True
parking,WP07_lower_collar_0_rear,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_collar_0_rear,S,m,mm,True,True,True,False,True
parking,WP07_lower_nut_0_-17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_nut_0_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_nut_0_17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_nut_0_17,S,m,mm,True,True,True,False,True
parking,WP07_lower_screw_0_-17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_screw_0_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_screw_0_17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_screw_0_17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_inner_0_-17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_inner_0_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_inner_0_17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_inner_0_17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_outer_0_-17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_outer_0_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_outer_0_17,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_outer_0_17,S,m,mm,True,True,True,False,True
parking,hold_fold_mast_0,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:hold_fold_mast_0,S,m,mm,True,True,True,False,True
parking,hold_shoe_guide_0_-10,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:hold_shoe_guide_0_-10,S,m,mm,True,True,True,False,True
parking,hold_shoe_guide_0_10,"[[1.0,0.0,0.0,-0.115],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:hold_shoe_guide_0_10,S,m,mm,True,True,True,False,True
parking,WP07_guide_screw_1_-10,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_screw_1_-10,S,m,mm,True,True,True,False,True
parking,WP07_guide_screw_1_10,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_screw_1_10,S,m,mm,True,True,True,False,True
parking,WP07_guide_washer_1_-10,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_washer_1_-10,S,m,mm,True,True,True,False,True
parking,WP07_guide_washer_1_10,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_guide_washer_1_10,S,m,mm,True,True,True,False,True
parking,WP07_lower_collar_1_front,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_collar_1_front,S,m,mm,True,True,True,False,True
parking,WP07_lower_collar_1_rear,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_collar_1_rear,S,m,mm,True,True,True,False,True
parking,WP07_lower_nut_1_-17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_nut_1_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_nut_1_17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_nut_1_17,S,m,mm,True,True,True,False,True
parking,WP07_lower_screw_1_-17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_screw_1_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_screw_1_17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_screw_1_17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_inner_1_-17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_inner_1_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_inner_1_17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_inner_1_17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_outer_1_-17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_outer_1_-17,S,m,mm,True,True,True,False,True
parking,WP07_lower_washer_outer_1_17,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:WP07_lower_washer_outer_1_17,S,m,mm,True,True,True,False,True
parking,hold_fold_mast_1,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:hold_fold_mast_1,S,m,mm,True,True,True,False,True
parking,hold_shoe_guide_1_-10,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:hold_shoe_guide_1_-10,S,m,mm,True,True,True,False,True
parking,hold_shoe_guide_1_10,"[[1.0,0.0,0.0,-0.04],[0.0,1.0,0.0,-0.099],[0.0,0.0,1.0,0.13515000000000002],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:hold_shoe_guide_1_10,S,m,mm,True,True,True,False,True
parking,MIPS_CRADLE_B,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_CRADLE_B,S,m,mm,True,True,False,False,True
parking,MIPS_OEM_MAX_ENVELOPE,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_OEM_MAX_ENVELOPE,S,m,mm,True,True,False,False,True
parking,MIPS_INTERFACE_SHIM_-1_0,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_INTERFACE_SHIM_-1_0,S,m,mm,True,True,False,False,True
parking,MIPS_INTERFACE_SHIM_-1_1,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_INTERFACE_SHIM_-1_1,S,m,mm,True,True,False,False,True
parking,MIPS_INTERFACE_SHIM_1_0,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_INTERFACE_SHIM_1_0,S,m,mm,True,True,False,False,True
parking,MIPS_INTERFACE_SHIM_1_1,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_INTERFACE_SHIM_1_1,S,m,mm,True,True,False,False,True
parking,P60_REFERENCE_B,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_REFERENCE_B,S,m,mm,True,True,False,False,True
parking,P60_TRAY_B,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_TRAY_B,S,m,mm,True,True,False,False,True
parking,GROMMET_0,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:GROMMET_0,S,m,mm,True,True,False,False,True
parking,GROMMET_1,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:GROMMET_1,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_0_SCREW,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_0_SCREW,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_0_TOP_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_0_TOP_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_0_BOTTOM_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_0_BOTTOM_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_0_NUT,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_0_NUT,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_1_SCREW,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_1_SCREW,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_1_TOP_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_1_TOP_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_1_BOTTOM_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_1_BOTTOM_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_1_NUT,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_1_NUT,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_2_SCREW,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_2_SCREW,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_2_TOP_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_2_TOP_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_2_BOTTOM_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_2_BOTTOM_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_2_NUT,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_2_NUT,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_3_SCREW,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_3_SCREW,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_3_TOP_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_3_TOP_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_3_BOTTOM_WASHER,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_3_BOTTOM_WASHER,S,m,mm,True,True,False,False,True
parking,MIPS_FOOT_3_NUT,"[[1.0,0.0,0.0,0.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:MIPS_FOOT_3_NUT,S,m,mm,True,True,False,False,True
parking,P60_HOST_0_POST,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_HOST_0_POST,S,m,mm,True,True,False,False,True
parking,P60_HOST_0_ROD,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_HOST_0_ROD,S,m,mm,True,True,False,False,True
parking,P60_HOST_0_TW,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_HOST_0_TW,S,m,mm,True,True,False,False,True
parking,P60_HOST_0_TN,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_HOST_0_TN,S,m,mm,True,True,False,False,True
parking,P60_HOST_0_BW,"[[1.0,0.0,0.0,-0.012],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,0.0],[0.0,0.0,0.0,1.0]]",p_S_m = R_S_step * p_step_m + t_S_m,STEP_LOCAL:P60_HOST_0_BW,S,m,mm,True,True,False,False,True
