case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,visibility_ratio,capture_window_s,reach_time_s,base_peak_deg,v_max_m_s,post_capture_rate_dps,clearance_min_m,result,failure_reason
C0342,target_satellite_v0,2.0,0.005,0.5,3.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0343,target_satellite_v0,2.0,0.005,1.0,1.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0344,target_satellite_v0,2.0,0.005,1.0,1.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,SAFE,SAFE
C0345,target_satellite_v0,2.0,0.005,1.0,1.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0346,target_satellite_v0,2.0,0.005,1.0,1.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,SAFE,SAFE
C0347,target_satellite_v0,2.0,0.005,1.0,1.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0348,target_satellite_v0,2.0,0.005,1.0,1.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,SAFE,SAFE
C0349,target_satellite_v0,2.0,0.005,1.0,2.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0350,target_satellite_v0,2.0,0.005,1.0,2.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,SAFE,SAFE
C0351,target_satellite_v0,2.0,0.005,1.0,2.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0352,target_satellite_v0,2.0,0.005,1.0,2.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,SAFE,SAFE
C0353,target_satellite_v0,2.0,0.005,1.0,2.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0354,target_satellite_v0,2.0,0.005,1.0,2.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,SAFE,SAFE
C0355,target_satellite_v0,2.0,0.005,1.0,3.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0356,target_satellite_v0,2.0,0.005,1.0,3.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0357,target_satellite_v0,2.0,0.005,1.0,3.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0358,target_satellite_v0,2.0,0.005,1.0,3.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0359,target_satellite_v0,2.0,0.005,1.0,3.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0360,target_satellite_v0,2.0,0.005,1.0,3.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0361,target_satellite_v0,2.0,0.005,1.5,1.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0362,target_satellite_v0,2.0,0.005,1.5,1.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,SAFE,SAFE
C0363,target_satellite_v0,2.0,0.005,1.5,1.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0364,target_satellite_v0,2.0,0.005,1.5,1.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,SAFE,SAFE
C0365,target_satellite_v0,2.0,0.005,1.5,1.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0366,target_satellite_v0,2.0,0.005,1.5,1.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,SAFE,SAFE
C0367,target_satellite_v0,2.0,0.005,1.5,2.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0368,target_satellite_v0,2.0,0.005,1.5,2.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,SAFE,SAFE
C0369,target_satellite_v0,2.0,0.005,1.5,2.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0370,target_satellite_v0,2.0,0.005,1.5,2.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,SAFE,SAFE
C0371,target_satellite_v0,2.0,0.005,1.5,2.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0372,target_satellite_v0,2.0,0.005,1.5,2.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,SAFE,SAFE
C0373,target_satellite_v0,2.0,0.005,1.5,3.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0374,target_satellite_v0,2.0,0.005,1.5,3.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0375,target_satellite_v0,2.0,0.005,1.5,3.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0376,target_satellite_v0,2.0,0.005,1.5,3.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0377,target_satellite_v0,2.0,0.005,1.5,3.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0378,target_satellite_v0,2.0,0.005,1.5,3.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0379,target_satellite_v0,2.0,0.01,0.5,1.0,0.8,0,1.0,42.45,16.0,6.807,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0380,target_satellite_v0,2.0,0.01,0.5,1.0,0.8,1,1.0,42.45,16.0,1.021,0.015,0.867,0.47,SAFE,SAFE
C0381,target_satellite_v0,2.0,0.01,0.5,1.0,1.0,0,1.0,42.45,16.0,6.807,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0382,target_satellite_v0,2.0,0.01,0.5,1.0,1.0,1,1.0,42.45,16.0,1.021,0.015,1.083,0.47,SAFE,SAFE
C0383,target_satellite_v0,2.0,0.01,0.5,1.0,1.2,0,1.0,42.45,16.0,6.807,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0384,target_satellite_v0,2.0,0.01,0.5,1.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,SAFE,SAFE
C0385,target_satellite_v0,2.0,0.01,0.5,2.0,0.8,0,1.0,42.45,16.0,6.807,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0386,target_satellite_v0,2.0,0.01,0.5,2.0,0.8,1,1.0,42.45,16.0,1.021,0.015,0.867,0.47,SAFE,SAFE
C0387,target_satellite_v0,2.0,0.01,0.5,2.0,1.0,0,1.0,42.45,16.0,6.807,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0388,target_satellite_v0,2.0,0.01,0.5,2.0,1.0,1,1.0,42.45,16.0,1.021,0.015,1.083,0.47,SAFE,SAFE
C0389,target_satellite_v0,2.0,0.01,0.5,2.0,1.2,0,1.0,42.45,16.0,6.807,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0390,target_satellite_v0,2.0,0.01,0.5,2.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,SAFE,SAFE
C0391,target_satellite_v0,2.0,0.01,0.5,3.0,0.8,0,1.0,42.45,16.0,6.807,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0392,target_satellite_v0,2.0,0.01,0.5,3.0,0.8,1,1.0,42.45,16.0,1.021,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0393,target_satellite_v0,2.0,0.01,0.5,3.0,1.0,0,1.0,42.45,16.0,6.807,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0394,target_satellite_v0,2.0,0.01,0.5,3.0,1.0,1,1.0,42.45,16.0,1.021,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0395,target_satellite_v0,2.0,0.01,0.5,3.0,1.2,0,1.0,42.45,16.0,6.807,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0396,target_satellite_v0,2.0,0.01,0.5,3.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0397,target_satellite_v0,2.0,0.01,1.0,1.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0398,target_satellite_v0,2.0,0.01,1.0,1.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,SAFE,SAFE
C0399,target_satellite_v0,2.0,0.01,1.0,1.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0400,target_satellite_v0,2.0,0.01,1.0,1.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,SAFE,SAFE
C0401,target_satellite_v0,2.0,0.01,1.0,1.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0402,target_satellite_v0,2.0,0.01,1.0,1.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,SAFE,SAFE
C0403,target_satellite_v0,2.0,0.01,1.0,2.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0404,target_satellite_v0,2.0,0.01,1.0,2.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,SAFE,SAFE
C0405,target_satellite_v0,2.0,0.01,1.0,2.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0406,target_satellite_v0,2.0,0.01,1.0,2.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,SAFE,SAFE
C0407,target_satellite_v0,2.0,0.01,1.0,2.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0408,target_satellite_v0,2.0,0.01,1.0,2.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,SAFE,SAFE
C0409,target_satellite_v0,2.0,0.01,1.0,3.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0410,target_satellite_v0,2.0,0.01,1.0,3.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0411,target_satellite_v0,2.0,0.01,1.0,3.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0412,target_satellite_v0,2.0,0.01,1.0,3.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0413,target_satellite_v0,2.0,0.01,1.0,3.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0414,target_satellite_v0,2.0,0.01,1.0,3.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0415,target_satellite_v0,2.0,0.01,1.5,1.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0416,target_satellite_v0,2.0,0.01,1.5,1.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,SAFE,SAFE
C0417,target_satellite_v0,2.0,0.01,1.5,1.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0418,target_satellite_v0,2.0,0.01,1.5,1.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,SAFE,SAFE
C0419,target_satellite_v0,2.0,0.01,1.5,1.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0420,target_satellite_v0,2.0,0.01,1.5,1.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,SAFE,SAFE
C0421,target_satellite_v0,2.0,0.01,1.5,2.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0422,target_satellite_v0,2.0,0.01,1.5,2.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,SAFE,SAFE
C0423,target_satellite_v0,2.0,0.01,1.5,2.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0424,target_satellite_v0,2.0,0.01,1.5,2.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,SAFE,SAFE
C0425,target_satellite_v0,2.0,0.01,1.5,2.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0426,target_satellite_v0,2.0,0.01,1.5,2.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,SAFE,SAFE
C0427,target_satellite_v0,2.0,0.01,1.5,3.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0428,target_satellite_v0,2.0,0.01,1.5,3.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0429,target_satellite_v0,2.0,0.01,1.5,3.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0430,target_satellite_v0,2.0,0.01,1.5,3.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0431,target_satellite_v0,2.0,0.01,1.5,3.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0432,target_satellite_v0,2.0,0.01,1.5,3.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0433,target_satellite_v0,2.0,0.02,0.5,1.0,0.8,0,1.0,42.45,16.0,6.807,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0434,target_satellite_v0,2.0,0.02,0.5,1.0,0.8,1,1.0,42.45,16.0,1.021,0.015,0.867,0.47,FAIL,APPROACH_SPEED_FAIL
C0435,target_satellite_v0,2.0,0.02,0.5,1.0,1.0,0,1.0,42.45,16.0,6.807,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0436,target_satellite_v0,2.0,0.02,0.5,1.0,1.0,1,1.0,42.45,16.0,1.021,0.015,1.083,0.47,FAIL,APPROACH_SPEED_FAIL
C0437,target_satellite_v0,2.0,0.02,0.5,1.0,1.2,0,1.0,42.45,16.0,6.807,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0438,target_satellite_v0,2.0,0.02,0.5,1.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0439,target_satellite_v0,2.0,0.02,0.5,2.0,0.8,0,1.0,42.45,16.0,6.807,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0440,target_satellite_v0,2.0,0.02,0.5,2.0,0.8,1,1.0,42.45,16.0,1.021,0.015,0.867,0.47,FAIL,APPROACH_SPEED_FAIL
C0441,target_satellite_v0,2.0,0.02,0.5,2.0,1.0,0,1.0,42.45,16.0,6.807,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0442,target_satellite_v0,2.0,0.02,0.5,2.0,1.0,1,1.0,42.45,16.0,1.021,0.015,1.083,0.47,FAIL,APPROACH_SPEED_FAIL
C0443,target_satellite_v0,2.0,0.02,0.5,2.0,1.2,0,1.0,42.45,16.0,6.807,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0444,target_satellite_v0,2.0,0.02,0.5,2.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0445,target_satellite_v0,2.0,0.02,0.5,3.0,0.8,0,1.0,42.45,16.0,6.807,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0446,target_satellite_v0,2.0,0.02,0.5,3.0,0.8,1,1.0,42.45,16.0,1.021,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0447,target_satellite_v0,2.0,0.02,0.5,3.0,1.0,0,1.0,42.45,16.0,6.807,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0448,target_satellite_v0,2.0,0.02,0.5,3.0,1.0,1,1.0,42.45,16.0,1.021,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0449,target_satellite_v0,2.0,0.02,0.5,3.0,1.2,0,1.0,42.45,16.0,6.807,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0450,target_satellite_v0,2.0,0.02,0.5,3.0,1.2,1,1.0,42.45,16.0,1.021,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0451,target_satellite_v0,2.0,0.02,1.0,1.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0452,target_satellite_v0,2.0,0.02,1.0,1.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,FAIL,APPROACH_SPEED_FAIL
C0453,target_satellite_v0,2.0,0.02,1.0,1.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0454,target_satellite_v0,2.0,0.02,1.0,1.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,FAIL,APPROACH_SPEED_FAIL
C0455,target_satellite_v0,2.0,0.02,1.0,1.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0456,target_satellite_v0,2.0,0.02,1.0,1.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0457,target_satellite_v0,2.0,0.02,1.0,2.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0458,target_satellite_v0,2.0,0.02,1.0,2.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,FAIL,APPROACH_SPEED_FAIL
C0459,target_satellite_v0,2.0,0.02,1.0,2.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0460,target_satellite_v0,2.0,0.02,1.0,2.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,FAIL,APPROACH_SPEED_FAIL
C0461,target_satellite_v0,2.0,0.02,1.0,2.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0462,target_satellite_v0,2.0,0.02,1.0,2.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0463,target_satellite_v0,2.0,0.02,1.0,3.0,0.8,0,1.0,42.45,8.0,13.133,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0464,target_satellite_v0,2.0,0.02,1.0,3.0,0.8,1,1.0,42.45,8.0,1.97,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0465,target_satellite_v0,2.0,0.02,1.0,3.0,1.0,0,1.0,42.45,8.0,13.133,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0466,target_satellite_v0,2.0,0.02,1.0,3.0,1.0,1,1.0,42.45,8.0,1.97,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0467,target_satellite_v0,2.0,0.02,1.0,3.0,1.2,0,1.0,42.45,8.0,13.133,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0468,target_satellite_v0,2.0,0.02,1.0,3.0,1.2,1,1.0,42.45,8.0,1.97,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0469,target_satellite_v0,2.0,0.02,1.5,1.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0470,target_satellite_v0,2.0,0.02,1.5,1.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,FAIL,APPROACH_SPEED_FAIL
C0471,target_satellite_v0,2.0,0.02,1.5,1.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0472,target_satellite_v0,2.0,0.02,1.5,1.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,FAIL,APPROACH_SPEED_FAIL
C0473,target_satellite_v0,2.0,0.02,1.5,1.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0474,target_satellite_v0,2.0,0.02,1.5,1.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0475,target_satellite_v0,2.0,0.02,1.5,2.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,BASE_REACTION_FAIL
C0476,target_satellite_v0,2.0,0.02,1.5,2.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,FAIL,APPROACH_SPEED_FAIL
C0477,target_satellite_v0,2.0,0.02,1.5,2.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,BASE_REACTION_FAIL
C0478,target_satellite_v0,2.0,0.02,1.5,2.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,FAIL,APPROACH_SPEED_FAIL
C0479,target_satellite_v0,2.0,0.02,1.5,2.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0480,target_satellite_v0,2.0,0.02,1.5,2.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,FAIL,APPROACH_SPEED_FAIL
C0481,target_satellite_v0,2.0,0.02,1.5,3.0,0.8,0,1.0,42.45,5.33,18.502,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0482,target_satellite_v0,2.0,0.02,1.5,3.0,0.8,1,1.0,42.45,5.33,2.775,0.015,0.867,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0483,target_satellite_v0,2.0,0.02,1.5,3.0,1.0,0,1.0,42.45,5.33,18.502,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0484,target_satellite_v0,2.0,0.02,1.5,3.0,1.0,1,1.0,42.45,5.33,2.775,0.015,1.083,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0485,target_satellite_v0,2.0,0.02,1.5,3.0,1.2,0,1.0,42.45,5.33,18.502,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0486,target_satellite_v0,2.0,0.02,1.5,3.0,1.2,1,1.0,42.45,5.33,2.775,0.015,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0487,target_satellite_v0,3.0,0.005,0.5,1.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0488,target_satellite_v0,3.0,0.005,0.5,1.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,SAFE,SAFE
C0489,target_satellite_v0,3.0,0.005,0.5,1.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0490,target_satellite_v0,3.0,0.005,0.5,1.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,SAFE,SAFE
C0491,target_satellite_v0,3.0,0.005,0.5,1.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0492,target_satellite_v0,3.0,0.005,0.5,1.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,SAFE,SAFE
C0493,target_satellite_v0,3.0,0.005,0.5,2.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0494,target_satellite_v0,3.0,0.005,0.5,2.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,SAFE,SAFE
C0495,target_satellite_v0,3.0,0.005,0.5,2.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0496,target_satellite_v0,3.0,0.005,0.5,2.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,SAFE,SAFE
C0497,target_satellite_v0,3.0,0.005,0.5,2.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0498,target_satellite_v0,3.0,0.005,0.5,2.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,SAFE,SAFE
C0499,target_satellite_v0,3.0,0.005,0.5,3.0,0.8,0,1.0,28.33,16.0,6.807,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0500,target_satellite_v0,3.0,0.005,0.5,3.0,0.8,1,1.0,28.33,16.0,1.021,0.012,1.3,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0501,target_satellite_v0,3.0,0.005,0.5,3.0,1.0,0,1.0,28.33,16.0,6.807,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0502,target_satellite_v0,3.0,0.005,0.5,3.0,1.0,1,1.0,28.33,16.0,1.021,0.012,1.625,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0503,target_satellite_v0,3.0,0.005,0.5,3.0,1.2,0,1.0,28.33,16.0,6.807,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0504,target_satellite_v0,3.0,0.005,0.5,3.0,1.2,1,1.0,28.33,16.0,1.021,0.012,1.95,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0505,target_satellite_v0,3.0,0.005,1.0,1.0,0.8,0,1.0,28.33,8.0,13.133,0.012,1.3,0.47,FAIL,BASE_REACTION_FAIL
C0506,target_satellite_v0,3.0,0.005,1.0,1.0,0.8,1,1.0,28.33,8.0,1.97,0.012,1.3,0.47,SAFE,SAFE
C0507,target_satellite_v0,3.0,0.005,1.0,1.0,1.0,0,1.0,28.33,8.0,13.133,0.012,1.625,0.47,FAIL,BASE_REACTION_FAIL
C0508,target_satellite_v0,3.0,0.005,1.0,1.0,1.0,1,1.0,28.33,8.0,1.97,0.012,1.625,0.47,SAFE,SAFE
C0509,target_satellite_v0,3.0,0.005,1.0,1.0,1.2,0,1.0,28.33,8.0,13.133,0.012,1.95,0.47,FAIL,BASE_REACTION_FAIL
C0510,target_satellite_v0,3.0,0.005,1.0,1.0,1.2,1,1.0,28.33,8.0,1.97,0.012,1.95,0.47,SAFE,SAFE
