file,property,value
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,备注, 
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,名称,“图样名称”
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,代号,“图样代号”
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,共X张,1
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,第X张,1
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,OBJECT_ID,V2-MNT-002
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,SYSTEM_OWNER,robot_adapter
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,PARENT_ID,SV2_Robot_Mount_Module
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,STRUCTURE_CLASS,SECONDARY_PROPOSAL
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,SOURCE_REFERENCE,b3_build_spec.yaml robot_mount_display_proposal; load_path:LPE_002
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,FRAME_ID,CS_M
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,INTERFACE_IDS,IF-RM-001;IF-RM-002
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,MASS_OWNER,NONE_DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,NO_DYNAMICS_USE,true
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,MANUFACTURING_AUTHORITY,NONE
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,CLAIM_LIMIT,envelope_display_only;bolts_locators_loads_stiffness_UNKNOWN_BLOCKED;NO_STRENGTH_CLAIM;envelope_12x160x160_EVIDENCE_BOUND
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,NO_STRENGTH_CLAIM,true
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;strength_claims
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,Description,
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,Weight,"""SW-Mass@SV2_MNT_REFERENCES.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,Material,"""SW-Material@SV2_MNT_REFERENCES.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,质量,"""SW-Mass@SV2_MNT_REFERENCES.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,材料,"""SW-Material@SV2_MNT_REFERENCES.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,单重,"""SW-Mass@SV2_MNT_REFERENCES.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,零件号,  
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,设计,   
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,审核, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,标准审查, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,工艺审查, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,批准, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,日期,"2007,12,3"
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,校核, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,主管设计, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,校对, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,审定, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,阶段标记S, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,阶段标记A, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,阶段标记B, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,替代, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,图幅, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,版本, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,备注, 
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,名称,“图样名称”
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,代号,“图样代号”
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,共X张,1
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,第X张,1
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,OBJECT_ID,V2-MNT-005
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,SYSTEM_OWNER,robot_mount_references
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,PARENT_ID,SV2_Robot_Mount_Module
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,STRUCTURE_CLASS,SECONDARY_PROPOSAL
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,EVIDENCE_STATE,DESIGN_PROPOSAL
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,SOURCE_REFERENCE,b3_build_spec.yaml robot_mount_display_proposal
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,FRAME_ID,CS_M
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,INTERFACE_IDS,IF-RM-001;IF-RM-002
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,MASS_OWNER,NONE_DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,NO_DYNAMICS_USE,true
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,MANUFACTURING_AUTHORITY,NONE
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,CLAIM_LIMIT,envelope_display_only;bolts_locators_loads_stiffness_UNKNOWN_BLOCKED;NO_STRENGTH_CLAIM;wrench_overlay_symbolic_no_values;visual_arrow_is_not_load_evidence
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,NO_STRENGTH_CLAIM,true
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;strength_claims
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,Description,
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,Weight,"""SW-Mass@SV2_MNT_RIB_SET.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,Material,"""SW-Material@SV2_MNT_RIB_SET.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,质量,"""SW-Mass@SV2_MNT_RIB_SET.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,材料,"""SW-Material@SV2_MNT_RIB_SET.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,单重,"""SW-Mass@SV2_MNT_RIB_SET.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,零件号,  
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,设计,   
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,审核, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,标准审查, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,工艺审查, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,批准, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,日期,"2007,12,3"
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,校核, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,主管设计, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,校对, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,审定, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,阶段标记S, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,阶段标记A, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,阶段标记B, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,替代, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,图幅, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,版本, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,备注, 
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,名称,“图样名称”
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,代号,“图样代号”
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,共X张,1
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,第X张,1
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,OBJECT_ID,V2-MNT-004
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,SYSTEM_OWNER,bus_structure
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,PARENT_ID,SV2_Robot_Mount_Module
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,STRUCTURE_CLASS,PRIMARY_PROPOSAL
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,EVIDENCE_STATE,DESIGN_PROPOSAL
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,SOURCE_REFERENCE,b3_build_spec.yaml robot_mount_display_proposal; load_path:LPE_003
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,FRAME_ID,CS_M
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,INTERFACE_IDS,IF-RM-001
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,MASS_OWNER,NONE_DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,NO_DYNAMICS_USE,true
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,MANUFACTURING_AUTHORITY,NONE
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,CLAIM_LIMIT,envelope_display_only;bolts_locators_loads_stiffness_UNKNOWN_BLOCKED;NO_STRENGTH_CLAIM;rib_count_shape_thickness_not_selected;suppressible_proposal
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,NO_STRENGTH_CLAIM,true
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;strength_claims
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,Description,
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,Weight,"""SW-Mass@SV2_MNT_SERVICER_FLANGE.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,Material,"""SW-Material@SV2_MNT_SERVICER_FLANGE.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,质量,"""SW-Mass@SV2_MNT_SERVICER_FLANGE.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,材料,"""SW-Material@SV2_MNT_SERVICER_FLANGE.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,单重,"""SW-Mass@SV2_MNT_SERVICER_FLANGE.SLDPRT"""
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,零件号,  
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,设计,   
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,审核, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,标准审查, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,工艺审查, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,批准, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,日期,"2007,12,3"
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,校核, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,主管设计, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,校对, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,审定, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,阶段标记S, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,阶段标记A, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,阶段标记B, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,替代, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,图幅, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,版本, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,备注, 
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,名称,“图样名称”
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,代号,“图样代号”
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,共X张,1
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,第X张,1
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,OBJECT_ID,V2-MNT-001
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,SYSTEM_OWNER,bus_structure
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,PARENT_ID,SV2_Robot_Mount_Module
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,STRUCTURE_CLASS,PRIMARY_PROPOSAL
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,REPRESENTATION_LAYER,SYSTEM_MECHANICAL_DISPLAY
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,SOURCE_REFERENCE,b3_build_spec.yaml robot_mount_display_proposal; load_path:LPE_003_front_frame_side
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,FRAME_ID,CS_M
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,INTERFACE_IDS,IF-RM-001
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,MASS_OWNER,NONE_DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,NO_DYNAMICS_USE,true
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,MANUFACTURING_AUTHORITY,NONE
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,CLAIM_LIMIT,envelope_display_only;bolts_locators_loads_stiffness_UNKNOWN_BLOCKED;NO_STRENGTH_CLAIM;envelope_15x160x160_EVIDENCE_BOUND
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,NO_STRENGTH_CLAIM,true
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;manufacturing;strength_claims
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,Description,
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,Weight,"""SW-Mass@B601_base_link_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,Material,"""SW-Material@B601_base_link_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,质量,"""SW-Mass@B601_base_link_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,材料,"""SW-Material@B601_base_link_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,单重,"""SW-Mass@B601_base_link_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,零件号,  
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,设计,   
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,审核, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,标准审查, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,工艺审查, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,批准, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,日期,"2007,12,3"
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,校核, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,主管设计, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,校对, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,审定, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,阶段标记S, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,阶段标记A, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,阶段标记B, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,替代, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,图幅, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,版本, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,备注, 
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,名称,“图样名称”
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,代号,“图样代号”
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,共X张,1
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,第X张,1
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,OBJECT_ID,V2-B601-00
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,SYSTEM_OWNER,b601_visual_arm
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,PARENT_ID,SV2_B601_Visual_Arm
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,STRUCTURE_CLASS,VISUAL_PROXY
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,REPRESENTATION_LAYER,AXIS_ALIGNED_BBOX_PROXY_Q0
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,SOURCE_REFERENCE,"arm_b601_v1.urdf + meshes_b601_gripper/base_link.STL (hash 11/11 MATCH, b3_00)"
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,FRAME_ID,CS_A0
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,INTERFACE_IDS,IF-RM-002
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,MASS_OWNER,b601_urdf_owner_NOT_from_visual
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,NO_DYNAMICS_USE,true
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,MANUFACTURING_AUTHORITY,NONE
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,CLAIM_LIMIT,conservative_envelope_not_exact_vendor_geometry;q_zero_pose_only;no_mass_no_inertia_from_visual
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,URDF_LINK,base_link
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,BLOCKED_CONSUMERS,FEA;dynamics;mass_properties;URDF_roundtrip;contact_models
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,Description,
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,Weight,"""SW-Mass@B601_gripper_left_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,Material,"""SW-Material@B601_gripper_left_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,质量,"""SW-Mass@B601_gripper_left_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,材料,"""SW-Material@B601_gripper_left_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,单重,"""SW-Mass@B601_gripper_left_bbox_q0.SLDPRT"""
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,零件号,  
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,设计,   
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,审核, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,标准审查, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,工艺审查, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,批准, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,日期,"2007,12,3"
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,校核, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,主管设计, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,校对, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,审定, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,阶段标记S, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,阶段标记A, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,阶段标记B, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,替代, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,图幅, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,版本, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,备注, 
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,名称,“图样名称”
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,代号,“图样代号”
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,共X张,1
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,第X张,1
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,OBJECT_ID,V2-B601-08
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,SYSTEM_OWNER,b601_visual_arm
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,PARENT_ID,SV2_B601_Visual_Arm
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,STRUCTURE_CLASS,VISUAL_PROXY
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,REPRESENTATION_LAYER,AXIS_ALIGNED_BBOX_PROXY_Q0
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,EVIDENCE_STATE,EVIDENCE_BOUND
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,SOURCE_REFERENCE,"arm_b601_v1.urdf + meshes_b601_gripper/gripper_left.STL (hash 11/11 MATCH, b3_00)"
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,FRAME_ID,CS_A0
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,INTERFACE_IDS,IF-RM-002
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,MASS_OWNER,b601_urdf_owner_NOT_from_visual
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,NO_DYNAMICS_USE,true
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,MANUFACTURING_AUTHORITY,NONE
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,EXECUTION_AUTHORITY,DISPLAY_ONLY
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,CLAIM_LIMIT,conservative_envelope_not_exact_vendor_geometry;q_zero_pose_only;no_mass_no_inertia_from_visual
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,URDF_LINK,gripper_left
