file,feature,type
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,PLN_VOL_REAR_PROP_STATION,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,SK_VOL_REAR_PROP_OWNER_POINT,ProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,收藏,FavoriteFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,历史记录,HistoryFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,选择集,SelectionSetFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,传感器,SensorFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,设计活页夹,DocsFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,注解,DetailCabinet
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,标注,InkMarkupFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,光源与相机,EnvFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,实体,SolidBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,曲面实体,SurfaceBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,备注,CommentsFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,方程式,EqnFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,材质 <未指定>,MaterialFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,前视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,上视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,右视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,原点,OriginProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,Tables,ConfigTableFolder
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,PLN_VOL_REAR_SERVICE_STATION,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,SK_VOL_REAR_SERVICE_OWNER_POINT,ProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,收藏,FavoriteFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,历史记录,HistoryFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,选择集,SelectionSetFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,传感器,SensorFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,设计活页夹,DocsFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,注解,DetailCabinet
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,标注,InkMarkupFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,光源与相机,EnvFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,实体,SolidBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,曲面实体,SurfaceBodyFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,备注,CommentsFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,方程式,EqnFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,材质 <未指定>,MaterialFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,前视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,上视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,右视基准面,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,原点,OriginProfileFeature
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,Tables,ConfigTableFolder
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,PLN_VOL_REAR_THERMAL_STATION,RefPlane
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,SK_VOL_REAR_THERMAL_OWNER_POINT,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,收藏,FavoriteFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,历史记录,HistoryFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,选择集,SelectionSetFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,传感器,SensorFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,设计活页夹,DocsFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,注解,DetailCabinet
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,标注,InkMarkupFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,光源与相机,EnvFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,实体,SolidBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,曲面实体,SurfaceBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,备注,CommentsFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,方程式,EqnFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,材质 <未指定>,MaterialFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,前视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,上视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,右视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,原点,OriginProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,Tables,ConfigTableFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,PLN_SV2_MNT_ADAPTER_BOSS_BASE,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,SK_SV2_MNT_ADAPTER_BOSS,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,EX_SV2_MNT_ADAPTER_BOSS,Extrusion
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,收藏,FavoriteFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,历史记录,HistoryFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,选择集,SelectionSetFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,传感器,SensorFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,设计活页夹,DocsFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,注解,DetailCabinet
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,标注,InkMarkupFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,光源与相机,EnvFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,实体,SolidBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,曲面实体,SurfaceBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,备注,CommentsFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,方程式,EqnFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,材质 <未指定>,MaterialFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,前视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,上视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,右视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,原点,OriginProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,Tables,ConfigTableFolder
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,PLN_SV2_MNT_ADAPTER_PLATE_BASE,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,SK_SV2_MNT_ADAPTER_PLATE,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,EX_SV2_MNT_ADAPTER_PLATE,Extrusion
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,收藏,FavoriteFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,历史记录,HistoryFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,选择集,SelectionSetFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,传感器,SensorFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,设计活页夹,DocsFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,注解,DetailCabinet
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,标注,InkMarkupFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,光源与相机,EnvFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,实体,SolidBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,曲面实体,SurfaceBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,备注,CommentsFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,方程式,EqnFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,材质 <未指定>,MaterialFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,前视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,上视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,右视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,原点,OriginProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,Tables,ConfigTableFolder
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,VIRTUAL_FT_INTERFACE,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,SK_CABLE_PASSAGE_REF,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,SK3D_WRENCH_OVERLAY_SYMBOLIC,3DProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,收藏,FavoriteFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,历史记录,HistoryFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,选择集,SelectionSetFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,传感器,SensorFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,设计活页夹,DocsFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,注解,DetailCabinet
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,标注,InkMarkupFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,光源与相机,EnvFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,实体,SolidBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,曲面实体,SurfaceBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,备注,CommentsFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,方程式,EqnFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,材质 <未指定>,MaterialFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,前视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,上视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,右视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,原点,OriginProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,Tables,ConfigTableFolder
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,PLN_SV2_MNT_RIB_SET_BASE,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,SK_SV2_MNT_RIB_SET_1,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,EX_SV2_MNT_RIB_SET_1,Extrusion
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,SK_SV2_MNT_RIB_SET_2,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,EX_SV2_MNT_RIB_SET_2,ICE
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,SK_SV2_MNT_RIB_SET_3,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,EX_SV2_MNT_RIB_SET_3,ICE
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,SK_SV2_MNT_RIB_SET_4,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,EX_SV2_MNT_RIB_SET_4,ICE
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,收藏,FavoriteFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,历史记录,HistoryFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,选择集,SelectionSetFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,传感器,SensorFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,设计活页夹,DocsFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,注解,DetailCabinet
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,标注,InkMarkupFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,光源与相机,EnvFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,实体,SolidBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,曲面实体,SurfaceBodyFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,备注,CommentsFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,方程式,EqnFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,材质 <未指定>,MaterialFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,前视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,上视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,右视基准面,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,原点,OriginProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,Tables,ConfigTableFolder
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,PLN_SV2_MNT_SERVICER_FLANGE_BASE,RefPlane
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,SK_SV2_MNT_SERVICER_FLANGE,ProfileFeature
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,EX_SV2_MNT_SERVICER_FLANGE,Extrusion
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,PLN_B601_base_link_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,SK_B601_base_link_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,EX_B601_base_link_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,PLN_B601_gripper_left_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,SK_B601_gripper_left_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,EX_B601_gripper_left_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,PLN_B601_gripper_link_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,SK_B601_gripper_link_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,EX_B601_gripper_link_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,PLN_B601_gripper_right_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,SK_B601_gripper_right_bbox_q0,ProfileFeature
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,EX_B601_gripper_right_bbox_q0,Extrusion
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,收藏,FavoriteFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,历史记录,HistoryFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,选择集,SelectionSetFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,传感器,SensorFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,设计活页夹,DocsFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,注解,DetailCabinet
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,标注,InkMarkupFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,光源与相机,EnvFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,实体,SolidBodyFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,曲面实体,SurfaceBodyFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,备注,CommentsFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,方程式,EqnFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,材质 <未指定>,MaterialFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,前视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,上视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,右视基准面,RefPlane
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,原点,OriginProfileFeature
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,Tables,ConfigTableFolder
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,PLN_B601_link1_bbox_q0_BASE,RefPlane
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,SK_B601_link1_bbox_q0,ProfileFeature
